col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Willie Floyd Singletary,,,,,,,,,,,,,26,58,13,9,9,3,6,16,8,3,3,4,5,2,2,4,2,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,14,12,10,7,5,8,8,9,14,5,3,1,2,6,4,1,0,All
Fernando Treviño,,,,,,,,,,,,,,,4,8,6,1,6,12,14,7,8,3,4,7,0,2,3,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,9,18,5,26,13,10,6,5,3,8,4,7,7,4,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,6,11,19,12,9,11,10,8,2,5,3,8,9,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,12,3,1,0,3,2,1,3,1,3,0,0,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,0,8,5,12,5,3,7,1,3,7,4,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,7,14,8,6,8,5,4,0,4,5,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,4,4,10,11,4,2,6,7,8,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,6,3,4,3,2,4,2,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,1,4,7,2,7,1,1,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,3,1,5,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,4,4,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,697","1,176","1,159","1,046",981,649,579,486,423,361,302,241,202,175,156,152,146,141,129,111,86,80,61,56,51,50,42,35,34,0,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Sandra Dungee Glenn,Eryn Santamoor,Willie Floyd Singletary,Deja Lynn Alvarez,Ogbonna Paul Hagins,Fareed Abdullah,Wayne Edmund Dorsey,Asa Khalif,Beth Finn,Billy Thompson,Bobbie Curry,Erika Almirón,Fernando Treviño,Joseph A Diorio,Justin Diberardinis,Wayne Allen,Devon Cade,Edwin Santana,Ethelind Baylor,Hena Veit,Latrice Y Bryant,Mark Ross,Sherrie Cohen,Vinny Black,1
Helen Gym,7,61,55,56,53,5,5,2,3,3,2,1,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Allan Domb,,2,60,62,58,2,4,3,2,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,1,58,56,2,8,3,2,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,,1,55,1,2,2,2,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,0,1,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,3,1,1,3,3,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,0,2,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,74,72,68,67,60,10,10,6,5,4,4,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Sandra Dungee Glenn,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Latrice Y Bryant,Ogbonna Paul Hagins,Fareed Abdullah,Eryn Santamoor,Billy Thompson,Asa Khalif,Beth Finn,Ethelind Baylor,Fernando Treviño,Erika Almirón,Mark Ross,Wayne Allen,Bobbie Curry,Hena Veit,Joseph A Diorio,Justin Diberardinis,Devon Cade,Edwin Santana,Vinny Black,Sherrie Cohen,Wayne Edmund Dorsey,2
Isaiah Thomas,8,31,46,38,32,15,5,3,1,5,1,5,6,3,2,3,2,2,2,0,1,0,0,1,2,0,0,0,0,0,2
Helen Gym,,14,33,28,19,7,10,8,7,6,7,5,4,5,2,3,4,2,3,0,0,2,1,1,1,0,0,0,0,0,2
Derek S Green,,,1,41,37,14,3,4,3,4,0,7,5,3,3,1,0,0,0,0,1,1,0,2,1,2,0,1,0,0,2
Katherine Gilmore Richardson,,,,3,28,15,1,2,0,5,0,5,5,1,0,1,1,1,1,2,1,0,0,2,0,1,0,0,0,0,2
Allan Domb,,,,,2,9,3,3,2,5,1,1,1,0,2,1,0,2,0,0,1,1,1,2,2,1,1,1,0,0,2
Sandra Dungee Glenn,,,,,,4,4,1,1,1,0,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2
Adrián Rivera-reyes,,,,,,,6,6,7,3,5,0,2,1,1,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,2
Willie Floyd Singletary,,,,,,,,5,7,2,4,2,1,3,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2
Deja Lynn Alvarez,,,,,,,,,3,1,6,0,0,3,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2
Latrice Y Bryant,,,,,,,,,,1,0,2,1,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2
Ogbonna Paul Hagins,,,,,,,,,,,1,0,3,0,1,0,0,1,0,1,1,1,3,0,0,0,1,0,0,0,2
Fareed Abdullah,,,,,,,,,,,,1,0,2,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2
Eryn Santamoor,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2
Billy Thompson,,,,,,,,,,,,,,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2
Asa Khalif,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Beth Finn,,,,,,,,,,,,,,,,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Ethelind Baylor,,,,,,,,,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
Fernando Treviño,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Erika Almirón,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Mark Ross,,,,,,,,,,,,,,,,,,,,1,2,0,1,0,0,0,0,0,0,0,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,2
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,2
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,2
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,69,68,63,53,46,27,24,20,16,13,12,11,10,9,7,7,5,5,4,4,4,3,3,3,3,2,1,1,0,0,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Isaiah Thomas,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Adrián Rivera-reyes,Sandra Dungee Glenn,Deja Lynn Alvarez,Willie Floyd Singletary,Ogbonna Paul Hagins,Eryn Santamoor,Erika Almirón,Fareed Abdullah,Hena Veit,Latrice Y Bryant,Ethelind Baylor,Fernando Treviño,Justin Diberardinis,Asa Khalif,Beth Finn,Joseph A Diorio,Vinny Black,Billy Thompson,Edwin Santana,Mark Ross,Wayne Allen,Bobbie Curry,Devon Cade,Sherrie Cohen,Wayne Edmund Dorsey,3
Isaiah Thomas,3,46,50,57,51,4,17,5,4,1,5,7,5,2,4,6,2,4,2,2,0,1,1,2,0,0,0,1,0,0,3
Helen Gym,,4,48,43,39,9,6,6,6,4,3,7,3,2,3,5,1,3,1,1,1,0,0,0,0,1,0,0,0,0,3
Katherine Gilmore Richardson,,,1,51,47,4,20,5,3,0,2,2,2,3,2,0,2,1,1,2,1,2,0,2,2,2,0,0,0,0,3
Derek S Green,,,,0,57,3,13,2,3,2,4,1,6,2,1,1,1,4,2,1,0,0,0,0,1,0,0,1,0,0,3
Allan Domb,,,,,2,2,11,2,2,1,4,2,2,2,1,1,3,2,2,2,0,1,0,2,2,2,0,0,0,0,3
Adrián Rivera-reyes,,,,,,6,2,6,8,5,2,2,2,2,2,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,3
Sandra Dungee Glenn,,,,,,,0,1,1,0,3,1,1,1,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3
Deja Lynn Alvarez,,,,,,,,3,7,6,3,0,1,2,4,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,3
Willie Floyd Singletary,,,,,,,,,3,3,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,3
Ogbonna Paul Hagins,,,,,,,,,,1,0,1,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3
Eryn Santamoor,,,,,,,,,,,0,0,0,2,1,0,2,2,0,0,2,0,2,0,0,0,1,0,0,0,3
Erika Almirón,,,,,,,,,,,,0,0,2,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3
Fareed Abdullah,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
Hena Veit,,,,,,,,,,,,,,0,2,0,2,0,2,0,2,2,2,0,0,0,0,0,0,0,3
Latrice Y Bryant,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3
Ethelind Baylor,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Fernando Treviño,,,,,,,,,,,,,,,,,0,0,0,0,3,0,2,2,1,0,0,0,0,0,3
Justin Diberardinis,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Asa Khalif,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,3
Beth Finn,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,3
Vinny Black,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,3
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,82,78,78,72,69,24,24,23,18,12,11,10,10,9,8,7,6,5,4,4,4,4,3,3,2,2,1,1,0,0,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Sandra Dungee Glenn,Deja Lynn Alvarez,Fareed Abdullah,Erika Almirón,Beth Finn,Eryn Santamoor,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Billy Thompson,Joseph A Diorio,Wayne Allen,Devon Cade,Latrice Y Bryant,Bobbie Curry,Edwin Santana,Ethelind Baylor,Mark Ross,Fernando Treviño,Hena Veit,Justin Diberardinis,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,4
Helen Gym,12,25,23,23,15,4,4,1,7,5,4,3,2,3,2,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,4
Isaiah Thomas,,3,27,29,20,4,7,2,4,4,3,3,2,1,3,3,1,2,2,2,0,0,0,1,0,0,0,0,0,0,4
Derek S Green,,,4,26,19,0,10,0,3,2,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Allan Domb,,,,2,20,3,6,1,4,1,1,2,1,1,2,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,4
Katherine Gilmore Richardson,,,,,1,1,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Adrián Rivera-reyes,,,,,,6,0,2,1,1,1,1,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Sandra Dungee Glenn,,,,,,,1,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Deja Lynn Alvarez,,,,,,,,6,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Fareed Abdullah,,,,,,,,,1,2,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Erika Almirón,,,,,,,,,,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
Beth Finn,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,4
Eryn Santamoor,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Ogbonna Paul Hagins,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Willie Floyd Singletary,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Asa Khalif,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Billy Thompson,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Joseph A Diorio,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4
Wayne Allen,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,4
Devon Cade,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,4
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,4
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,48,45,38,36,24,14,13,10,9,7,6,6,5,5,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Helen Gym,Derek S Green,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Asa Khalif,Latrice Y Bryant,Sandra Dungee Glenn,Billy Thompson,Ethelind Baylor,Erika Almirón,Eryn Santamoor,Justin Diberardinis,Ogbonna Paul Hagins,Beth Finn,Devon Cade,Fareed Abdullah,Fernando Treviño,Mark Ross,Wayne Edmund Dorsey,Edwin Santana,Hena Veit,Joseph A Diorio,Wayne Allen,Bobbie Curry,Sherrie Cohen,Vinny Black,5
Helen Gym,11,36,32,30,23,6,5,5,2,4,3,2,2,1,1,1,2,1,1,0,1,2,2,1,1,1,1,0,0,0,5
Derek S Green,,0,31,32,21,3,2,1,3,3,3,2,2,2,3,3,0,1,2,2,1,1,0,1,0,0,1,0,0,0,5
Allan Domb,,,3,30,20,0,0,1,2,1,2,2,0,0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,5
Isaiah Thomas,,,,1,22,0,0,3,0,2,1,1,1,1,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
Katherine Gilmore Richardson,,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
Adrián Rivera-reyes,,,,,,5,3,2,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,5
Deja Lynn Alvarez,,,,,,,3,5,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5
Willie Floyd Singletary,,,,,,,,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5
Asa Khalif,,,,,,,,,0,1,1,0,0,2,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,5
Latrice Y Bryant,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
Sandra Dungee Glenn,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5
Billy Thompson,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ethelind Baylor,,,,,,,,,,,,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Erika Almirón,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
Eryn Santamoor,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Justin Diberardinis,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
Beth Finn,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Devon Cade,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,5
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5
Mark Ross,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,5
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,5
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,60,44,41,38,23,13,10,9,5,5,5,4,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Helen Gym,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Isaiah Thomas,Willie Floyd Singletary,Deja Lynn Alvarez,Adrián Rivera-reyes,Ogbonna Paul Hagins,Eryn Santamoor,Billy Thompson,Fareed Abdullah,Joseph A Diorio,Latrice Y Bryant,Justin Diberardinis,Wayne Allen,Asa Khalif,Devon Cade,Sandra Dungee Glenn,Vinny Black,Fernando Treviño,Beth Finn,Edwin Santana,Erika Almirón,Wayne Edmund Dorsey,Ethelind Baylor,Hena Veit,Mark Ross,Bobbie Curry,Sherrie Cohen,6
Helen Gym,14,57,56,53,54,9,10,10,10,3,3,5,0,1,1,2,1,2,2,0,1,1,0,1,0,1,0,0,0,0,6
Derek S Green,,2,58,61,55,2,2,3,0,11,6,6,2,3,3,2,2,2,3,3,1,1,1,0,1,0,1,0,0,0,6
Allan Domb,,,2,58,57,3,0,2,1,9,4,3,1,1,2,3,0,2,1,0,1,0,1,0,1,1,0,0,0,0,6
Katherine Gilmore Richardson,,,,2,54,0,2,1,1,9,2,5,3,1,2,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,6
Isaiah Thomas,,,,,1,3,2,2,1,1,4,4,1,1,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,6
Willie Floyd Singletary,,,,,,4,9,8,8,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
Deja Lynn Alvarez,,,,,,,2,8,8,0,2,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
Adrián Rivera-reyes,,,,,,,,3,9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Ogbonna Paul Hagins,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Eryn Santamoor,,,,,,,,,,0,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6
