col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,All
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,All
Pamela Robinson,11,"1,189","1,163","1,136","1,105",963,338,348,197,167,135,134,117,116,6,919,135,106,78,45,46,0,All
Michele Lockman,,3,"1,154","1,147","1,122",940,325,322,160,146,110,107,108,98,5,841,129,105,69,45,44,0,All
Anthony Bellmon,,,2,"1,131","1,126",912,299,291,140,122,87,106,92,73,5,809,123,96,73,45,36,0,All
Patrick Parkinson,,,,4,"1,114",911,292,300,133,118,79,94,92,88,5,786,118,91,72,44,42,0,All
Theodore Kirsch,,,,,1,899,273,279,121,98,76,93,77,80,6,762,124,88,68,39,35,0,All
Mona Getzes Cohen,,,,,,3,200,198,175,171,149,114,127,127,6,771,88,61,57,27,40,0,All
Amy Roat,,,,,,,12,459,317,282,285,258,275,268,1,380,64,46,38,38,30,0,All
Lisa Powley,,,,,,,,5,278,266,265,266,259,263,0,374,63,46,33,35,32,0,All
Lorraine Haw,,,,,,,,,2,287,303,290,277,278,0,316,37,31,29,15,17,0,All
Alvaro Quinones,,,,,,,,,,3,314,277,295,286,0,316,31,29,26,21,17,0,All
Vayda Good,,,,,,,,,,,0,266,281,275,3,287,27,25,25,17,18,0,All
Kempis Ghani Songster,,,,,,,,,,,,3,276,257,0,258,33,28,26,16,16,0,All
Ronald Raju Joseph,,,,,,,,,,,,,0,280,2,268,24,23,22,23,18,0,All
Adam Tennant,,,,,,,,,,,,,,0,0,249,31,23,24,21,19,0,All
Write-In,,,,,,,,,,,,,,,0,3,1,1,0,0,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,,101,0,0,0,0,0,0,All
Michael Lamb,,,,,,,,,,,,,,,,,14,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,,18,0,0,0,0,All
Tracie Fountain,,,,,,,,,,,,,,,,,,,7,0,0,0,All
H Scott Conklin,,,,,,,,,,,,,,,,,,,,6,0,0,All
Christina M Hartman,,,,,,,,,,,,,,,,,,,,,5,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,428","1,322","1,266","1,237","1,200","1,121",644,618,465,459,416,401,400,387,9,"1,352",186,164,121,81,74,0,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,1
,Pamela Robinson,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Alvaro Quinones,Lisa Powley,Kempis Ghani Songster,Vayda Good,Amy Roat,Lorraine Haw,Ronald Raju Joseph,Adam Tennant,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,1
Pamela Robinson,1,68,67,66,68,60,13,14,12,10,10,10,7,4,2,44,17,8,3,1,2,0,1
Michele Lockman,,0,69,68,66,60,11,13,12,8,13,8,8,6,0,40,18,7,4,2,3,0,1
Patrick Parkinson,,,0,68,67,59,11,12,11,6,12,6,8,5,0,39,16,7,4,1,3,0,1
Theodore Kirsch,,,,0,65,60,10,11,13,7,11,8,7,6,0,40,15,7,3,1,3,0,1
Anthony Bellmon,,,,,0,56,12,12,11,8,10,8,5,1,0,40,15,7,4,1,2,0,1
Mona Getzes Cohen,,,,,,0,13,9,12,12,8,11,9,9,0,40,12,6,3,2,2,0,1
Alvaro Quinones,,,,,,,0,13,16,15,10,12,13,13,0,15,2,2,2,2,1,0,1
Lisa Powley,,,,,,,,0,11,15,17,11,10,11,0,15,5,1,1,1,1,0,1
Kempis Ghani Songster,,,,,,,,,0,11,9,10,9,10,0,13,3,1,2,2,0,0,1
Vayda Good,,,,,,,,,,0,12,15,11,14,2,15,1,2,1,2,0,0,1
Amy Roat,,,,,,,,,,,0,9,10,10,0,12,4,1,2,1,2,0,1
Lorraine Haw,,,,,,,,,,,,0,12,11,0,14,1,1,1,2,0,0,1
Ronald Raju Joseph,,,,,,,,,,,,,0,14,0,11,1,0,1,2,2,0,1
Adam Tennant,,,,,,,,,,,,,,0,0,9,1,2,1,2,1,0,1
Write-In,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1
Michael Lamb,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1
Tracie Fountain,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christina M Hartman,,,,,,,,,,,,,,,,,,,,0,0,0,1
H Scott Conklin,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,0,1
Total,79,76,72,72,70,69,25,25,23,23,22,20,19,18,2,60,21,8,5,3,3,0,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,2
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Patrick Parkinson,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Alvaro Quinones,Vayda Good,Ronald Raju Joseph,Kempis Ghani Songster,Adam Tennant,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,Tracie Fountain,H Scott Conklin,Write-In,2
Pamela Robinson,0,77,77,76,75,67,22,17,10,9,9,4,2,3,0,61,11,8,4,3,0,0,2
Michele Lockman,,1,80,80,78,66,23,19,8,6,6,4,3,2,0,57,11,7,3,3,1,0,2
Anthony Bellmon,,,0,80,76,62,21,19,9,7,8,5,4,2,0,54,12,7,2,2,1,0,2
Theodore Kirsch,,,,0,77,65,20,18,9,6,6,4,2,2,1,56,12,6,2,1,1,0,2
Patrick Parkinson,,,,,0,61,22,16,9,7,4,4,3,2,0,55,9,6,3,3,1,0,2
Mona Getzes Cohen,,,,,,0,12,11,10,11,9,6,4,6,1,53,8,5,2,3,0,0,2
Lisa Powley,,,,,,,1,21,12,12,11,12,7,8,0,19,3,4,4,0,0,0,2
Amy Roat,,,,,,,,0,11,7,9,8,7,6,0,13,4,6,3,0,0,0,2
Lorraine Haw,,,,,,,,,0,12,13,12,11,8,0,17,1,2,2,1,0,0,2
Alvaro Quinones,,,,,,,,,,1,14,12,10,10,0,15,1,1,3,1,0,0,2
Vayda Good,,,,,,,,,,,0,12,9,9,0,15,1,1,1,0,0,0,2
Ronald Raju Joseph,,,,,,,,,,,,0,10,9,1,13,0,1,2,0,0,0,2
Kempis Ghani Songster,,,,,,,,,,,,,0,7,0,9,0,2,0,1,0,0,2
Adam Tennant,,,,,,,,,,,,,,0,0,9,0,1,1,0,0,0,2
Write-In,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,2
Nina Ahmad,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,2
Michael Lamb,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,,1,0,0,0,0,2
Christina M Hartman,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Tracie Fountain,,,,,,,,,,,,,,,,,,,,0,0,0,2
H Scott Conklin,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,0,2
Total,92,90,85,84,83,75,34,29,23,22,19,17,13,11,1,79,13,13,6,6,1,0,2
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,3
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Patrick Parkinson,Mona Getzes Cohen,Lisa Powley,Amy Roat,Adam Tennant,Vayda Good,Ronald Raju Joseph,Lorraine Haw,Kempis Ghani Songster,Alvaro Quinones,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,3
Pamela Robinson,1,67,65,63,63,46,33,27,13,13,10,9,9,8,0,48,10,7,4,6,2,0,3
