col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,All
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,All
Pamela Robinson,10,"2,166","2,091","2,081","2,049","1,990",391,437,257,206,189,168,146,131,26,"1,722",166,135,76,76,54,1,All
Michele Lockman,,5,"2,076","2,082","2,050","1,966",380,417,249,199,179,165,148,118,23,"1,658",172,137,68,78,60,1,All
Anthony Bellmon,,,2,"2,042","2,043","1,912",336,367,199,169,141,137,134,113,24,"1,578",163,125,74,65,62,1,All
Patrick Parkinson,,,,2,"2,042","1,906",332,367,198,166,128,150,132,104,24,"1,581",168,124,73,67,58,1,All
Theodore Kirsch,,,,,2,"1,888",315,350,186,151,139,144,127,111,24,"1,553",168,126,71,64,55,1,All
Mona Getzes Cohen,,,,,,4,311,345,244,211,193,167,157,125,27,"1,595",140,121,68,64,53,1,All
Amy Roat,,,,,,,5,691,535,486,491,500,474,452,2,580,72,59,65,49,35,1,All
Lisa Powley,,,,,,,,2,527,469,475,473,451,445,1,593,63,62,58,52,33,1,All
Lorraine Haw,,,,,,,,,0,476,484,472,451,451,0,477,45,51,43,46,24,1,All
Alvaro Quinones,,,,,,,,,,0,504,467,465,444,2,474,44,36,36,33,22,1,All
Vayda Good,,,,,,,,,,,0,455,460,453,0,461,35,32,40,31,18,1,All
Adam Tennant,,,,,,,,,,,,1,460,438,1,416,52,45,41,30,27,1,All
Ronald Raju Joseph,,,,,,,,,,,,,1,450,0,415,40,33,41,29,24,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,1,1,387,36,29,46,31,19,1,All
