col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,All
,Pamela Robinson,Anthony Bellmon,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,All
Pamela Robinson,18,"1,962","1,973","1,893","1,869","1,531",602,521,360,302,246,241,170,157,15,"1,522",187,168,138,86,65,1,All
Anthony Bellmon,,11,"1,943","1,962","1,911","1,490",523,470,296,238,193,200,148,120,16,"1,356",236,172,143,89,63,1,All
Michele Lockman,,,17,"1,916","1,885","1,504",568,486,326,259,226,191,150,146,14,"1,393",180,172,133,80,60,1,All
Patrick Parkinson,,,,7,"1,865","1,447",501,441,273,213,139,182,136,125,13,"1,315",218,168,127,81,56,1,All
Theodore Kirsch,,,,,4,"1,450",488,421,234,189,164,170,129,116,13,"1,304",161,159,123,73,54,1,All
Mona Getzes Cohen,,,,,,6,303,269,330,256,258,171,171,175,10,"1,229",105,104,91,45,40,1,All
Lisa Powley,,,,,,,6,671,412,374,375,366,337,333,3,549,97,108,52,61,30,0,All
Amy Roat,,,,,,,,10,406,414,386,353,353,345,3,509,84,118,56,63,35,0,All
Alvaro Quinones,,,,,,,,,7,422,457,358,377,381,2,504,63,49,37,37,29,0,All
Lorraine Haw,,,,,,,,,,0,413,395,352,345,1,420,56,65,43,25,23,0,All
Vayda Good,,,,,,,,,,,1,347,368,375,1,401,51,53,39,30,18,0,All
Kempis Ghani Songster,,,,,,,,,,,,4,351,330,3,347,58,60,38,23,23,0,All
Ronald Raju Joseph,,,,,,,,,,,,,0,362,1,328,41,61,31,27,18,0,All
Adam Tennant,,,,,,,,,,,,,,0,1,316,44,51,33,33,20,0,All
Write-In,,,,,,,,,,,,,,,2,12,0,1,2,1,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,,207,0,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,27,0,0,0,0,0,All
Michael Lamb,,,,,,,,,,,,,,,,,,33,0,0,0,0,All
Tracie Fountain,,,,,,,,,,,,,,,,,,,9,0,0,0,All
H Scott Conklin,,,,,,,,,,,,,,,,,,,,12,0,0,All
Christina M Hartman,,,,,,,,,,,,,,,,,,,,,8,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,351","2,236","2,210","2,135","2,034","1,762",961,934,767,670,623,594,542,527,27,"2,168",343,292,205,139,106,2,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,1
,Pamela Robinson,Anthony Bellmon,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Adam Tennant,Ronald Raju Joseph,Lorraine Haw,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,H Scott Conklin,Christina M Hartman,Tracie Fountain,Write-In,1
Pamela Robinson,2,65,64,61,58,48,26,24,19,11,9,10,8,10,0,51,5,4,7,1,1,0,1
Anthony Bellmon,,0,67,64,62,49,24,22,14,9,7,5,7,8,0,46,7,3,6,2,1,0,1
Michele Lockman,,,0,64,61,48,25,20,12,7,8,4,6,6,0,46,7,3,6,1,1,0,1
Patrick Parkinson,,,,0,61,45,21,16,11,6,6,5,5,5,0,43,7,2,6,1,1,0,1
Theodore Kirsch,,,,,0,47,22,17,7,5,6,2,6,3,0,41,6,2,5,2,1,0,1
Mona Getzes Cohen,,,,,,0,14,11,10,8,2,5,7,5,0,39,2,3,2,1,0,0,1
Lisa Powley,,,,,,,0,30,18,17,18,14,17,11,0,19,6,6,5,2,2,0,1
Amy Roat,,,,,,,,0,18,16,15,13,16,15,0,19,4,4,4,2,2,0,1
Alvaro Quinones,,,,,,,,,1,18,12,14,12,17,0,20,2,3,2,0,1,0,1
Vayda Good,,,,,,,,,,0,12,14,14,16,0,17,3,3,0,1,0,0,1
Kempis Ghani Songster,,,,,,,,,,,0,14,15,12,0,12,4,4,1,0,1,0,1
Adam Tennant,,,,,,,,,,,,0,13,13,0,13,0,4,0,0,1,0,1
Ronald Raju Joseph,,,,,,,,,,,,,0,12,0,12,1,4,1,1,0,0,1
Lorraine Haw,,,,,,,,,,,,,,0,0,16,1,2,0,0,0,0,1
Write-In,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1
Michael Lamb,,,,,,,,,,,,,,,,,,2,0,0,0,0,1
H Scott Conklin,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Christina M Hartman,,,,,,,,,,,,,,,,,,,,1,0,0,1
Tracie Fountain,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,0,1
Total,83,74,74,69,66,55,43,38,32,25,23,21,21,20,1,71,12,10,8,3,3,0,1
,Auditor General - Democrat,,,,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,2
,Nina Ahmad,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Michael Lamb,Tracie Fountain,Write-In,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Pamela Robinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Vayda Good,Lorraine Haw,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,2
Nina Ahmad,10,0,0,0,0,0,0,41,40,40,38,36,34,24,21,13,11,9,8,10,9,0,2
Rose Rosie Marie Davis,,1,0,0,0,0,0,4,6,4,6,5,2,5,5,3,3,2,2,1,1,0,2
Christina M Hartman,,,0,0,0,0,0,5,4,5,4,3,3,1,1,3,1,1,1,0,0,0,2
H Scott Conklin,,,,0,0,0,0,2,1,2,0,1,1,4,3,5,2,3,2,3,2,0,2
Michael Lamb,,,,,3,0,0,2,2,2,1,2,1,1,1,1,0,0,0,0,0,0,2
Tracie Fountain,,,,,,0,0,3,3,2,2,2,0,1,0,0,1,1,2,1,0,0,2
Write-In,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Michele Lockman,,,,,,,,0,57,54,49,50,40,19,19,11,6,6,6,3,4,0,2
Patrick Parkinson,,,,,,,,,0,54,50,51,38,20,19,11,6,6,6,4,4,0,2
Anthony Bellmon,,,,,,,,,,0,49,50,37,19,18,11,5,4,4,2,3,0,2
Pamela Robinson,,,,,,,,,,,0,44,37,17,20,10,6,5,4,2,2,0,2
Theodore Kirsch,,,,,,,,,,,,0,36,15,13,8,3,3,6,1,4,0,2
Mona Getzes Cohen,,,,,,,,,,,,,1,11,12,11,6,3,6,3,3,0,2
Amy Roat,,,,,,,,,,,,,,0,26,13,16,14,13,12,12,0,2
Lisa Powley,,,,,,,,,,,,,,,1,17,15,13,9,13,9,0,2
Alvaro Quinones,,,,,,,,,,,,,,,,0,14,11,11,11,10,0,2
Vayda Good,,,,,,,,,,,,,,,,,0,10,12,11,11,0,2
Lorraine Haw,,,,,,,,,,,,,,,,,,0,9,13,9,0,2
Adam Tennant,,,,,,,,,,,,,,,,,,,0,9,9,0,2
Kempis Ghani Songster,,,,,,,,,,,,,,,,,,,,0,8,0,2
Ronald Raju Joseph,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,0,2
Total,68,9,6,6,5,3,0,61,61,60,56,54,45,37,34,27,19,17,16,16,13,0,2
,Auditor General - Democrat,,,,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,3
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Christina M Hartman,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Vayda Good,Adam Tennant,Write-In,3
