col_1,col_2,col_3,col_4,col_5,col_6,division
,Register Of Wills,,District Council 1st District,,,All
,Tracey Gordon,Write-In,Mark F Squilla,Daniel Orsino,Write-In,All
Tracey Gordon,252,0,"6,231",309,11,All
Write-In,,2,5,6,3,All
Mark F Squilla,,,560,0,0,All
Daniel Orsino,,,,706,0,All
Write-In,,,,,4,All
Total,"6,803",16,"6,796","1,021",18,All
,Register Of Wills,,District Council 1st District,,,1
,Tracey Gordon,Write-In,Mark F Squilla,Daniel Orsino,Write-In,1
Tracey Gordon,15,0,228,14,0,1
Write-In,,0,0,0,0,1
Mark F Squilla,,,18,0,0,1
Daniel Orsino,,,,37,0,1
Write-In,,,,,0,1
Total,257,0,246,51,0,1
,District Council 1st District,,,Register Of Wills,,2
,Mark F Squilla,Daniel Orsino,Write-In,Tracey Gordon,Write-In,2
Mark F Squilla,31,0,0,205,0,2
Daniel Orsino,,33,0,14,0,2
Write-In,,,0,1,1,2
Tracey Gordon,,,,8,0,2
Write-In,,,,,0,2
Total,236,47,2,228,1,2
,Register Of Wills,,District Council 1st District,,,3
,Tracey Gordon,Write-In,Mark F Squilla,Daniel Orsino,Write-In,3
Tracey Gordon,20,0,260,16,0,3
Write-In,,0,0,0,0,3
Mark F Squilla,,,22,0,0,3
Daniel Orsino,,,,35,0,3
Write-In,,,,,0,3
Total,296,0,282,51,0,3
,District Council 1st District,,,Register Of Wills,,4
,Mark F Squilla,Daniel Orsino,Write-In,Tracey Gordon,Write-In,4
Mark F Squilla,37,0,0,313,0,4
Daniel Orsino,,32,0,11,1,4
Write-In,,,0,0,0,4
Tracey Gordon,,,,14,0,4
Write-In,,,,,0,4
Total,350,44,0,338,1,4
,Register Of Wills,,District Council 1st District,,,5
,Tracey Gordon,Write-In,Mark F Squilla,Daniel Orsino,Write-In,5
Tracey Gordon,8,0,212,15,2,5
Write-In,,0,1,0,0,5
Mark F Squilla,,,22,0,0,5
Daniel Orsino,,,,36,0,5
Write-In,,,,,0,5
Total,237,1,235,51,2,5
,District Council 1st District,,,Register Of Wills,,6
,Mark F Squilla,Daniel Orsino,Write-In,Tracey Gordon,Write-In,6
Mark F Squilla,15,0,0,262,0,6
Daniel Orsino,,17,0,7,0,6
Write-In,,,0,0,0,6
Tracey Gordon,,,,7,0,6
Write-In,,,,,0,6
Total,277,24,0,276,0,6
,Register Of Wills,,District Council 1st District,,,7
,Tracey Gordon,Write-In,Mark F Squilla,Daniel Orsino,Write-In,7
