col_1,col_2,col_3,col_4,col_5,division
,District Council 9th District,,Register Of Wills,,All
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,All
Cherelle L Parker,81,0,"2,312",0,All
Write-In,,0,0,0,All
Tracey Gordon,,,65,0,All
Write-In,,,,0,All
Total,"2,393",0,"2,377",0,All
,District Council 9th District,,Register Of Wills,,2
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,2
Cherelle L Parker,6,0,222,0,2
Write-In,,0,0,0,2
Tracey Gordon,,,3,0,2
Write-In,,,,0,2
Total,228,0,225,0,2
,District Council 9th District,,Register Of Wills,,3
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,3
Cherelle L Parker,12,0,247,0,3
Write-In,,0,0,0,3
Tracey Gordon,,,11,0,3
Write-In,,,,0,3
Total,259,0,258,0,3
,Register Of Wills,,District Council 9th District,,6
,Tracey Gordon,Write-In,Cherelle L Parker,Write-In,6
Tracey Gordon,9,0,195,0,6
Write-In,,0,0,0,6
Cherelle L Parker,,,8,0,6
Write-In,,,,0,6
Total,204,0,203,0,6
,Register Of Wills,,District Council 9th District,,7
,Tracey Gordon,Write-In,Cherelle L Parker,Write-In,7
Tracey Gordon,4,0,211,0,7
Write-In,,0,0,0,7
Cherelle L Parker,,,3,0,7
Write-In,,,,0,7
Total,215,0,214,0,7
,District Council 9th District,,Register Of Wills,,8
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,8
Cherelle L Parker,11,0,215,0,8
Write-In,,0,0,0,8
Tracey Gordon,,,8,0,8
Write-In,,,,0,8
Total,226,0,223,0,8
,District Council 9th District,,Register Of Wills,,16
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,16
Cherelle L Parker,6,0,180,0,16
Write-In,,0,0,0,16
Tracey Gordon,,,2,0,16
Write-In,,,,0,16
Total,186,0,182,0,16
,District Council 9th District,,Register Of Wills,,17
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,17
Cherelle L Parker,4,0,160,0,17
Write-In,,0,0,0,17
Tracey Gordon,,,3,0,17
Write-In,,,,0,17
Total,164,0,163,0,17
,Register Of Wills,,District Council 9th District,,18
,Tracey Gordon,Write-In,Cherelle L Parker,Write-In,18
Tracey Gordon,13,0,214,0,18
Write-In,,0,0,0,18
Cherelle L Parker,,,9,0,18
Write-In,,,,0,18
Total,227,0,223,0,18
,District Council 9th District,,Register Of Wills,,20
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,20
Cherelle L Parker,9,0,200,0,20
Write-In,,0,0,0,20
Tracey Gordon,,,4,0,20
Write-In,,,,0,20
Total,209,0,204,0,20
,District Council 9th District,,Register Of Wills,,21
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,21
Cherelle L Parker,9,0,237,0,21
Write-In,,0,0,0,21
Tracey Gordon,,,7,0,21
Write-In,,,,0,21
Total,246,0,244,0,21
,District Council 9th District,,Register Of Wills,,22
,Cherelle L Parker,Write-In,Tracey Gordon,Write-In,22
Cherelle L Parker,4,0,231,0,22
Write-In,,0,0,0,22
Tracey Gordon,,,1,0,22
Write-In,,,,0,22
Total,235,0,232,0,22
