col_1,col_2,col_3,col_4,col_5,division
,Register Of Wills,,District Council 3rd District,,All
,Tracey Gordon,Write-In,Jamie Gauthier,Write-In,All
Tracey Gordon,19,0,440,0,All
Write-In,,0,0,0,All
Jamie Gauthier,,,6,0,All
Write-In,,,,1,All
Total,459,0,446,1,All
,Register Of Wills,,District Council 3rd District,,4
,Tracey Gordon,Write-In,Jamie Gauthier,Write-In,4
Tracey Gordon,11,0,133,0,4
Write-In,,0,0,0,4
Jamie Gauthier,,,2,0,4
Write-In,,,,0,4
Total,144,0,135,0,4
,Register Of Wills,,District Council 3rd District,,14
,Tracey Gordon,Write-In,Jamie Gauthier,Write-In,14
Tracey Gordon,5,0,121,0,14
Write-In,,0,0,0,14
Jamie Gauthier,,,3,0,14
Write-In,,,,1,14
Total,126,0,124,1,14
,Register Of Wills,,District Council 3rd District,,28
,Tracey Gordon,Write-In,Jamie Gauthier,Write-In,28
Tracey Gordon,3,0,186,0,28
Write-In,,0,0,0,28
Jamie Gauthier,,,1,0,28
Write-In,,,,0,28
Total,189,0,187,0,28
