col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Sheriff,,City Commissioners,,,,All
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,All
Rochelle Bilal,84,0,"7,096","6,837",164,1,All
Write-In,,2,0,0,1,0,All
Omar Sabir,,,130,"6,698",60,0,All
Lisa Deeley,,,,61,105,1,All
Al Schmidt,,,,,242,0,All
Write-In,,,,,,0,All
Total,"7,446",3,"7,329","7,016",442,1,All
,Sheriff,,City Commissioners,,,,1
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,1
Rochelle Bilal,1,0,100,99,2,0,1
Write-In,,0,0,0,0,0,1
Omar Sabir,,,2,96,0,0,1
Lisa Deeley,,,,0,1,0,1
Al Schmidt,,,,,1,0,1
Write-In,,,,,,0,1
Total,106,0,103,100,3,0,1
,City Commissioners,,,,Sheriff,,2
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,2
Omar Sabir,2,53,0,0,53,0,2
Lisa Deeley,,1,1,0,52,0,2
Al Schmidt,,,0,0,1,0,2
Write-In,,,,0,0,0,2
Rochelle Bilal,,,,,0,0,2
Write-In,,,,,,0,2
Total,57,55,1,0,54,0,2
,Sheriff,,City Commissioners,,,,3
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,3
Rochelle Bilal,0,0,116,114,1,0,3
Write-In,,0,0,0,0,0,3
Omar Sabir,,,2,112,0,0,3
Lisa Deeley,,,,1,0,0,3
Al Schmidt,,,,,6,0,3
Write-In,,,,,,0,3
Total,119,0,118,115,7,0,3
,Sheriff,,City Commissioners,,,,5
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,5
Rochelle Bilal,1,0,122,122,0,0,5
Write-In,,0,0,0,0,0,5
Omar Sabir,,,1,121,0,0,5
Lisa Deeley,,,,0,0,0,5
Al Schmidt,,,,,2,0,5
Write-In,,,,,,0,5
Total,125,0,124,123,2,0,5
,Sheriff,,City Commissioners,,,,6
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,6
Rochelle Bilal,2,0,200,191,1,0,6
Write-In,,0,0,0,0,0,6
Omar Sabir,,,2,187,1,0,6
Lisa Deeley,,,,0,1,0,6
Al Schmidt,,,,,2,0,6
Write-In,,,,,,0,6
Total,206,0,203,191,4,0,6
,Sheriff,,City Commissioners,,,,7
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,7
Rochelle Bilal,4,0,192,186,3,0,7
Write-In,,0,0,0,0,0,7
Omar Sabir,,,4,185,0,0,7
Lisa Deeley,,,,2,0,0,7
Al Schmidt,,,,,0,0,7
Write-In,,,,,,0,7
Total,200,0,196,188,3,0,7
,Sheriff,,City Commissioners,,,,8
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,8
Rochelle Bilal,1,0,208,206,3,0,8
Write-In,,0,0,0,0,0,8
Omar Sabir,,,4,200,1,0,8
Lisa Deeley,,,,1,2,0,8
Al Schmidt,,,,,1,0,8
Write-In,,,,,,0,8
Total,215,0,212,207,4,0,8
,City Commissioners,,,,Sheriff,,9
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,9
Omar Sabir,2,135,2,0,142,0,9
Lisa Deeley,,2,0,0,137,0,9
Al Schmidt,,,1,0,1,0,9
Write-In,,,,0,0,0,9
Rochelle Bilal,,,,,0,0,9
Write-In,,,,,,0,9
Total,146,140,3,0,145,0,9
,City Commissioners,,,,Sheriff,,10
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,10
Omar Sabir,5,184,0,0,184,0,10
Lisa Deeley,,2,0,0,185,0,10
Al Schmidt,,,1,0,0,0,10
Write-In,,,,0,0,0,10
Rochelle Bilal,,,,,1,0,10
Write-In,,,,,,0,10
Total,193,191,1,0,190,0,10
,City Commissioners,,,,Sheriff,,11
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,11
Omar Sabir,4,184,1,0,199,0,11
Lisa Deeley,,1,0,0,185,0,11
Al Schmidt,,,1,0,1,0,11
Write-In,,,,0,0,0,11
Rochelle Bilal,,,,,0,0,11
Write-In,,,,,,0,11
Total,205,188,2,0,202,0,11
,City Commissioners,,,,Sheriff,,12
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,12
Omar Sabir,4,256,1,0,271,0,12
Lisa Deeley,,1,3,0,259,0,12
Al Schmidt,,,4,0,4,0,12
Write-In,,,,0,0,0,12
Rochelle Bilal,,,,,0,0,12
Write-In,,,,,,0,12
Total,278,263,8,0,277,0,12
,Sheriff,,City Commissioners,,,,13
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,13
Rochelle Bilal,2,0,139,132,7,0,13
Write-In,,0,0,0,0,0,13
Omar Sabir,,,4,127,2,0,13
Lisa Deeley,,,,2,4,0,13
Al Schmidt,,,,,2,0,13
Write-In,,,,,,0,13
Total,150,0,146,137,9,0,13
,City Commissioners,,,,Sheriff,,14
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,14
Omar Sabir,7,195,2,0,233,0,14
Lisa Deeley,,2,1,0,196,0,14
Al Schmidt,,,7,0,5,0,14
Write-In,,,,0,0,0,14
Rochelle Bilal,,,,,3,0,14
Write-In,,,,,,0,14
Total,242,200,12,0,241,0,14
,Sheriff,,City Commissioners,,,,15
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,15
Rochelle Bilal,2,0,204,188,5,0,15
Write-In,,0,0,0,0,0,15
Omar Sabir,,,4,185,4,0,15
Lisa Deeley,,,,3,1,0,15
Al Schmidt,,,,,4,0,15
Write-In,,,,,,0,15
Total,212,0,211,194,9,0,15
,Sheriff,,City Commissioners,,,,16
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,16
Rochelle Bilal,0,0,99,95,1,0,16
Write-In,,0,0,0,0,0,16
Omar Sabir,,,3,91,0,0,16
Lisa Deeley,,,,2,1,0,16
Al Schmidt,,,,,0,0,16
Write-In,,,,,,0,16
Total,103,0,102,97,1,0,16
,Sheriff,,City Commissioners,,,,17
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,17
Rochelle Bilal,4,0,162,156,4,0,17
Write-In,,0,0,0,0,0,17
Omar Sabir,,,4,151,2,0,17
Lisa Deeley,,,,0,4,0,17
Al Schmidt,,,,,10,0,17
Write-In,,,,,,0,17
Total,171,0,166,158,16,0,17
,Sheriff,,City Commissioners,,,,18
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,18
Rochelle Bilal,2,0,179,171,1,0,18
Write-In,,0,0,0,0,0,18
Omar Sabir,,,4,168,0,0,18
Lisa Deeley,,,,0,0,0,18
Al Schmidt,,,,,5,0,18
Write-In,,,,,,0,18
Total,186,0,184,172,6,0,18
,Sheriff,,City Commissioners,,,,19
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,19
Rochelle Bilal,4,0,238,232,2,0,19
Write-In,,0,0,0,0,0,19
Omar Sabir,,,8,219,0,0,19
Lisa Deeley,,,,1,1,0,19
Al Schmidt,,,,,5,0,19
Write-In,,,,,,0,19
Total,259,0,249,236,7,0,19
,Sheriff,,City Commissioners,,,,20
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,20
Rochelle Bilal,6,0,176,175,11,0,20
Write-In,,0,0,0,0,0,20
Omar Sabir,,,5,168,2,0,20
Lisa Deeley,,,,1,8,0,20
Al Schmidt,,,,,6,0,20
Write-In,,,,,,0,20
Total,198,0,188,183,19,0,20
,Sheriff,,City Commissioners,,,,21
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,21
Rochelle Bilal,5,0,230,219,7,0,21
Write-In,,0,0,0,0,0,21
Omar Sabir,,,6,218,0,0,21
Lisa Deeley,,,,1,10,0,21
Al Schmidt,,,,,8,0,21
Write-In,,,,,,0,21
Total,244,0,243,231,19,0,21
,Sheriff,,City Commissioners,,,,22
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,22
Rochelle Bilal,4,0,179,176,7,0,22
Write-In,,0,0,0,0,0,22
Omar Sabir,,,4,170,4,0,22
Lisa Deeley,,,,3,2,0,22
Al Schmidt,,,,,11,0,22
Write-In,,,,,,0,22
Total,192,0,184,181,19,0,22
,Sheriff,,City Commissioners,,,,23
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,23
Rochelle Bilal,4,0,192,177,25,1,23
Write-In,,1,0,0,0,0,23
Lisa Deeley,,,8,165,21,1,23
Omar Sabir,,,,3,4,0,23
Al Schmidt,,,,,40,0,23
Write-In,,,,,,0,23
Total,215,1,206,184,69,1,23
,Sheriff,,City Commissioners,,,,24
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,24
Rochelle Bilal,1,0,240,242,2,0,24
Write-In,,0,0,0,0,0,24
Lisa Deeley,,,2,236,4,0,24
Omar Sabir,,,,2,1,0,24
Al Schmidt,,,,,8,0,24
Write-In,,,,,,0,24
Total,250,0,247,247,14,0,24
,Sheriff,,City Commissioners,,,,25
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,25
Rochelle Bilal,4,0,166,154,6,0,25
Write-In,,1,0,0,0,0,25
Omar Sabir,,,0,151,4,0,25
Lisa Deeley,,,,1,5,0,25
Al Schmidt,,,,,10,0,25
Write-In,,,,,,0,25
Total,177,1,170,161,20,0,25
,Sheriff,,City Commissioners,,,,26
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,26
Rochelle Bilal,2,0,101,99,2,0,26
Write-In,,0,0,0,0,0,26
Omar Sabir,,,1,96,1,0,26
Lisa Deeley,,,,0,2,0,26
Al Schmidt,,,,,1,0,26
Write-In,,,,,,0,26
Total,106,0,102,100,4,0,26
,City Commissioners,,,,Sheriff,,27
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,27
Omar Sabir,3,160,2,0,167,0,27
Lisa Deeley,,1,3,0,160,0,27
Al Schmidt,,,3,0,4,0,27
Write-In,,,,0,0,0,27
Rochelle Bilal,,,,,1,0,27
Write-In,,,,,,0,27
Total,173,165,8,0,171,0,27
,Sheriff,,City Commissioners,,,,28
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,28
Rochelle Bilal,2,0,206,196,3,0,28
Write-In,,0,0,0,0,0,28
Omar Sabir,,,0,193,1,0,28
Lisa Deeley,,,,1,1,0,28
Al Schmidt,,,,,11,0,28
Write-In,,,,,,0,28
Total,213,0,207,198,14,0,28
,Sheriff,,City Commissioners,,,,29
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,29
Rochelle Bilal,5,0,200,190,6,0,29
Write-In,,0,0,0,0,0,29
Omar Sabir,,,1,185,4,0,29
Lisa Deeley,,,,1,3,0,29
Al Schmidt,,,,,6,0,29
Write-In,,,,,,0,29
Total,213,0,204,193,15,0,29
,Sheriff,,City Commissioners,,,,30
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,30
Rochelle Bilal,0,0,236,228,3,0,30
Write-In,,0,0,0,0,0,30
Omar Sabir,,,3,223,2,0,30
Lisa Deeley,,,,0,0,0,30
Al Schmidt,,,,,5,0,30
Write-In,,,,,,0,30
Total,242,0,239,228,8,0,30
,Sheriff,,City Commissioners,,,,31
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,31
Rochelle Bilal,3,0,203,195,2,0,31
Write-In,,0,0,0,1,0,31
Omar Sabir,,,3,195,1,0,31
Lisa Deeley,,,,2,1,0,31
Al Schmidt,,,,,10,0,31
Write-In,,,,,,0,31
Total,211,1,210,202,14,0,31
,Sheriff,,City Commissioners,,,,32
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,32
Rochelle Bilal,3,0,139,142,2,0,32
Write-In,,0,0,0,0,0,32
Lisa Deeley,,,4,136,0,0,32
Omar Sabir,,,,1,1,0,32
Al Schmidt,,,,,5,0,32
Write-In,,,,,,0,32
Total,152,0,146,146,7,0,32
,City Commissioners,,,,Sheriff,,33
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,33
Omar Sabir,8,191,3,0,202,0,33
Lisa Deeley,,3,1,0,192,0,33
Al Schmidt,,,4,0,4,0,33
Write-In,,,,0,0,0,33
Rochelle Bilal,,,,,1,0,33
Write-In,,,,,,0,33
Total,215,200,8,0,209,0,33
,City Commissioners,,,,Sheriff,,34
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Rochelle Bilal,Write-In,34
Lisa Deeley,1,193,13,0,193,0,34
Omar Sabir,,3,2,0,192,0,34
Al Schmidt,,,29,0,14,0,34
Write-In,,,,0,0,0,34
Rochelle Bilal,,,,,3,0,34
Write-In,,,,,,0,34
Total,210,208,46,0,210,0,34
,City Commissioners,,,,Sheriff,,35
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,35
Omar Sabir,3,117,2,0,126,0,35
Lisa Deeley,,0,0,0,117,0,35
Al Schmidt,,,3,0,2,0,35
Write-In,,,,0,0,0,35
Rochelle Bilal,,,,,1,0,35
Write-In,,,,,,0,35
Total,130,118,5,0,128,0,35
,City Commissioners,,,,Sheriff,,36
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Rochelle Bilal,Write-In,36
Omar Sabir,0,139,0,0,142,0,36
Lisa Deeley,,0,0,0,139,0,36
Al Schmidt,,,3,0,0,0,36
Write-In,,,,0,0,0,36
Rochelle Bilal,,,,,0,0,36
Write-In,,,,,,0,36
Total,142,139,3,0,142,0,36
,Sheriff,,City Commissioners,,,,37
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,37
Rochelle Bilal,3,0,152,148,1,0,37
Write-In,,0,0,0,0,0,37
Omar Sabir,,,1,147,1,0,37
Lisa Deeley,,,,1,1,0,37
Al Schmidt,,,,,6,0,37
Write-In,,,,,,0,37
Total,157,0,155,150,8,0,37
,City Commissioners,,,,Sheriff,,38
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Rochelle Bilal,Write-In,38
Lisa Deeley,2,91,1,0,93,0,38
Omar Sabir,,1,1,0,93,0,38
Al Schmidt,,,1,0,1,0,38
Write-In,,,,0,0,0,38
Rochelle Bilal,,,,,1,0,38
Write-In,,,,,,0,38
Total,98,96,3,0,98,0,38
,Sheriff,,City Commissioners,,,,39
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,39
Rochelle Bilal,2,0,180,176,3,0,39
Write-In,,0,0,0,0,0,39
Omar Sabir,,,3,174,1,0,39
Lisa Deeley,,,,2,2,0,39
Al Schmidt,,,,,6,0,39
Write-In,,,,,,0,39
Total,186,0,185,180,9,0,39
,Sheriff,,City Commissioners,,,,40
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,40
Rochelle Bilal,1,0,176,161,4,0,40
Write-In,,0,0,0,0,0,40
Omar Sabir,,,3,158,3,0,40
Lisa Deeley,,,,3,1,0,40
Al Schmidt,,,,,6,0,40
Write-In,,,,,,0,40
Total,182,0,181,166,10,0,40
,Sheriff,,City Commissioners,,,,41
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,41
Rochelle Bilal,3,0,230,216,11,0,41
