col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 10th District,,,Register Of Wills,,All
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,All
Brian O'Neill,"2,553",0,0,645,4,All
Judy Moore,,427,0,"2,058",3,All
Write-In,,,0,0,0,All
Tracey Gordon,,,,54,0,All
Write-In,,,,,1,All
Total,"3,202","2,488",0,"2,757",8,All
,District Council 10th District,,,Register Of Wills,,1
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,1
Brian O'Neill,101,0,0,39,0,1
Judy Moore,,29,0,89,0,1
Write-In,,,0,0,0,1
Tracey Gordon,,,,0,0,1
Write-In,,,,,0,1
Total,140,118,0,128,0,1
,District Council 10th District,,,Register Of Wills,,2
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,2
Brian O'Neill,120,0,0,26,1,2
Judy Moore,,12,0,67,0,2
Write-In,,,0,0,0,2
Tracey Gordon,,,,3,0,2
Write-In,,,,,0,2
Total,147,79,0,96,1,2
,District Council 10th District,,,Register Of Wills,,3
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,3
Brian O'Neill,148,0,0,36,1,3
Judy Moore,,28,0,87,0,3
Write-In,,,0,0,0,3
Tracey Gordon,,,,2,0,3
Write-In,,,,,1,3
Total,185,115,0,125,2,3
,District Council 10th District,,,Register Of Wills,,4
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,4
Brian O'Neill,134,0,0,39,0,4
Judy Moore,,19,0,102,0,4
Write-In,,,0,0,0,4
Tracey Gordon,,,,2,0,4
Write-In,,,,,0,4
Total,173,121,0,143,0,4
,District Council 10th District,,,Register Of Wills,,5
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,5
Brian O'Neill,92,0,0,32,0,5
Judy Moore,,11,0,75,0,5
Write-In,,,0,0,0,5
Tracey Gordon,,,,0,0,5
Write-In,,,,,0,5
Total,124,86,0,107,0,5
,Register Of Wills,,District Council 10th District,,,6
,Tracey Gordon,Write-In,Judy Moore,Brian O'Neill,Write-In,6
Tracey Gordon,4,0,88,19,0,6
Write-In,,0,0,0,0,6
Judy Moore,,,16,0,0,6
Brian O'Neill,,,,74,0,6
Write-In,,,,,0,6
Total,111,0,104,93,0,6
,Register Of Wills,,District Council 10th District,,,7
,Tracey Gordon,Write-In,Judy Moore,Brian O'Neill,Write-In,7
Tracey Gordon,4,0,68,3,0,7
Write-In,,0,0,0,0,7
Judy Moore,,,6,0,0,7
Brian O'Neill,,,,50,0,7
Write-In,,,,,0,7
Total,75,0,74,53,0,7
,District Council 10th District,,,Register Of Wills,,8
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,8
Brian O'Neill,110,0,0,26,0,8
Judy Moore,,23,0,92,2,8
Write-In,,,0,0,0,8
Tracey Gordon,,,,1,0,8
Write-In,,,,,0,8
Total,136,117,0,119,2,8
,District Council 10th District,,,Register Of Wills,,9
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,9
Brian O'Neill,120,0,0,33,0,9
Judy Moore,,12,0,84,0,9
Write-In,,,0,0,0,9
Tracey Gordon,,,,3,0,9
Write-In,,,,,0,9
Total,153,96,0,120,0,9
,District Council 10th District,,,Register Of Wills,,10
,Brian O'Neill,Judy Moore,Write-In,Tracey Gordon,Write-In,10
Brian O'Neill,141,0,0,34,0,10
Judy Moore,,17,0,80,0,10
Write-In,,,0,0,0,10
Tracey Gordon,,,,3,0,10
Write-In,,,,,0,10
Total,175,97,0,117,0,10
,Register Of Wills,,District Council 10th District,,,11
