col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Council 10th District,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Brian O'Neill,Judy Moore,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Brian O'Neill,"12,252",0,0,"2,744","2,579","2,739","2,500","2,374","2,476","2,228",60,All
Judy Moore,,"2,012",0,"10,194","10,239","9,919","9,884","9,908","9,754","9,675",7,All
Write-In,,,11,3,3,3,3,3,3,3,1,All
Jennifer Schultz,,,,26,"12,169","11,882","11,839","11,828","11,885","11,615",3,All
Tiffany Palmer,,,,,36,"11,940","11,938","11,898","11,750","11,653",5,All
James C Crumlish,,,,,,26,"11,973","11,690","11,781","11,340",4,All
Anthony Kyriakakis,,,,,,,18,"11,629","11,676","11,280",5,All
Carmella Jacquinto,,,,,,,,27,"11,614","11,465",5,All
Joshua Roberts,,,,,,,,,20,"11,344",4,All
Crystal B Powell,,,,,,,,,,9,2,All
Write-In,,,,,,,,,,,1,All
Total,"16,116","13,196",15,"13,152","13,056","12,866","12,575","12,471","12,407","12,074",71,All
