col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Register Of Wills,,District Council 4th District,,,,All
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,All
Tracey Gordon,137,0,"7,145",293,36,1,All
Write-In,,0,5,1,1,0,All
Curtis Jones Jr,,,360,3,0,0,All
Karla Cruel,,,,75,0,0,All
Matt Baltsar,,,,,26,0,All
Write-In,,,,,,1,All
Total,"7,694",7,"7,595",372,63,2,All
,Register Of Wills,,District Council 4th District,,,,1
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,1
Tracey Gordon,2,0,102,2,3,0,1
Write-In,,0,0,0,0,0,1
Curtis Jones Jr,,,3,0,0,0,1
Karla Cruel,,,,2,0,0,1
Matt Baltsar,,,,,0,0,1
Write-In,,,,,,1,1
Total,109,0,105,4,3,1,1
,District Council 4th District,,,,Register Of Wills,,2
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Tracey Gordon,Write-In,2
Curtis Jones Jr,8,0,0,0,84,0,2
Karla Cruel,,0,0,0,2,0,2
Matt Baltsar,,,0,0,0,0,2
Write-In,,,,0,0,0,2
Tracey Gordon,,,,,0,0,2
Write-In,,,,,,0,2
Total,92,2,0,0,86,0,2
,Register Of Wills,,District Council 4th District,,,,3
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,3
Tracey Gordon,3,0,112,2,1,0,3
Write-In,,0,0,0,0,0,3
Curtis Jones Jr,,,3,0,0,0,3
Karla Cruel,,,,1,0,0,3
Matt Baltsar,,,,,0,0,3
Write-In,,,,,,0,3
Total,118,0,115,3,1,0,3
,Register Of Wills,,District Council 4th District,,,,4
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,4
Tracey Gordon,1,0,161,3,0,0,4
Write-In,,0,0,0,0,0,4
Curtis Jones Jr,,,2,0,0,0,4
Karla Cruel,,,,0,0,0,4
Matt Baltsar,,,,,0,0,4
Write-In,,,,,,0,4
Total,165,0,163,3,0,0,4
,District Council 4th District,,,,Register Of Wills,,5
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Tracey Gordon,Write-In,5
Curtis Jones Jr,4,0,0,0,120,0,5
Karla Cruel,,1,0,0,3,0,5
Matt Baltsar,,,0,0,0,0,5
Write-In,,,,0,0,0,5
Tracey Gordon,,,,,0,0,5
Write-In,,,,,,0,5
Total,124,4,0,0,123,0,5
,Register Of Wills,,District Council 4th District,,,,6
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,6
Tracey Gordon,10,0,187,5,2,0,6
Write-In,,0,0,0,0,0,6
Curtis Jones Jr,,,7,0,0,0,6
Karla Cruel,,,,2,0,0,6
Matt Baltsar,,,,,1,0,6
Write-In,,,,,,0,6
Total,204,0,194,7,3,0,6
,Register Of Wills,,District Council 4th District,,,,7
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,7
Tracey Gordon,6,0,188,6,2,0,7
Write-In,,0,0,0,0,0,7
Curtis Jones Jr,,,6,0,0,0,7
Karla Cruel,,,,0,0,0,7
Matt Baltsar,,,,,0,0,7
Write-In,,,,,,0,7
Total,202,0,194,6,2,0,7
,Register Of Wills,,District Council 4th District,,,,8
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,8
Tracey Gordon,2,0,209,3,2,0,8
