col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Tiffany Palmer,3,"3,089","3,067","2,960","2,912","2,854","2,747",2,"2,758","2,335","2,337","2,213","1,875","1,436","1,189",228,78,101,100,82,274,191,115,76,47,7,All
Jennifer Schultz,,0,"3,012","2,898","2,910","2,850","2,732",2,"2,689","2,276","2,297","2,155","1,843","1,385","1,161",213,80,96,98,76,261,182,103,73,49,3,All
Anthony Kyriakakis,,,2,"2,945","2,855","2,829","2,674",2,"2,666","2,272","2,270","2,174","1,863","1,368","1,132",211,77,93,99,77,252,179,102,77,42,5,All
James C Crumlish,,,,0,"2,837","2,827","2,664",1,"2,555","2,216","2,218","2,142","1,841","1,250","1,026",204,79,101,101,84,234,165,103,72,42,5,All
Carmella Jacquinto,,,,,3,"2,817","2,698",2,"2,528","2,194","2,209","2,122","1,805","1,227","1,013",197,67,86,88,67,229,169,101,65,46,5,All
Joshua Roberts,,,,,,0,"2,651",1,"2,464","2,162","2,169","2,094","1,791","1,165",970,188,68,86,85,70,219,154,92,61,43,3,All
Crystal B Powell,,,,,,,2,1,"2,362","2,101","2,100","2,001","1,737","1,094",931,187,65,78,74,68,203,138,86,53,48,5,All
Write-In,,,,,,,,0,1,3,1,2,1,1,0,0,1,1,0,1,2,0,0,1,1,1,All
Helen Gym,,,,,,,,,4,"2,214","2,203","2,064","1,825","1,291","1,051",155,20,44,42,30,212,167,70,45,26,5,All
Isaiah Thomas,,,,,,,,,,5,"1,994","1,891","1,627",854,707,82,16,26,20,13,99,62,48,20,15,4,All
Katherine Gilmore Richardson,,,,,,,,,,,3,"1,891","1,596",835,665,57,23,28,42,20,104,75,43,21,22,2,All
Derek S Green,,,,,,,,,,,,3,"1,643",689,520,111,12,38,35,23,104,87,51,29,20,2,All
Allan Domb,,,,,,,,,,,,,8,358,242,161,43,72,80,57,70,32,33,34,11,4,All
Kendra Brooks,,,,,,,,,,,,,,2,"1,316",76,13,17,24,10,219,158,64,47,29,4,All
Nicolas O'Rourke,,,,,,,,,,,,,,,0,56,16,8,14,13,159,97,38,34,21,6,All
David Oh,,,,,,,,,,,,,,,,12,398,416,388,399,39,21,32,26,15,2,All
Bill Heeney,,,,,,,,,,,,,,,,,29,389,387,389,15,6,20,11,4,0,All
Al Taubenberger,,,,,,,,,,,,,,,,,,4,399,381,8,8,20,11,3,1,All
Dan Tinney,,,,,,,,,,,,,,,,,,,4,381,11,6,20,5,2,0,All
Matt Wolfe,,,,,,,,,,,,,,,,,,,,2,11,10,21,14,2,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,,,1,74,55,34,45,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,3,25,21,8,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,,,,,8,22,20,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,,0,14,2,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,259","3,164","3,140","3,011","2,976","2,891","2,786",5,"3,001","2,481","2,469","2,350","2,045","1,641","1,362",675,505,503,497,464,338,228,167,101,68,10,All
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Matt Wolfe,Dan Tinney,Al Taubenberger,Bill Heeney,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,1
Tiffany Palmer,0,156,154,150,144,143,139,0,138,126,125,111,94,74,60,7,10,3,2,2,1,7,4,4,3,0,1
