col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 1st District,,,City Commissioners,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,All
Mark F Squilla,343,0,0,"4,461","4,332",422,76,All
Daniel Orsino,,27,0,141,98,616,5,All
Write-In,,,3,11,10,0,1,All
Lisa Deeley,,,,29,"4,207",248,1,All
Omar Sabir,,,,,35,160,7,All
Al Schmidt,,,,,,41,3,All
Write-In,,,,,,,2,All
Total,"5,275",739,17,"4,774","4,606","1,098",86,All
,District Council 1st District,,,City Commissioners,,,,1
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,1
Mark F Squilla,25,0,0,241,227,35,0,1
Daniel Orsino,,3,0,11,5,55,0,1
Write-In,,,0,0,0,0,0,1
Lisa Deeley,,,,2,216,18,0,1
Omar Sabir,,,,,1,9,0,1
Al Schmidt,,,,,,8,0,1
Write-In,,,,,,,0,1
Total,295,65,0,255,234,98,0,1
,District Council 1st District,,,City Commissioners,,,,2
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,2
Mark F Squilla,13,0,0,120,121,11,0,2
Daniel Orsino,,0,0,4,4,21,0,2
Write-In,,,0,0,0,0,0,2
Lisa Deeley,,,,3,115,7,0,2
Omar Sabir,,,,,2,2,0,2
Al Schmidt,,,,,,1,0,2
Write-In,,,,,,,0,2
Total,146,25,0,128,128,33,0,2
,District Council 1st District,,,City Commissioners,,,,3
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,3
Mark F Squilla,9,0,0,130,125,8,0,3
Daniel Orsino,,0,0,7,4,21,0,3
Write-In,,,0,0,1,0,0,3
Lisa Deeley,,,,0,129,10,0,3
Omar Sabir,,,,,1,1,0,3
Al Schmidt,,,,,,2,0,3
Write-In,,,,,,,0,3
Total,147,25,1,145,137,33,0,3
,District Council 1st District,,,City Commissioners,,,,4
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,4
Mark F Squilla,17,0,0,169,160,16,0,4
Daniel Orsino,,0,0,7,6,31,1,4
Write-In,,,0,1,1,0,0,4
Lisa Deeley,,,,1,164,11,0,4
Omar Sabir,,,,,3,2,0,4
Al Schmidt,,,,,,0,1,4
Write-In,,,,,,,0,4
Total,200,37,1,185,176,48,1,4
,District Council 1st District,,,City Commissioners,,,,5
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,5
Mark F Squilla,16,0,0,166,163,17,7,5
Daniel Orsino,,1,0,8,3,22,0,5
Write-In,,,0,0,0,0,0,5
Lisa Deeley,,,,1,155,12,0,5
Omar Sabir,,,,,0,8,3,5
Al Schmidt,,,,,,0,0,5
Write-In,,,,,,,0,5
Total,206,27,0,182,173,41,7,5
,District Council 1st District,,,City Commissioners,,,,6
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,6
Mark F Squilla,9,0,0,179,178,10,1,6
Daniel Orsino,,3,0,2,1,35,0,6
Write-In,,,0,0,0,0,1,6
Lisa Deeley,,,,2,167,6,0,6
Omar Sabir,,,,,1,8,1,6
Al Schmidt,,,,,,1,0,6
Write-In,,,,,,,0,6
Total,205,38,1,190,186,47,2,6
,District Council 1st District,,,City Commissioners,,,,7
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,7
Mark F Squilla,23,0,0,218,213,30,2,7
Daniel Orsino,,1,0,10,7,47,0,7
Write-In,,,0,0,0,0,0,7
Lisa Deeley,,,,1,199,18,0,7
Omar Sabir,,,,,1,19,0,7
Al Schmidt,,,,,,3,0,7
Write-In,,,,,,,1,7
Total,267,53,0,233,226,81,3,7
,District Council 1st District,,,City Commissioners,,,,8
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,8
Mark F Squilla,13,0,0,148,144,7,0,8
Daniel Orsino,,2,0,5,4,19,0,8
Write-In,,,0,0,0,0,0,8
Lisa Deeley,,,,0,142,3,0,8
Omar Sabir,,,,,4,3,0,8
Al Schmidt,,,,,,0,0,8
Write-In,,,,,,,0,8
Total,171,25,0,155,154,26,0,8
,City Commissioners,,,,District Council 1st District,,,10
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Mark F Squilla,Daniel Orsino,Write-In,10
Lisa Deeley,0,186,15,0,189,7,1,10
Omar Sabir,,1,4,0,179,2,1,10
Al Schmidt,,,0,0,16,24,0,10
Write-In,,,,0,0,0,0,10
Mark F Squilla,,,,,12,0,0,10
Daniel Orsino,,,,,,0,0,10
Write-In,,,,,,,2,10
Total,215,200,41,0,215,28,3,10
,District Council 1st District,,,City Commissioners,,,,11
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,11
Mark F Squilla,10,0,0,198,186,17,7,11
Daniel Orsino,,1,0,5,5,25,0,11
Write-In,,,0,0,0,0,0,11
Lisa Deeley,,,,2,181,9,0,11
Omar Sabir,,,,,0,5,0,11
Al Schmidt,,,,,,5,0,11
Write-In,,,,,,,0,11
Total,229,32,0,210,195,48,7,11
,District Council 1st District,,,City Commissioners,,,,12
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,12
Mark F Squilla,13,0,0,199,194,14,3,12
Daniel Orsino,,1,0,3,3,21,0,12
Write-In,,,0,0,0,0,0,12
Lisa Deeley,,,,1,186,7,0,12
Omar Sabir,,,,,2,4,1,12
Al Schmidt,,,,,,0,0,12
Write-In,,,,,,,0,12
Total,233,24,0,208,204,35,3,12
,District Council 1st District,,,City Commissioners,,,,13
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,13
Mark F Squilla,1,0,0,94,94,2,0,13
Daniel Orsino,,1,0,1,0,3,0,13
Write-In,,,0,0,0,0,0,13
Lisa Deeley,,,,0,92,2,0,13
Omar Sabir,,,,,0,1,0,13
Al Schmidt,,,,,,1,0,13
Write-In,,,,,,,0,13
Total,99,4,0,97,96,6,0,13
,District Council 1st District,,,City Commissioners,,,,14
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,14
Mark F Squilla,8,0,0,179,168,11,0,14
Daniel Orsino,,1,0,5,3,22,0,14
Write-In,,,0,0,0,0,0,14
Lisa Deeley,,,,1,174,10,0,14
Omar Sabir,,,,,4,1,0,14
Al Schmidt,,,,,,0,0,14
Write-In,,,,,,,0,14
Total,192,26,0,191,181,33,2,14
,City Commissioners,,,,District Council 1st District,,,15
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Mark F Squilla,Daniel Orsino,Write-In,15
Lisa Deeley,4,214,2,0,211,2,1,15
Omar Sabir,,0,5,1,213,1,1,15
Al Schmidt,,,2,0,5,18,0,15
Write-In,,,,0,1,0,0,15
Mark F Squilla,,,,,6,0,0,15
Daniel Orsino,,,,,,0,0,15
Write-In,,,,,,,0,15
Total,225,223,28,1,225,20,1,15
,District Council 1st District,,,City Commissioners,,,,16
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,16
Mark F Squilla,17,0,0,249,243,19,0,16
Daniel Orsino,,2,0,5,2,13,0,16
Write-In,,,0,1,2,0,0,16
Lisa Deeley,,,,2,233,11,0,16
Omar Sabir,,,,,2,8,0,16
Al Schmidt,,,,,,1,0,16
Write-In,,,,,,,0,16
Total,288,18,2,263,256,34,0,16
,District Council 1st District,,,City Commissioners,,,,17
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,17
Mark F Squilla,18,0,0,203,195,17,0,17
Daniel Orsino,,2,0,7,5,20,0,17
Write-In,,,0,0,0,0,0,17
Lisa Deeley,,,,1,188,11,0,17
Omar Sabir,,,,,3,4,0,17
Al Schmidt,,,,,,5,0,17
Write-In,,,,,,,0,17
Total,243,27,0,217,209,42,0,17
,District Council 1st District,,,City Commissioners,,,,18
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,18
Mark F Squilla,16,0,0,176,171,15,0,18
Daniel Orsino,,0,0,6,3,23,1,18
Write-In,,,0,1,0,0,0,18
Lisa Deeley,,,,2,168,8,0,18
Omar Sabir,,,,,1,3,0,18
Al Schmidt,,,,,,0,1,18
Write-In,,,,,,,0,18
Total,212,26,1,192,182,38,1,18
,District Council 1st District,,,City Commissioners,,,,23
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,23
Mark F Squilla,23,0,0,219,210,21,47,23
Daniel Orsino,,2,0,6,4,27,0,23
Write-In,,,0,0,0,0,0,23
Lisa Deeley,,,,4,198,10,1,23
Omar Sabir,,,,,0,7,0,23
Al Schmidt,,,,,,1,1,23
Write-In,,,,,,,0,23
Total,289,32,0,229,215,50,47,23
,District Council 1st District,,,City Commissioners,,,,24
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,24
Mark F Squilla,18,0,0,218,202,31,3,24
Daniel Orsino,,0,0,7,6,32,0,24
Write-In,,,1,3,2,0,0,24
Lisa Deeley,,,,0,203,17,0,24
Omar Sabir,,,,,1,12,0,24
Al Schmidt,,,,,,1,0,24
Write-In,,,,,,,0,24
Total,258,37,4,236,220,65,3,24
,District Council 1st District,,,City Commissioners,,,,25
,Mark F Squilla,Daniel Orsino,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,25
Mark F Squilla,14,0,0,142,142,11,0,25
Daniel Orsino,,0,0,7,4,4,1,25
Write-In,,,0,2,2,0,0,25
Omar Sabir,,,,1,143,3,0,25
Lisa Deeley,,,,,0,5,0,25
Al Schmidt,,,,,,1,0,25
Write-In,,,,,,,0,25
Total,169,10,2,155,151,16,1,25
,District Council 1st District,,,City Commissioners,,,,26
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,26
Mark F Squilla,10,0,0,202,201,18,0,26
Daniel Orsino,,1,0,5,2,15,0,26
Write-In,,,0,0,0,0,0,26
Lisa Deeley,,,,0,194,8,0,26
Omar Sabir,,,,,3,8,0,26
Al Schmidt,,,,,,0,0,26
Write-In,,,,,,,1,26
Total,229,20,0,212,211,33,1,26
,District Council 1st District,,,City Commissioners,,,,27
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,27
Mark F Squilla,21,0,0,215,199,38,4,27
Daniel Orsino,,0,0,9,9,38,2,27
Write-In,,,0,0,0,0,0,27
Lisa Deeley,,,,0,188,24,0,27
Omar Sabir,,,,,0,17,0,27
Al Schmidt,,,,,,1,0,27
Write-In,,,,,,,0,27
Total,264,43,0,228,212,77,6,27
,District Council 1st District,,,City Commissioners,,,,28
