col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Al Taubenberger,Dan Tinney,Matt Wolfe,Joe Cox,Bill Heeney,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Tiffany Palmer,7,"6,107","6,060","5,967","5,950","5,856","5,700",14,"5,622","5,198","5,106","4,938","4,492","2,437","1,912",417,285,141,117,76,167,53,105,76,57,11,All
Anthony Kyriakakis,,2,"5,885","5,761","5,905","5,763","5,424",8,"5,321","4,933","4,812","4,713","4,333","2,187","1,727",368,258,137,114,69,151,45,91,60,50,6,All
Jennifer Schultz,,,4,"5,862","5,774","5,789","5,531",9,"5,280","4,894","4,837","4,694","4,279","2,143","1,710",375,257,121,84,69,154,46,97,70,51,5,All
Carmella Jacquinto,,,,5,"5,773","5,784","5,576",10,"5,178","4,881","4,786","4,687","4,266","2,035","1,625",356,235,119,83,64,127,43,98,67,46,9,All
James C Crumlish,,,,,0,"5,766","5,429",7,"5,183","4,860","4,737","4,679","4,302","2,051","1,622",358,229,136,111,68,126,48,88,60,50,4,All
Joshua Roberts,,,,,,1,"5,469",6,"5,077","4,811","4,746","4,619","4,241","1,960","1,564",343,217,109,79,64,121,42,88,64,44,6,All
Crystal B Powell,,,,,,,1,7,"4,883","4,702","4,669","4,542","4,137","1,803","1,442",343,205,106,65,65,120,49,87,67,42,9,All
Write-In,,,,,,,,0,7,4,4,3,6,4,5,2,5,1,0,1,0,0,0,0,1,4,All
Helen Gym,,,,,,,,,4,"4,898","4,775","4,679","4,424","2,041","1,578",327,265,91,72,32,132,20,62,39,30,10,All
Derek S Green,,,,,,,,,,12,"4,712","4,513","4,245","1,474","1,089",280,151,84,34,31,63,14,50,31,21,8,All
Isaiah Thomas,,,,,,,,,,,12,"4,483","4,095","1,385","1,046",226,105,55,24,19,74,21,47,33,15,1,All
Katherine Gilmore Richardson,,,,,,,,,,,,6,"4,043","1,289",939,143,104,45,65,25,40,17,41,26,12,4,All
Allan Domb,,,,,,,,,,,,,12,808,525,260,67,97,85,30,30,21,31,12,15,4,All
Kendra Brooks,,,,,,,,,,,,,,4,"2,226",182,265,51,64,18,144,15,65,55,38,3,All
Nicolas O'Rourke,,,,,,,,,,,,,,,1,114,189,22,15,10,89,8,47,34,22,4,All
David Oh,,,,,,,,,,,,,,,,3,33,215,168,174,29,153,35,19,7,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,3,16,8,4,51,2,21,11,25,5,All
Al Taubenberger,,,,,,,,,,,,,,,,,,1,158,150,2,138,16,4,3,0,All
Dan Tinney,,,,,,,,,,,,,,,,,,,1,151,4,144,12,3,2,0,All
Matt Wolfe,,,,,,,,,,,,,,,,,,,,0,4,147,12,3,3,1,All
Joe Cox,,,,,,,,,,,,,,,,,,,,,0,7,27,56,31,0,All
Bill Heeney,,,,,,,,,,,,,,,,,,,,,,1,10,7,4,1,All
Maj Toure,,,,,,,,,,,,,,,,,,,,,,,3,10,17,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
