col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Register Of Wills,,City Commissioners,,,,All
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,All
Tracey Gordon,107,0,"4,079","3,971",447,12,All
Write-In,,0,3,3,4,2,All
Lisa Deeley,,,47,"3,766",275,1,All
Omar Sabir,,,,44,178,1,All
Al Schmidt,,,,,423,3,All
Write-In,,,,,,2,All
Total,"4,563",7,"4,271","4,134",951,19,All
,Register Of Wills,,City Commissioners,,,,1
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,1
Tracey Gordon,6,0,284,286,32,2,1
Write-In,,0,0,0,0,0,1
Lisa Deeley,,,5,260,16,0,1
Omar Sabir,,,,3,15,0,1
Al Schmidt,,,,,28,1,1
Write-In,,,,,,0,1
Total,324,0,293,292,64,3,1
,Register Of Wills,,City Commissioners,,,,2
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,2
Tracey Gordon,11,0,228,223,41,0,2
Write-In,,0,0,0,1,0,2
Lisa Deeley,,,5,204,23,0,2
Omar Sabir,,,,2,18,0,2
Al Schmidt,,,,,30,0,2
Write-In,,,,,,0,2
Total,269,1,241,233,78,0,2
,Register Of Wills,,City Commissioners,,,,3
,Tracey Gordon,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,3
Tracey Gordon,3,0,247,246,25,0,3
Write-In,,0,1,1,0,1,3
Omar Sabir,,,6,233,12,0,3
Lisa Deeley,,,,1,11,0,3
Al Schmidt,,,,,19,0,3
Write-In,,,,,,0,3
Total,271,2,259,250,47,1,3
,Register Of Wills,,City Commissioners,,,,4
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,4
Tracey Gordon,4,0,172,162,13,0,4
Write-In,,0,0,0,0,0,4
Lisa Deeley,,,0,159,14,0,4
Omar Sabir,,,,0,3,0,4
Al Schmidt,,,,,19,0,4
Write-In,,,,,,0,4
Total,181,0,178,164,36,0,4
,Register Of Wills,,City Commissioners,,,,5
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,5
Tracey Gordon,4,0,190,183,30,0,5
Write-In,,0,0,0,0,0,5
Lisa Deeley,,,1,169,18,0,5
Omar Sabir,,,,0,13,0,5
Al Schmidt,,,,,39,0,5
Write-In,,,,,,0,5
Total,215,0,198,187,74,0,5
,Register Of Wills,,City Commissioners,,,,6
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,6
Tracey Gordon,10,0,367,349,28,0,6
Write-In,,0,0,0,0,0,6
Lisa Deeley,,,11,342,24,0,6
Omar Sabir,,,,7,9,0,6
Al Schmidt,,,,,53,0,6
Write-In,,,,,,0,6
Total,397,0,394,369,88,0,6
,Register Of Wills,,City Commissioners,,,,7
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,7
Tracey Gordon,6,0,248,240,21,0,7
Write-In,,0,0,0,0,0,7
Lisa Deeley,,,1,231,11,0,7
Omar Sabir,,,,2,5,0,7
Al Schmidt,,,,,13,0,7
Write-In,,,,,,0,7
Total,273,0,254,245,36,0,7
,Register Of Wills,,City Commissioners,,,,8
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,8
Tracey Gordon,9,0,192,188,16,0,8
Write-In,,0,0,0,0,0,8
Lisa Deeley,,,2,183,12,0,8
Omar Sabir,,,,1,6,0,8
Al Schmidt,,,,,21,0,8
Write-In,,,,,,1,8
Total,215,0,204,196,42,1,8
,Register Of Wills,,City Commissioners,,,,9
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,9
Tracey Gordon,4,0,202,191,21,0,9
Write-In,,0,1,1,0,0,9
Lisa Deeley,,,2,185,20,0,9
Omar Sabir,,,,4,6,0,9
Al Schmidt,,,,,26,0,9
Write-In,,,,,,0,9
Total,221,1,217,203,54,0,9
,Register Of Wills,,City Commissioners,,,,10
,Tracey Gordon,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,10
Tracey Gordon,5,0,222,217,15,0,10
Write-In,,0,0,0,0,0,10
Omar Sabir,,,2,204,6,0,10
Lisa Deeley,,,,0,9,0,10
Al Schmidt,,,,,5,0,10
Write-In,,,,,,0,10
Total,245,0,227,221,23,0,10
,Register Of Wills,,City Commissioners,,,,11
,Tracey Gordon,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,11
Tracey Gordon,4,0,141,135,7,5,11
Write-In,,0,0,0,0,0,11
Omar Sabir,,,1,132,3,1,11
Lisa Deeley,,,,0,5,0,11
Al Schmidt,,,,,11,0,11
Write-In,,,,,,0,11
Total,154,0,146,140,19,5,11
,Register Of Wills,,City Commissioners,,,,12
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,12
Tracey Gordon,1,0,191,182,31,0,12
Write-In,,0,0,0,1,1,12
Lisa Deeley,,,4,171,19,0,12
Omar Sabir,,,,3,6,0,12
Al Schmidt,,,,,24,1,12
Write-In,,,,,,0,12
Total,216,1,202,190,58,1,12
,Register Of Wills,,City Commissioners,,,,13
,Tracey Gordon,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,13
Tracey Gordon,7,0,183,181,21,0,13
Write-In,,0,0,0,0,0,13
Omar Sabir,,,2,175,14,0,13
Lisa Deeley,,,,0,11,0,13
Al Schmidt,,,,,10,0,13
Write-In,,,,,,0,13
Total,205,0,195,192,36,0,13
,Register Of Wills,,City Commissioners,,,,14
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,14
Tracey Gordon,10,0,201,191,30,3,14
Write-In,,0,0,0,0,0,14
Lisa Deeley,,,2,183,18,0,14
Omar Sabir,,,,2,11,0,14
Al Schmidt,,,,,25,1,14
Write-In,,,,,,1,14
Total,233,0,213,201,59,6,14
,Register Of Wills,,City Commissioners,,,,15
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,15
Tracey Gordon,3,0,158,157,18,0,15
Write-In,,0,0,0,0,0,15
Lisa Deeley,,,1,146,9,0,15
Omar Sabir,,,,2,7,0,15
Al Schmidt,,,,,10,0,15
Write-In,,,,,,0,15
Total,178,0,162,161,31,0,15
,Register Of Wills,,City Commissioners,,,,16
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,16
Tracey Gordon,6,0,219,210,30,1,16
Write-In,,0,0,1,1,0,16
Lisa Deeley,,,1,198,14,0,16
Omar Sabir,,,,3,18,0,16
Al Schmidt,,,,,16,0,16
Write-In,,,,,,0,16
Total,250,1,230,226,51,1,16
,Register Of Wills,,City Commissioners,,,,17
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,17
Tracey Gordon,7,0,215,208,28,1,17
Write-In,,0,0,0,0,0,17
Lisa Deeley,,,6,196,14,1,17
Omar Sabir,,,,1,10,0,17
Al Schmidt,,,,,24,0,17
Write-In,,,,,,0,17
Total,245,0,227,213,56,1,17
,Register Of Wills,,City Commissioners,,,,18
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,18
Tracey Gordon,5,0,239,224,16,0,18
Write-In,,0,1,0,1,0,18
Lisa Deeley,,,2,222,12,0,18
Omar Sabir,,,,0,6,0,18
Al Schmidt,,,,,24,0,18
Write-In,,,,,,0,18
Total,255,1,250,233,44,0,18
,Register Of Wills,,City Commissioners,,,,19
,Tracey Gordon,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,19
Tracey Gordon,2,0,194,184,24,0,19
Write-In,,0,0,0,0,0,19
Lisa Deeley,,,3,173,15,0,19
Omar Sabir,,,,3,10,0,19
Al Schmidt,,,,,26,0,19
Write-In,,,,,,0,19
Total,216,0,205,194,55,0,19
