col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor,,,Register Of Wills,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,All
Jim Kenney,227,0,0,"3,430",2,All
Billy Ciancaglini,,43,0,49,1,All
Write-In,,,3,5,1,All
Tracey Gordon,,,,56,0,All
Write-In,,,,,0,All
Total,"3,659",93,9,"3,540",4,All
,Register Of Wills,,Mayor,,,1
,Tracey Gordon,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,1
Tracey Gordon,3,0,132,3,1,1
Write-In,,0,0,0,0,1
Jim Kenney,,,5,0,0,1
Billy Ciancaglini,,,,4,0,1
Write-In,,,,,0,1
Total,139,0,137,7,1,1
,Mayor,,,Register Of Wills,,2
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,2
Jim Kenney,17,0,0,189,0,2
Billy Ciancaglini,,1,0,2,0,2
Write-In,,,0,0,0,2
Tracey Gordon,,,,3,0,2
Write-In,,,,,0,2
Total,206,3,0,194,0,2
,Mayor,,,Register Of Wills,,3
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,3
Jim Kenney,11,0,0,107,0,3
Billy Ciancaglini,,2,0,2,0,3
Write-In,,,0,0,0,3
Tracey Gordon,,,,5,0,3
Write-In,,,,,0,3
Total,118,4,0,114,0,3
,Mayor,,,Register Of Wills,,4
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,4
Jim Kenney,6,0,0,134,0,4
Billy Ciancaglini,,0,0,4,0,4
Write-In,,,0,0,0,4
Tracey Gordon,,,,1,0,4
Write-In,,,,,0,4
Total,140,4,0,139,0,4
,Mayor,,,Register Of Wills,,5
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,5
Jim Kenney,12,0,0,151,1,5
Billy Ciancaglini,,4,0,1,0,5
Write-In,,,0,0,0,5
Tracey Gordon,,,,3,0,5
Write-In,,,,,0,5
Total,164,5,0,155,1,5
,Register Of Wills,,Mayor,,,6
,Tracey Gordon,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,6
Tracey Gordon,4,0,109,1,0,6
Write-In,,0,0,0,0,6
Jim Kenney,,,4,0,0,6
Billy Ciancaglini,,,,0,0,6
Write-In,,,,,0,6
Total,114,0,113,1,0,6
,Mayor,,,Register Of Wills,,7
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,7
Jim Kenney,12,0,0,134,0,7
Billy Ciancaglini,,1,0,4,0,7
Write-In,,,0,0,0,7
Tracey Gordon,,,,2,0,7
Write-In,,,,,0,7
Total,146,5,0,140,0,7
,Mayor,,,Register Of Wills,,8
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,8
Jim Kenney,8,0,0,151,0,8
Billy Ciancaglini,,0,0,1,0,8
Write-In,,,0,1,0,8
Tracey Gordon,,,,2,0,8
Write-In,,,,,0,8
Total,159,1,1,155,0,8
,Mayor,,,Register Of Wills,,9
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,9
Jim Kenney,29,0,0,293,1,9
Billy Ciancaglini,,6,0,5,0,9
Write-In,,,0,1,0,9
Tracey Gordon,,,,5,0,9
Write-In,,,,,0,9
Total,323,11,1,304,1,9
,Mayor,,,Register Of Wills,,10
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,10
Jim Kenney,7,0,0,138,0,10
Billy Ciancaglini,,1,0,0,0,10
Write-In,,,0,0,1,10
Tracey Gordon,,,,0,0,10
Write-In,,,,,0,10
Total,145,1,1,138,1,10
,Mayor,,,Register Of Wills,,11
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,11
Jim Kenney,5,0,0,163,0,11
Billy Ciancaglini,,1,0,2,0,11
Write-In,,,0,0,0,11
Tracey Gordon,,,,2,0,11
Write-In,,,,,0,11
Total,168,3,0,167,0,11
,Mayor,,,Register Of Wills,,12
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,12
Jim Kenney,19,0,0,145,0,12
Billy Ciancaglini,,2,0,3,0,12
Write-In,,,2,0,0,12
Tracey Gordon,,,,3,0,12
Write-In,,,,,0,12
Total,164,5,2,151,0,12
,Register Of Wills,,Mayor,,,13
,Tracey Gordon,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,13
Tracey Gordon,3,0,128,4,0,13
Write-In,,0,0,0,0,13
Jim Kenney,,,6,0,0,13
Billy Ciancaglini,,,,2,0,13
Write-In,,,,,0,13
Total,135,0,134,6,0,13
,Mayor,,,Register Of Wills,,14
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,14
Jim Kenney,8,0,0,169,0,14
Billy Ciancaglini,,4,0,3,0,14
Write-In,,,0,0,0,14
Tracey Gordon,,,,1,0,14
Write-In,,,,,0,14
Total,177,7,0,173,0,14
,Mayor,,,Register Of Wills,,15
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,15
Jim Kenney,14,0,0,154,0,15
Billy Ciancaglini,,2,0,1,0,15
Write-In,,,1,0,0,15
Tracey Gordon,,,,3,0,15
Write-In,,,,,0,15
Total,168,3,1,158,0,15
,Mayor,,,Register Of Wills,,16
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,16
Jim Kenney,8,0,0,150,0,16
Billy Ciancaglini,,1,0,0,0,16
Write-In,,,0,0,0,16
Tracey Gordon,,,,2,0,16
Write-In,,,,,0,16
Total,158,1,0,152,0,16
,Mayor,,,Register Of Wills,,17
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,17
Jim Kenney,7,0,0,161,0,17
Billy Ciancaglini,,3,0,1,0,17
Write-In,,,0,1,0,17
Tracey Gordon,,,,4,0,17
Write-In,,,,,0,17
Total,168,4,1,167,0,17
,Mayor,,,Register Of Wills,,18
,Jim Kenney,Billy Ciancaglini,Write-In,Tracey Gordon,Write-In,18
