col_1,col_2,col_3,col_4,col_5,col_6,division
,Register Of Wills,,District Council 2nd District,,,All
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Tracey Gordon,301,0,"3,234",467,130,All
Write-In,,1,2,7,0,All
Kenyatta Johnson,,,175,0,0,All
Michael Bradley,,,,348,0,All
Write-In,,,,,15,All
Total,"4,132",10,"3,411",822,145,All
,Register Of Wills,,District Council 2nd District,,,1
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,1
Tracey Gordon,21,0,276,37,5,1
Write-In,,0,0,0,0,1
Kenyatta Johnson,,,10,0,0,1
Michael Bradley,,,,22,0,1
Write-In,,,,,1,1
Total,339,0,286,59,6,1
,Register Of Wills,,District Council 2nd District,,,2
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,2
Tracey Gordon,9,0,195,20,4,2
Write-In,,0,0,0,0,2
Kenyatta Johnson,,,11,0,0,2
Michael Bradley,,,,27,0,2
Write-In,,,,,2,2
Total,228,0,206,47,6,2
,Register Of Wills,,District Council 2nd District,,,3
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,3
Tracey Gordon,15,0,180,24,2,3
Write-In,,0,0,0,0,3
Kenyatta Johnson,,,11,0,0,3
Michael Bradley,,,,14,0,3
Write-In,,,,,0,3
Total,221,0,191,38,2,3
,Register Of Wills,,District Council 2nd District,,,4
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,4
Tracey Gordon,10,0,87,13,7,4
Write-In,,0,2,0,0,4
Kenyatta Johnson,,,8,0,0,4
Michael Bradley,,,,8,0,4
Write-In,,,,,2,4
Total,117,2,97,21,9,4
,Register Of Wills,,District Council 2nd District,,,5
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,5
Tracey Gordon,16,0,157,28,10,5
Write-In,,0,0,0,0,5
Kenyatta Johnson,,,7,0,0,5
Michael Bradley,,,,11,0,5
Write-In,,,,,1,5
Total,211,0,164,39,11,5
,Register Of Wills,,District Council 2nd District,,,6
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,6
Tracey Gordon,22,0,209,35,12,6
Write-In,,0,0,2,0,6
Kenyatta Johnson,,,7,0,0,6
Michael Bradley,,,,9,0,6
Write-In,,,,,2,6
Total,278,2,216,46,14,6
,Register Of Wills,,District Council 2nd District,,,7
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,7
Tracey Gordon,26,0,294,34,1,7
Write-In,,0,0,2,0,7
Kenyatta Johnson,,,11,0,0,7
Michael Bradley,,,,34,0,7
Write-In,,,,,1,7
Total,355,2,305,70,2,7
,Register Of Wills,,District Council 2nd District,,,8
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,8
Tracey Gordon,21,0,213,24,5,8
Write-In,,0,0,0,0,8
Kenyatta Johnson,,,14,0,0,8
Michael Bradley,,,,30,0,8
Write-In,,,,,0,8
Total,263,0,227,54,5,8
,Register Of Wills,,District Council 2nd District,,,9
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,9
Tracey Gordon,22,0,191,23,23,9
Write-In,,1,0,0,0,9
Kenyatta Johnson,,,14,0,0,9
Michael Bradley,,,,20,0,9
Write-In,,,,,1,9
Total,259,1,205,43,24,9
,Register Of Wills,,District Council 2nd District,,,10
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,10
Tracey Gordon,14,0,138,26,9,10
Write-In,,0,0,0,0,10
Kenyatta Johnson,,,14,0,0,10
Michael Bradley,,,,16,0,10
Write-In,,,,,0,10
Total,187,0,152,42,9,10
,Register Of Wills,,District Council 2nd District,,,11
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,11
Tracey Gordon,11,0,145,20,10,11
Write-In,,0,0,0,0,11
Kenyatta Johnson,,,5,0,0,11
Michael Bradley,,,,15,0,11
Write-In,,,,,0,11
Total,186,0,150,35,10,11
,Register Of Wills,,District Council 2nd District,,,12
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,12
Tracey Gordon,13,0,163,21,10,12
Write-In,,0,0,0,0,12
Kenyatta Johnson,,,6,0,0,12
Michael Bradley,,,,18,0,12
Write-In,,,,,2,12
Total,207,0,169,39,12,12
,Register Of Wills,,District Council 2nd District,,,13
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,13
Tracey Gordon,14,0,179,32,6,13
Write-In,,0,0,0,0,13
Kenyatta Johnson,,,12,0,0,13
Michael Bradley,,,,16,0,13
Write-In,,,,,0,13
Total,231,0,191,48,6,13
,Register Of Wills,,District Council 2nd District,,,14
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,14
Tracey Gordon,21,0,173,29,7,14
Write-In,,0,0,0,0,14
Kenyatta Johnson,,,10,0,0,14
Michael Bradley,,,,12,0,14
Write-In,,,,,0,14
Total,230,0,183,41,7,14
,Register Of Wills,,District Council 2nd District,,,15
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,15
Tracey Gordon,19,0,174,22,6,15
Write-In,,0,0,1,0,15
Kenyatta Johnson,,,11,0,0,15
Michael Bradley,,,,8,0,15
Write-In,,,,,1,15
Total,221,1,185,31,7,15
,Register Of Wills,,District Council 2nd District,,,16
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,16
Tracey Gordon,24,0,190,47,3,16
Write-In,,0,0,2,0,16
Kenyatta Johnson,,,16,0,0,16
Michael Bradley,,,,39,0,16
Write-In,,,,,0,16
Total,264,2,206,88,3,16
,Register Of Wills,,District Council 2nd District,,,17
,Tracey Gordon,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,17
Tracey Gordon,23,0,270,32,10,17
Write-In,,0,0,0,0,17
Kenyatta Johnson,,,8,0,0,17
Michael Bradley,,,,49,0,17
Write-In,,,,,2,17
