col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court,,,,,,,District Council 1st District,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mark F Squilla,All
Kevin M Dougherty,"1,625","14,255","13,822",662,357,261,409,"18,220",All
Christine Donohue,,221,"15,131","1,378",263,212,563,"14,644",All
David Wecht,,,169,"1,145",155,190,462,"13,952",All
Judy Olson,,,,111,"2,040","1,892",156,"1,938",All
Anne Covey,,,,,48,"1,691",90,950,All
Mike George,,,,,,75,103,834,All
Paul P Panepinto,,,,,,,52,765,All
Mark F Squilla,,,,,,,,268,All
Total,"21,773","17,117","16,299","3,927","2,440","2,345","1,058","21,522",All
