col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 9th District,,,Register Of Wills,,1
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ronald R Donatucci,Ross Feinberg,1
Cherelle Parker,12,0,0,47,2,1
Kevin Strickland,,1,0,2,2,1
Bobbie T Curry,,,0,0,0,1
Ronald R Donatucci,,,,4,0,1
Ross Feinberg,,,,,1,1
Total,61,5,0,53,5,1
,District Council 9th District,,,Register Of Wills,,2
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ronald R Donatucci,Ross Feinberg,2
Cherelle Parker,12,0,0,77,2,2
Kevin Strickland,,0,0,4,6,2
Bobbie T Curry,,,0,0,0,2
Ronald R Donatucci,,,,6,0,2
Ross Feinberg,,,,,1,2
Total,91,10,0,87,9,2
,District Council 9th District,,,Register Of Wills,,3
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ronald R Donatucci,Ross Feinberg,3
Cherelle Parker,8,0,0,58,0,3
Kevin Strickland,,1,0,2,11,3
Bobbie T Curry,,,1,0,2,3
Ronald R Donatucci,,,,4,0,3
Ross Feinberg,,,,,0,3
Total,66,14,3,64,13,3
,District Council 9th District,,,Register Of Wills,,4
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ronald R Donatucci,Ross Feinberg,4
Cherelle Parker,5,0,0,91,5,4
Kevin Strickland,,3,0,2,7,4
Bobbie T Curry,,,0,1,0,4
Ronald R Donatucci,,,,5,0,4
Ross Feinberg,,,,,0,4
Total,101,12,1,99,12,4
,Register Of Wills,,District Council 9th District,,,5
,Ronald R Donatucci,Ross Feinberg,Cherelle Parker,Kevin Strickland,Bobbie T Curry,5
Ronald R Donatucci,7,0,78,3,0,5
Ross Feinberg,,2,0,7,2,5
Cherelle Parker,,,8,0,0,5
Kevin Strickland,,,,0,0,5
Bobbie T Curry,,,,,0,5
Total,88,11,86,10,2,5
,District Council 9th District,,,Register Of Wills,,6
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ronald R Donatucci,Ross Feinberg,6
Cherelle Parker,6,0,0,65,0,6
Kevin Strickland,,2,0,2,9,6
Bobbie T Curry,,,0,0,1,6
Ronald R Donatucci,,,,3,0,6
Ross Feinberg,,,,,0,6
Total,71,13,1,70,10,6
,District Council 9th District,,,Register Of Wills,,7
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ronald R Donatucci,Ross Feinberg,7
Cherelle Parker,6,0,0,60,2,7
Kevin Strickland,,1,0,1,6,7
Bobbie T Curry,,,0,1,2,7
Ronald R Donatucci,,,,3,0,7
Ross Feinberg,,,,,1,7
Total,68,8,3,65,11,7
,Register Of Wills,,District Council 9th District,,,8
