col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District,,,,,All
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,Walter F Vogler Jr,Calvin R Tucker,Lewis Harris Jr,Adam A Lang,Vahan H Gureghian,All
Mitt Romney,615,0,0,0,"1,160","1,030",778,505,496,All
Ron Paul,,265,0,0,189,175,150,204,144,All
Newt Gingrich,,,120,0,196,237,176,90,65,All
Rick Santorum,,,,138,151,150,131,132,101,All
Walter F Vogler Jr,,,,,18,987,699,439,497,All
Calvin R Tucker,,,,,,42,715,354,405,All
Lewis Harris Jr,,,,,,,34,355,189,All
Adam A Lang,,,,,,,,8,339,All
Vahan H Gureghian,,,,,,,,,3,All
Total,"2,450",687,511,437,"1,754","1,677","1,308",969,831,All
