col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 186th District - Democrat,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Jerry T Jordan,Andrew P Toy,Raye E Johnson,Joseph C Meade,Michelle W Singer,Heather Steinmiller,Eleanor M Dezzi,Nancy Astor Fox,William S Leopold,Jordan A Harris,Damon K Roberts,Timothy Hannah,All
Kenyatta J Johnson,24,"1,560","1,432","1,323","1,323","1,020",931,918,917,908,897,878,876,878,875,869,851,"2,279",470,86,All
Blondell Reynolds Brown,,0,"1,374","1,292","1,283",973,910,880,896,883,859,865,852,853,852,827,834,"1,194",336,65,All
Cindy Bass,,,0,"1,290","1,280",913,866,855,863,876,850,851,835,850,846,818,828,"1,088",309,58,All
Mark Alan Aronchick,,,,0,"1,231",852,833,842,826,845,824,831,799,820,819,794,815,"1,008",283,51,All
Jacquelyn Manns Smalley,,,,,2,846,830,828,827,831,818,819,808,827,815,799,809,998,291,49,All
Vincent J Hughes,,,,,,1,894,878,881,885,851,870,839,849,845,820,832,758,236,38,All
Jerome W Mondesire,,,,,,,0,857,851,856,836,854,809,825,823,796,815,688,210,36,All
Stephen A Cozen,,,,,,,,0,844,876,854,857,814,832,829,820,831,687,208,32,All
Jerry T Jordan,,,,,,,,,0,847,853,844,824,848,840,808,843,679,205,37,All
Andrew P Toy,,,,,,,,,,0,840,856,814,834,837,808,827,674,205,36,All
Raye E Johnson,,,,,,,,,,,1,830,828,844,838,822,833,665,204,35,All
Joseph C Meade,,,,,,,,,,,,0,806,833,830,804,828,649,201,32,All
Michelle W Singer,,,,,,,,,,,,,0,829,819,820,801,645,200,36,All
Heather Steinmiller,,,,,,,,,,,,,,0,854,829,839,638,205,37,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,812,828,642,197,37,All
Nancy Astor Fox,,,,,,,,,,,,,,,,1,796,636,202,37,All
William S Leopold,,,,,,,,,,,,,,,,,1,629,192,28,All
Jordan A Harris,,,,,,,,,,,,,,,,,,491,0,0,All
Damon K Roberts,,,,,,,,,,,,,,,,,,,139,0,All
Timothy Hannah,,,,,,,,,,,,,,,,,,,,29,All
Total,"2,897","1,631","1,485","1,371","1,369","1,063",961,953,948,941,930,909,906,905,902,901,874,"2,852",676,131,All
,Representative In The General Assembly 186th District - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,1
,Jordan A Harris,Damon K Roberts,Timothy Hannah,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Jerry T Jordan,Jerome W Mondesire,Raye E Johnson,Vincent J Hughes,Andrew P Toy,Nancy Astor Fox,Heather Steinmiller,Stephen A Cozen,William S Leopold,Eleanor M Dezzi,Joseph C Meade,Michelle W Singer,1
Jordan A Harris,19,0,0,89,38,37,33,26,27,26,26,26,24,24,23,23,23,21,22,19,1
Damon K Roberts,,3,0,13,11,10,10,10,5,5,5,5,6,5,5,5,5,5,4,5,1
Timothy Hannah,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kenyatta J Johnson,,,,1,47,45,42,36,31,30,30,30,28,29,27,26,28,26,25,24,1
Cindy Bass,,,,,0,43,41,36,29,27,28,29,27,26,26,24,26,26,25,24,1
Blondell Reynolds Brown,,,,,,0,40,35,30,28,27,28,26,26,25,25,26,25,24,24,1
Jacquelyn Manns Smalley,,,,,,,0,35,26,27,25,25,25,26,26,25,27,25,24,24,1
Mark Alan Aronchick,,,,,,,,0,26,25,26,26,26,25,26,24,26,26,25,24,1
Jerry T Jordan,,,,,,,,,0,29,29,28,27,26,27,25,27,26,25,24,1
Jerome W Mondesire,,,,,,,,,,0,28,27,27,26,27,25,27,25,25,23,1
Raye E Johnson,,,,,,,,,,,0,27,27,27,27,25,26,26,25,24,1
Vincent J Hughes,,,,,,,,,,,,0,28,26,26,25,25,25,26,23,1
Andrew P Toy,,,,,,,,,,,,,0,25,26,26,25,25,26,23,1
Nancy Astor Fox,,,,,,,,,,,,,,0,26,24,26,25,23,24,1
Heather Steinmiller,,,,,,,,,,,,,,,0,24,27,26,25,24,1
Stephen A Cozen,,,,,,,,,,,,,,,,0,24,23,25,22,1
William S Leopold,,,,,,,,,,,,,,,,,0,26,24,24,1
Eleanor M Dezzi,,,,,,,,,,,,,,,,,,0,24,24,1
Joseph C Meade,,,,,,,,,,,,,,,,,,,0,22,1
Michelle W Singer,,,,,,,,,,,,,,,,,,,,0,1
Total,111,18,0,103,49,47,43,36,32,31,31,31,30,29,28,28,28,26,26,24,1
,Representative In The General Assembly 186th District - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,2
,Jordan A Harris,Damon K Roberts,Timothy Hannah,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Nancy Astor Fox,Michelle W Singer,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Raye E Johnson,Andrew P Toy,Joseph C Meade,William S Leopold,2
Jordan A Harris,17,0,0,69,30,27,25,25,21,21,20,19,19,18,18,18,18,17,16,16,2
Damon K Roberts,,4,0,6,3,3,1,0,2,0,1,2,1,1,1,0,1,0,0,0,2
Timothy Hannah,,,0,6,3,2,1,1,2,2,1,0,0,0,0,1,0,1,1,0,2
Kenyatta J Johnson,,,,0,34,31,26,26,25,23,22,20,19,18,18,19,18,18,17,16,2
Blondell Reynolds Brown,,,,,0,31,26,25,24,21,19,19,18,17,18,19,17,17,16,15,2
Cindy Bass,,,,,,0,26,26,23,19,18,19,19,18,19,18,17,18,16,16,2
Jacquelyn Manns Smalley,,,,,,,0,24,17,16,16,16,16,16,16,14,15,15,14,14,2
Mark Alan Aronchick,,,,,,,,0,18,17,17,16,17,17,17,16,15,17,15,15,2
Vincent J Hughes,,,,,,,,,0,21,20,18,18,17,18,18,17,18,17,16,2
Jerome W Mondesire,,,,,,,,,,0,20,18,18,16,17,18,18,17,17,16,2
Stephen A Cozen,,,,,,,,,,,0,18,17,17,17,16,17,16,17,16,2
Nancy Astor Fox,,,,,,,,,,,,0,18,18,18,17,17,15,15,16,2
Michelle W Singer,,,,,,,,,,,,,0,18,19,17,18,16,15,16,2
Eleanor M Dezzi,,,,,,,,,,,,,,0,18,16,16,16,14,15,2
Heather Steinmiller,,,,,,,,,,,,,,,0,17,17,16,15,16,2
Jerry T Jordan,,,,,,,,,,,,,,,,0,15,16,14,15,2
Raye E Johnson,,,,,,,,,,,,,,,,,0,15,15,16,2
Andrew P Toy,,,,,,,,,,,,,,,,,,0,15,15,2
Joseph C Meade,,,,,,,,,,,,,,,,,,,0,15,2
William S Leopold,,,,,,,,,,,,,,,,,,,,0,2
Total,87,11,6,81,36,32,27,26,25,23,22,21,20,19,19,19,19,18,17,16,2
,Representative In The General Assembly 186th District - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,3
,Jordan A Harris,Damon K Roberts,Timothy Hannah,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Jerome W Mondesire,Heather Steinmiller,Jerry T Jordan,Joseph C Meade,Raye E Johnson,Stephen A Cozen,William S Leopold,Eleanor M Dezzi,Michelle W Singer,Nancy Astor Fox,3
Jordan A Harris,16,0,0,55,33,27,25,25,21,17,18,17,17,17,17,17,17,17,17,16,3
Damon K Roberts,,5,0,14,13,10,10,9,6,7,6,6,6,6,6,6,6,5,5,6,3
Timothy Hannah,,,7,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
Kenyatta J Johnson,,,,1,45,36,36,36,30,25,27,25,26,25,26,26,25,23,24,23,3
Blondell Reynolds Brown,,,,,0,38,39,36,31,28,29,25,26,27,26,27,25,24,24,23,3
Cindy Bass,,,,,,0,36,36,26,28,27,26,27,27,27,26,26,25,23,25,3
Mark Alan Aronchick,,,,,,,0,34,25,26,26,25,26,25,26,25,25,23,23,23,3
Jacquelyn Manns Smalley,,,,,,,,0,25,27,26,26,27,26,28,26,27,24,23,24,3
Vincent J Hughes,,,,,,,,,0,25,26,24,24,26,24,25,24,24,22,23,3
Andrew P Toy,,,,,,,,,,0,27,24,25,26,25,27,24,24,24,24,3
Jerome W Mondesire,,,,,,,,,,,0,24,25,25,25,27,24,23,24,23,3
Heather Steinmiller,,,,,,,,,,,,0,26,25,26,24,27,25,24,24,3
Jerry T Jordan,,,,,,,,,,,,,0,24,27,26,26,24,24,24,3
Joseph C Meade,,,,,,,,,,,,,,0,24,25,24,23,23,22,3
Raye E Johnson,,,,,,,,,,,,,,,0,25,27,24,23,24,3
Stephen A Cozen,,,,,,,,,,,,,,,,0,24,23,25,23,3
William S Leopold,,,,,,,,,,,,,,,,,0,25,23,24,3
Eleanor M Dezzi,,,,,,,,,,,,,,,,,,0,22,24,3
Michelle W Singer,,,,,,,,,,,,,,,,,,,0,22,3
Nancy Astor Fox,,,,,,,,,,,,,,,,,,,,0,3
Total,76,22,14,74,53,42,40,39,32,29,29,28,28,28,28,28,28,27,27,27,3
,Representative In The General Assembly 186th District - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,4
,Jordan A Harris,Damon K Roberts,Timothy Hannah,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Stephen A Cozen,Vincent J Hughes,Andrew P Toy,Jerome W Mondesire,Eleanor M Dezzi,Joseph C Meade,Raye E Johnson,Jerry T Jordan,Michelle W Singer,Nancy Astor Fox,Heather Steinmiller,William S Leopold,4
Jordan A Harris,11,0,0,64,40,38,34,34,33,33,31,31,29,30,28,28,27,25,25,25,4
Damon K Roberts,,2,0,7,5,4,5,4,2,2,3,3,3,2,4,3,3,4,3,3,4
Timothy Hannah,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
Kenyatta J Johnson,,,,0,45,42,39,38,35,33,34,33,31,32,31,30,30,29,28,28,4
Blondell Reynolds Brown,,,,,0,42,38,37,31,32,32,32,30,31,30,30,29,27,28,28,4
Cindy Bass,,,,,,0,37,37,30,31,31,31,29,30,29,29,28,26,27,27,4
Jacquelyn Manns Smalley,,,,,,,0,35,27,28,29,28,28,28,28,28,28,26,26,26,4
