col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,Diana Irey Vaughan,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
Diana Irey Vaughan,274,"2,169","1,796","1,793","1,110",784,748,All
Christopher M Vogler,,335,"1,497","1,085",586,672,339,All
Marion S Taxin,,,135,980,325,647,178,All
Tom Boggia,,,,186,444,226,364,All
Michael W Untermeyer,,,,,107,328,468,All
Frederick W Anton,,,,,,24,254,All
Dale Kerns,,,,,,,43,All
Total,"4,043","2,944","2,338","2,214","1,383","1,156",973,All
