col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Anthony Hardy Williams,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Sekela Coles,Deborah E Landau,All
Angel L Cruz,205,0,0,89,81,75,74,70,53,48,45,46,44,All
Jonathan Ramos,,49,0,59,66,55,53,53,23,23,23,23,23,All
Anthony Pernell Johnson,,,7,6,5,4,6,4,6,3,5,4,3,All
Anthony Hardy Williams,,,,0,123,119,115,119,71,69,67,70,66,All
Ted Kirsch,,,,,2,125,119,117,64,65,64,66,65,All
Mindy M Posoff,,,,,,0,118,113,62,66,63,64,63,All
Elizabeth A Washo,,,,,,,0,112,62,65,65,64,63,All
Ryan N Boyer,,,,,,,,1,60,63,63,61,63,All
Christine M Tartaglione,,,,,,,,,1,66,67,67,64,All
Kathryn Sylvia Huggins,,,,,,,,,,0,68,69,66,All
Thaddeus Kirkland,,,,,,,,,,,0,66,67,All
Sekela Coles,,,,,,,,,,,,0,65,All
Deborah E Landau,,,,,,,,,,,,,0,All
Total,343,122,16,156,156,136,134,130,84,74,74,73,71,All
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,14
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Anthony Hardy Williams,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,14
Angel L Cruz,12,0,0,6,4,4,4,3,3,2,2,2,2,14
Jonathan Ramos,,5,0,10,10,10,8,8,7,6,6,6,6,14
Anthony Pernell Johnson,,,1,0,0,0,0,0,0,0,0,0,0,14
Ted Kirsch,,,,1,13,13,12,11,7,8,8,8,8,14
Elizabeth A Washo,,,,,0,13,12,11,8,8,8,8,8,14
Mindy M Posoff,,,,,,0,12,11,7,8,8,8,8,14
Ryan N Boyer,,,,,,,0,11,7,8,8,8,8,14
Anthony Hardy Williams,,,,,,,,0,7,7,7,7,7,14
Christine M Tartaglione,,,,,,,,,0,7,7,7,7,14
Deborah E Landau,,,,,,,,,,0,8,8,8,14
Kathryn Sylvia Huggins,,,,,,,,,,,0,8,8,14
Sekela Coles,,,,,,,,,,,,0,8,14
Thaddeus Kirkland,,,,,,,,,,,,,0,14
Total,20,17,1,17,14,14,12,11,10,8,8,8,8,14
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,15
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Sekela Coles,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,15
Angel L Cruz,21,0,0,13,11,9,9,8,9,7,6,5,5,15
Jonathan Ramos,,5,0,9,9,9,8,8,2,2,2,2,2,15
Anthony Pernell Johnson,,,0,1,0,0,0,0,0,0,0,0,0,15
Anthony Hardy Williams,,,,0,17,17,17,16,9,9,8,7,7,15
Ted Kirsch,,,,,1,16,16,14,7,7,6,7,5,15
Ryan N Boyer,,,,,,0,16,15,7,7,7,6,6,15
Mindy M Posoff,,,,,,,0,15,7,7,7,6,6,15
Elizabeth A Washo,,,,,,,,0,7,7,7,5,6,15
Christine M Tartaglione,,,,,,,,,0,9,8,7,7,15
Sekela Coles,,,,,,,,,,0,8,7,7,15
Kathryn Sylvia Huggins,,,,,,,,,,,0,6,7,15
Deborah E Landau,,,,,,,,,,,,0,5,15
Thaddeus Kirkland,,,,,,,,,,,,,0,15
Total,41,16,1,24,22,19,18,16,11,9,8,7,7,15
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,16
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Ryan N Boyer,Elizabeth A Washo,Deborah E Landau,Thaddeus Kirkland,Christine M Tartaglione,Kathryn Sylvia Huggins,Sekela Coles,16
Angel L Cruz,30,0,0,11,9,9,8,8,8,7,5,7,6,16
Jonathan Ramos,,1,0,2,2,2,2,1,0,0,0,0,0,16
Anthony Pernell Johnson,,,0,2,2,2,2,2,1,2,2,1,1,16
Ted Kirsch,,,,0,13,12,12,11,7,7,6,7,7,16
Anthony Hardy Williams,,,,,0,12,12,11,7,7,6,7,7,16
Mindy M Posoff,,,,,,0,11,11,7,7,6,7,7,16
Ryan N Boyer,,,,,,,0,11,7,7,6,7,6,16
Elizabeth A Washo,,,,,,,,0,8,8,6,8,7,16
Deborah E Landau,,,,,,,,,0,9,7,8,7,16
Thaddeus Kirkland,,,,,,,,,,0,8,8,7,16
Christine M Tartaglione,,,,,,,,,,,0,6,6,16
Kathryn Sylvia Huggins,,,,,,,,,,,,0,7,16
Sekela Coles,,,,,,,,,,,,,0,16
Total,45,4,3,16,14,14,13,12,10,10,8,8,7,16
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,17
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Mindy M Posoff,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,17
Angel L Cruz,10,0,0,3,4,4,4,2,2,2,2,2,2,17
Jonathan Ramos,,3,0,5,3,3,3,3,1,1,1,1,1,17
Anthony Pernell Johnson,,,0,1,1,1,1,1,1,1,1,1,1,17
Ted Kirsch,,,,0,6,6,6,6,4,4,4,4,4,17
Anthony Hardy Williams,,,,,0,6,7,6,4,4,4,4,4,17
Elizabeth A Washo,,,,,,0,6,6,4,4,4,4,4,17
Ryan N Boyer,,,,,,,0,6,4,4,4,4,4,17
Mindy M Posoff,,,,,,,,0,4,4,4,4,4,17
Christine M Tartaglione,,,,,,,,,0,4,4,4,4,17
Deborah E Landau,,,,,,,,,,0,4,4,4,17
Kathryn Sylvia Huggins,,,,,,,,,,,0,4,4,17
Sekela Coles,,,,,,,,,,,,0,4,17
Thaddeus Kirkland,,,,,,,,,,,,,0,17
Total,18,8,1,9,8,8,8,6,4,4,4,4,4,17
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,18
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Anthony Hardy Williams,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,18
Angel L Cruz,14,0,0,8,7,7,8,5,5,3,3,3,3,18
Jonathan Ramos,,9,0,6,6,5,4,5,3,3,3,3,3,18
Anthony Pernell Johnson,,,0,0,0,0,0,0,0,0,0,0,0,18
Anthony Hardy Williams,,,,0,12,10,10,10,8,6,6,6,6,18
Ted Kirsch,,,,,0,11,11,10,7,6,6,5,6,18
Elizabeth A Washo,,,,,,0,10,10,6,6,6,5,6,18
Mindy M Posoff,,,,,,,0,9,7,6,6,5,6,18
Ryan N Boyer,,,,,,,,0,6,6,6,5,6,18
Christine M Tartaglione,,,,,,,,,1,6,6,6,6,18
Deborah E Landau,,,,,,,,,,0,6,5,6,18
Kathryn Sylvia Huggins,,,,,,,,,,,0,5,6,18
Sekela Coles,,,,,,,,,,,,0,5,18
Thaddeus Kirkland,,,,,,,,,,,,,0,18
Total,25,15,0,14,13,12,12,10,9,6,6,6,6,18
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,19
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Deborah E Landau,Sekela Coles,19
Angel L Cruz,17,0,0,8,6,6,5,5,4,5,5,4,3,19
Jonathan Ramos,,3,0,4,5,4,4,4,2,2,2,2,2,19
Anthony Pernell Johnson,,,4,1,0,0,0,0,1,0,0,0,0,19
Anthony Hardy Williams,,,,0,8,9,8,8,7,6,6,6,5,19
