col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Andrew P Toy,Joseph C Meade,Raye E Johnson,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Michelle W Singer,Nancy Astor Fox,William S Leopold,Jewel Williams,J P Miranda,Kenneth T Walker Jr,Jamil M Ali,James K Johnson,All
Kenyatta J Johnson,3,773,751,706,705,533,493,485,481,482,484,467,467,467,458,455,455,338,222,229,126,0,All
Blondell Reynolds Brown,,0,714,690,684,520,480,476,466,471,466,458,458,458,442,446,445,307,194,199,113,0,All
Cindy Bass,,,0,682,689,499,455,461,459,465,460,450,451,445,439,440,439,279,202,178,106,0,All
Mark Alan Aronchick,,,,2,668,466,453,455,450,457,444,435,438,439,420,425,436,264,181,172,101,0,All
Jacquelyn Manns Smalley,,,,,1,465,443,448,451,448,448,443,445,435,423,428,431,264,182,166,98,0,All
Vincent J Hughes,,,,,,0,482,478,478,476,464,454,456,454,440,443,445,261,86,117,100,0,All
Jerome W Mondesire,,,,,,,0,466,457,467,445,441,438,434,419,421,433,243,71,110,93,0,All
Stephen A Cozen,,,,,,,,0,466,470,459,446,445,444,423,430,441,231,75,113,92,0,All
Andrew P Toy,,,,,,,,,0,468,451,436,436,444,419,421,439,229,69,109,95,0,All
Joseph C Meade,,,,,,,,,,0,456,448,445,446,428,432,444,227,68,112,91,0,All
Raye E Johnson,,,,,,,,,,,0,462,461,456,444,442,456,222,71,109,93,0,All
Eleanor M Dezzi,,,,,,,,,,,,0,464,445,441,437,449,220,66,107,90,0,All
Heather Steinmiller,,,,,,,,,,,,,0,447,437,439,449,215,65,111,89,0,All
Jerry T Jordan,,,,,,,,,,,,,,0,424,429,446,217,68,106,88,0,All
Michelle W Singer,,,,,,,,,,,,,,,0,445,425,217,59,108,89,0,All
Nancy Astor Fox,,,,,,,,,,,,,,,,0,427,215,65,102,87,0,All
William S Leopold,,,,,,,,,,,,,,,,,0,205,65,107,88,0,All
Jewel Williams,,,,,,,,,,,,,,,,,,342,0,0,0,0,All
J P Miranda,,,,,,,,,,,,,,,,,,,119,0,0,0,All
Kenneth T Walker Jr,,,,,,,,,,,,,,,,,,,,99,0,0,All
Jamil M Ali,,,,,,,,,,,,,,,,,,,,,116,0,All
James K Johnson,,,,,,,,,,,,,,,,,,,,,,0,All
Total,940,833,780,738,727,569,523,515,507,501,500,486,484,483,478,473,468,746,374,362,268,0,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,,1
,Kenyatta J Johnson,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Blondell Reynolds Brown,Joseph C Meade,Stephen A Cozen,Vincent J Hughes,Jerome W Mondesire,Raye E Johnson,Andrew P Toy,Michelle W Singer,Nancy Astor Fox,William S Leopold,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Jewel Williams,J P Miranda,Kenneth T Walker Jr,Jamil M Ali,James K Johnson,1
Kenyatta J Johnson,0,26,25,26,25,15,15,15,13,13,13,13,13,11,11,12,12,13,8,10,3,0,1
Cindy Bass,,0,25,24,24,15,15,16,14,13,12,14,13,12,12,12,11,11,8,6,2,0,1
Mark Alan Aronchick,,,0,24,24,14,14,15,14,12,12,13,13,12,12,12,11,10,9,6,2,0,1
Jacquelyn Manns Smalley,,,,0,24,14,14,13,13,12,13,11,12,10,11,11,12,10,8,6,2,0,1
Blondell Reynolds Brown,,,,,0,14,14,14,13,12,13,12,13,11,11,12,12,11,6,6,2,0,1
Joseph C Meade,,,,,,0,17,16,15,15,14,13,13,12,13,12,13,6,4,5,2,0,1
Stephen A Cozen,,,,,,,0,16,15,15,14,13,13,12,13,12,13,6,4,5,2,0,1
Vincent J Hughes,,,,,,,,0,15,14,13,14,13,13,13,13,12,6,4,5,2,0,1
Jerome W Mondesire,,,,,,,,,0,13,13,12,12,12,13,12,12,4,4,5,2,0,1
Raye E Johnson,,,,,,,,,,0,13,12,12,12,12,11,12,6,3,4,2,0,1
Andrew P Toy,,,,,,,,,,,0,10,11,11,11,11,12,5,3,4,2,0,1
Michelle W Singer,,,,,,,,,,,,0,13,12,12,12,11,6,2,4,2,0,1
Nancy Astor Fox,,,,,,,,,,,,,0,12,12,12,12,6,2,4,2,0,1
William S Leopold,,,,,,,,,,,,,,0,12,12,11,5,3,3,3,0,1
Eleanor M Dezzi,,,,,,,,,,,,,,,0,12,12,4,3,4,2,0,1
Heather Steinmiller,,,,,,,,,,,,,,,,0,12,5,2,4,2,0,1
Jerry T Jordan,,,,,,,,,,,,,,,,,0,5,2,4,2,0,1
Jewel Williams,,,,,,,,,,,,,,,,,,20,0,0,0,0,1
J P Miranda,,,,,,,,,,,,,,,,,,,15,0,0,0,1
Kenneth T Walker Jr,,,,,,,,,,,,,,,,,,,,3,0,0,1
Jamil M Ali,,,,,,,,,,,,,,,,,,,,,3,0,1
James K Johnson,,,,,,,,,,,,,,,,,,,,,,0,1
Total,34,27,27,26,25,17,17,17,15,15,14,14,14,14,13,13,13,33,26,13,7,0,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,,2
