col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In Congress 13th District - Democrat,All
,Ted Kirsch,Ryan N Boyer,Anthony Hardy Williams,Christine M Tartaglione,Mindy M Posoff,Elizabeth A Washo,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,Allyson Y Schwartz,All
Ted Kirsch,49,582,562,487,567,560,461,459,448,439,0,All
Ryan N Boyer,,23,556,478,563,559,468,464,442,431,0,All
Anthony Hardy Williams,,,24,460,547,540,448,447,431,424,0,All
Christine M Tartaglione,,,,58,466,469,482,479,454,444,0,All
Mindy M Posoff,,,,,11,554,456,451,439,430,0,All
Elizabeth A Washo,,,,,,7,465,468,437,424,0,All
Kathryn Sylvia Huggins,,,,,,,2,481,450,445,0,All
Deborah E Landau,,,,,,,,4,448,442,0,All
Thaddeus Kirkland,,,,,,,,,2,433,0,All
Sekela Coles,,,,,,,,,,0,0,All
Allyson Y Schwartz,,,,,,,,,,,47,All
Total,690,655,628,623,612,610,516,515,478,467,47,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In Congress 13th District - Democrat,1
,Anthony Hardy Williams,Ted Kirsch,Christine M Tartaglione,Mindy M Posoff,Kathryn Sylvia Huggins,Deborah E Landau,Ryan N Boyer,Thaddeus Kirkland,Elizabeth A Washo,Sekela Coles,Allyson Y Schwartz,1
Anthony Hardy Williams,5,19,16,17,17,14,15,15,15,14,0,1
Ted Kirsch,,1,15,16,16,16,16,16,16,13,0,1
Christine M Tartaglione,,,1,16,16,14,13,13,12,13,0,1
Mindy M Posoff,,,,0,16,15,15,13,14,13,0,1
Kathryn Sylvia Huggins,,,,,0,15,13,14,12,14,0,1
Deborah E Landau,,,,,,0,13,14,13,13,0,1
Ryan N Boyer,,,,,,,0,13,14,11,0,1
Thaddeus Kirkland,,,,,,,,0,13,12,0,1
Elizabeth A Washo,,,,,,,,,0,11,0,1
Sekela Coles,,,,,,,,,,0,0,1
Allyson Y Schwartz,,,,,,,,,,,0,1
Total,27,23,19,19,18,17,17,17,16,14,0,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In Congress 13th District - Democrat,2
,Anthony Hardy Williams,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Allyson Y Schwartz,2
Anthony Hardy Williams,4,17,16,16,16,13,12,12,12,11,0,2
Ted Kirsch,,2,16,16,16,14,12,12,12,11,0,2
Elizabeth A Washo,,,0,15,16,13,13,13,11,11,0,2
Mindy M Posoff,,,,1,16,12,11,12,12,11,0,2
Ryan N Boyer,,,,,0,12,12,13,12,11,0,2
Christine M Tartaglione,,,,,,2,12,12,11,11,0,2
Deborah E Landau,,,,,,,0,12,11,11,0,2
Kathryn Sylvia Huggins,,,,,,,,0,11,11,0,2
Sekela Coles,,,,,,,,,0,11,0,2
Thaddeus Kirkland,,,,,,,,,,0,0,2
Allyson Y Schwartz,,,,,,,,,,,0,2
Total,21,20,17,17,17,16,13,13,12,11,0,2
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In Congress 13th District - Democrat,4
,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Anthony Hardy Williams,Christine M Tartaglione,Kathryn Sylvia Huggins,Mindy M Posoff,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,Allyson Y Schwartz,4
Ted Kirsch,2,23,23,22,20,18,20,18,18,17,0,4
Ryan N Boyer,,2,22,20,17,18,20,18,17,15,0,4
Elizabeth A Washo,,,1,20,19,19,19,19,17,16,0,4
Anthony Hardy Williams,,,,0,17,15,19,15,16,15,0,4
Christine M Tartaglione,,,,,1,18,15,18,17,16,0,4
Kathryn Sylvia Huggins,,,,,,1,15,19,17,15,0,4
Mindy M Posoff,,,,,,,0,15,14,15,0,4
Deborah E Landau,,,,,,,,0,17,15,0,4
Sekela Coles,,,,,,,,,0,15,0,4
Thaddeus Kirkland,,,,,,,,,,0,0,4
Allyson Y Schwartz,,,,,,,,,,,0,4
Total,28,26,25,22,21,20,20,19,19,17,0,4
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In Congress 13th District - Democrat,5
,Ted Kirsch,Ryan N Boyer,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,Allyson Y Schwartz,5
Ted Kirsch,3,22,22,23,23,18,17,17,16,17,0,5
Ryan N Boyer,,2,21,22,20,17,16,17,16,16,0,5
Anthony Hardy Williams,,,0,22,21,16,15,16,16,16,0,5
Elizabeth A Washo,,,,0,21,17,16,17,16,16,0,5
Mindy M Posoff,,,,,0,16,15,15,15,16,0,5
Christine M Tartaglione,,,,,,1,17,18,17,17,0,5
Kathryn Sylvia Huggins,,,,,,,1,17,16,17,0,5
Deborah E Landau,,,,,,,,0,17,17,0,5
Sekela Coles,,,,,,,,,0,16,0,5
Thaddeus Kirkland,,,,,,,,,,0,0,5
Allyson Y Schwartz,,,,,,,,,,,0,5
Total,28,24,23,23,23,20,19,18,18,18,0,5
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In Congress 13th District - Democrat,6
,Christine M Tartaglione,Elizabeth A Washo,Anthony Hardy Williams,Deborah E Landau,Ted Kirsch,Kathryn Sylvia Huggins,Ryan N Boyer,Mindy M Posoff,Thaddeus Kirkland,Sekela Coles,Allyson Y Schwartz,6
Christine M Tartaglione,2,23,21,24,21,24,21,20,21,20,0,6
Elizabeth A Washo,,1,24,23,23,23,24,23,20,20,0,6
Anthony Hardy Williams,,,1,21,22,21,22,23,20,20,0,6
Deborah E Landau,,,,1,20,24,21,20,20,20,0,6
Ted Kirsch,,,,,1,20,23,22,19,19,0,6
Kathryn Sylvia Huggins,,,,,,0,21,20,20,20,0,6
Ryan N Boyer,,,,,,,0,22,19,19,0,6
Mindy M Posoff,,,,,,,,0,20,20,0,6
Thaddeus Kirkland,,,,,,,,,0,20,0,6
Sekela Coles,,,,,,,,,,0,0,6
Allyson Y Schwartz,,,,,,,,,,,0,6
Total,28,27,25,25,25,24,24,23,21,20,0,6
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In Congress 13th District - Democrat,7
,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Ted Kirsch,Mindy M Posoff,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,Allyson Y Schwartz,7
Anthony Hardy Williams,1,28,29,29,29,25,25,24,23,22,0,7
Elizabeth A Washo,,2,26,25,28,22,25,24,22,21,0,7
Ryan N Boyer,,,2,27,28,21,24,24,22,22,0,7
Ted Kirsch,,,,1,27,23,25,24,24,23,0,7
Mindy M Posoff,,,,,1,23,25,24,23,22,0,7
Christine M Tartaglione,,,,,,3,23,22,23,21,0,7
Kathryn Sylvia Huggins,,,,,,,0,25,23,22,0,7
Deborah E Landau,,,,,,,,0,23,22,0,7
Thaddeus Kirkland,,,,,,,,,0,23,0,7
Sekela Coles,,,,,,,,,,0,0,7
Allyson Y Schwartz,,,,,,,,,,,0,7
Total,35,33,32,32,31,29,28,26,25,23,0,7
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In Congress 13th District - Democrat,8
