col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Ken Powell,Tracy B Roman,Scott Diclaudio,Lyris Younge,Daine Grey Jr,Kai Scott,Jon Marshall,Stephanie M Sawyer,Abbe Fletman,Jennifer Schultz,Leon Goodman,Frances Fattah,Edward William Louden Jr,Mia Roberts Perez,Michael Fanning,Rainy Papademetriou,Thomas Martin,Lynne M Summers,Lucretia Clemons,Rania Major,Deborah Watson Stokes,Leon A King Ii,Vincent N Melchiorre,Vincent Furlong,Brian T Ortelere,Chris Mallios,James F Berardinelli,Sandjai Weaver,Wayne M D Bennett,Anthony Kyriakakis,Shanese Johnson,Sherman Toppin,Marissa Brumbach,Stella Tsai,Jodi Lobel,Vince Giusini,Betsy Wahl,Tangie M Boston,Franklin A Bennett Iii,Joshua Hill,William J Ciancaglini,Starr Marshall Cash,Chris Mccabe,All
Darrell L Clarke,228,382,374,308,298,267,232,202,223,206,206,217,189,160,161,129,105,117,116,98,107,113,110,106,97,92,98,86,87,88,69,86,83,66,78,47,59,58,57,55,47,38,37,36,All
Ken Powell,,7,251,222,224,168,125,124,119,125,87,138,88,108,101,91,50,62,37,39,32,37,51,81,58,59,75,59,34,37,26,36,48,21,21,9,28,19,17,32,26,14,12,18,All
Tracy B Roman,,,4,230,230,162,133,107,117,132,99,130,77,104,107,80,55,52,58,32,45,48,56,80,49,55,74,53,28,38,21,42,29,22,39,10,22,30,26,20,17,13,12,10,All
Scott Diclaudio,,,,10,208,139,102,104,91,110,63,109,42,96,80,79,43,30,31,19,33,11,30,73,37,51,71,49,26,27,15,15,28,8,18,10,20,9,12,18,12,13,5,5,All
Lyris Younge,,,,,7,154,141,93,111,117,61,102,51,91,101,96,50,32,39,24,24,32,41,89,34,38,74,47,24,27,21,23,32,16,20,9,20,12,18,19,16,4,9,18,All
Daine Grey Jr,,,,,,13,138,66,131,157,93,79,72,53,113,89,68,52,54,33,51,47,61,80,47,60,78,60,37,43,30,36,35,27,41,17,29,18,17,20,22,12,12,15,All
Kai Scott,,,,,,,2,42,145,125,67,46,77,22,125,93,37,32,54,40,51,60,55,91,25,10,83,25,34,39,28,40,34,29,39,16,19,30,26,19,18,10,17,18,All
Jon Marshall,,,,,,,,12,25,57,88,108,32,87,13,35,66,62,32,44,34,17,30,6,32,45,6,43,21,25,45,16,22,33,9,33,14,6,13,14,9,9,9,6,All
