col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Allan Domb,Frank Rizzo,Paul Steinke,Helen Gym,Derek S Green,Ed Neilson,William K Greenlee,Thomas Wyatt,Jenne Ayers,Sherrie Cohen,W Wilson Goode Jr,Carla M Cain,Wilson Alexander,Blondell Reynolds Brown,Isaiah Thomas,Marnie Aument Loughrey,Scott Diclaudio,Ken Powell,Vincent N Melchiorre,James F Berardinelli,Tracy B Roman,Vincent Furlong,Anthony Kyriakakis,Abbe Fletman,Michael Fanning,Vince Giusini,Jennifer Schultz,Jon Marshall,Lyris Younge,Chris Mallios,Chris Mccabe,Rainy Papademetriou,Leon Goodman,Lynne M Summers,Mia Roberts Perez,Wayne M D Bennett,William J Ciancaglini,Brian T Ortelere,Kai Scott,Stephanie M Sawyer,Stella Tsai,Edward William Louden Jr,Thomas Martin,Daine Grey Jr,Leon A King Ii,Lucretia Clemons,Deborah Watson Stokes,Jodi Lobel,Joshua Hill,Marissa Brumbach,Franklin A Bennett Iii,Sherman Toppin,Rania Major,Frances Fattah,Sandjai Weaver,Shanese Johnson,Starr Marshall Cash,Betsy Wahl,Tangie M Boston,1
Allan Domb,3,14,18,12,12,14,14,8,5,6,3,5,5,1,2,1,18,13,15,13,13,12,11,8,9,9,8,9,8,7,7,7,5,8,5,7,8,8,4,7,3,4,5,3,5,2,2,4,4,2,3,3,1,2,2,1,2,0,0,1
Frank Rizzo,,1,10,6,8,6,6,6,3,2,6,3,2,2,1,2,13,7,8,6,10,10,8,3,5,9,9,7,4,2,4,3,6,8,4,3,8,3,0,4,4,4,3,3,2,2,2,2,4,2,2,2,1,1,1,1,1,0,0,1
Paul Steinke,,,0,11,7,3,8,6,4,0,2,3,2,2,3,0,5,10,6,7,7,8,8,5,4,6,5,4,2,4,6,5,2,5,5,7,5,4,3,3,4,1,2,3,3,3,3,2,2,2,2,2,2,2,2,0,2,1,0,1
Helen Gym,,,,2,3,6,11,4,3,6,5,1,1,4,2,0,5,7,6,4,5,3,4,9,6,3,3,3,4,5,5,3,2,1,6,3,3,1,7,4,3,1,2,3,1,3,1,1,0,2,1,0,1,0,1,1,1,1,0,1
Derek S Green,,,,,2,5,3,7,5,2,4,1,3,2,2,0,8,9,4,7,7,6,4,6,1,5,7,7,4,3,3,3,5,7,3,5,2,5,3,4,2,3,2,3,3,1,1,3,2,2,2,3,1,2,2,1,2,0,0,1
Ed Neilson,,,,,,1,10,3,0,6,3,0,0,1,2,1,10,7,10,4,7,6,5,5,7,6,5,4,5,3,1,2,2,3,4,2,4,3,2,3,1,3,4,1,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,1
William K Greenlee,,,,,,,0,4,3,7,2,0,0,3,1,1,6,5,10,6,4,7,9,7,7,8,3,1,4,8,5,3,2,1,6,3,5,3,7,3,3,2,2,1,1,3,1,3,1,2,2,0,1,1,1,0,1,0,0,1
Thomas Wyatt,,,,,,,,0,5,2,1,2,5,1,5,1,8,7,6,10,7,6,5,5,3,7,8,3,3,4,5,4,5,3,3,3,3,6,4,3,4,3,3,2,4,3,3,3,2,1,2,1,1,1,1,1,1,0,0,1
