col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Abbe Fletman,Mia Roberts Perez,Rainy Papademetriou,Tracy B Roman,Kai Scott,Scott Diclaudio,Ken Powell,Stella Tsai,Chris Mallios,Jennifer Schultz,Stephanie M Sawyer,Betsy Wahl,Daine Grey Jr,Lyris Younge,Marissa Brumbach,Vincent N Melchiorre,Deborah Watson Stokes,Brian T Ortelere,Leon Goodman,Lynne M Summers,Jodi Lobel,Lucretia Clemons,Rania Major,Joshua Hill,Vincent Furlong,Jon Marshall,Frances Fattah,James F Berardinelli,Michael Fanning,Chris Mccabe,Anthony Kyriakakis,Shanese Johnson,Sherman Toppin,Vince Giusini,Wayne M D Bennett,Leon A King Ii,Sandjai Weaver,Edward William Louden Jr,Thomas Martin,Franklin A Bennett Iii,Starr Marshall Cash,William J Ciancaglini,Tangie M Boston,1
Kevin M Dougherty,7,59,39,34,4,3,35,34,24,26,24,28,27,21,21,22,20,16,19,20,16,17,13,12,14,16,13,14,13,14,16,12,12,14,14,9,9,10,6,8,9,9,12,8,9,6,4,3,3,1
Anne E Lazarus,,8,38,24,5,5,37,34,32,23,26,13,16,29,22,21,19,22,14,11,22,11,18,13,11,16,16,18,17,15,9,8,9,9,7,10,13,12,12,13,10,9,9,6,8,3,6,2,3,1
Christine Donohue,,,1,18,5,4,20,25,21,26,16,18,17,20,11,17,14,15,13,14,20,11,16,10,10,12,10,14,17,7,9,9,7,8,5,7,7,10,7,8,6,5,9,10,3,3,5,3,1,1
David Wecht,,,,1,1,3,20,22,15,15,17,25,21,13,14,8,14,12,14,16,6,13,8,9,11,7,8,6,4,9,6,8,4,7,10,5,2,4,4,5,6,4,1,5,5,2,1,1,2,1
John Henry Foradora,,,,,0,1,3,2,4,2,1,1,0,2,0,4,2,2,3,0,2,2,2,2,0,2,2,2,3,1,2,1,1,3,0,3,1,0,1,0,0,1,0,0,0,0,1,1,0,1
Dwayne D Woodruff,,,,,,0,4,3,2,1,3,1,1,2,3,2,0,1,1,1,1,2,2,0,1,1,1,1,2,1,2,0,0,0,0,2,2,2,1,1,2,2,1,0,1,2,0,2,0,1
Abbe Fletman,,,,,,,0,27,19,17,26,15,19,20,26,15,20,18,20,14,15,13,13,10,4,7,12,10,8,6,4,1,3,5,12,8,4,5,0,4,3,3,1,2,1,2,1,0,0,1
Mia Roberts Perez,,,,,,,,0,15,20,26,15,16,20,19,14,24,18,19,14,12,13,15,10,9,12,10,12,14,9,7,4,11,4,14,4,3,7,4,6,6,4,8,4,5,5,4,1,2,1
