col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cherelle Parker,Kai Scott,Tracy B Roman,Lyris Younge,Ken Powell,Daine Grey Jr,Mia Roberts Perez,Scott Diclaudio,Stephanie M Sawyer,Michael Fanning,Leon Goodman,Abbe Fletman,Frances Fattah,Deborah Watson Stokes,Rainy Papademetriou,Jennifer Schultz,Jon Marshall,Brian T Ortelere,Shanese Johnson,Leon A King Ii,Lucretia Clemons,Thomas Martin,Lynne M Summers,Edward William Louden Jr,Chris Mallios,Vincent N Melchiorre,Wayne M D Bennett,Vincent Furlong,Rania Major,James F Berardinelli,Sherman Toppin,Sandjai Weaver,Marissa Brumbach,Betsy Wahl,Anthony Kyriakakis,Stella Tsai,Joshua Hill,Vince Giusini,Jodi Lobel,Starr Marshall Cash,Tangie M Boston,Chris Mccabe,Franklin A Bennett Iii,William J Ciancaglini,All
Cherelle Parker,193,668,589,554,545,506,488,459,426,365,347,302,314,288,263,263,262,236,236,226,217,212,229,220,227,206,197,159,172,141,136,139,127,121,115,126,126,103,98,106,99,95,79,61,All
Kai Scott,,21,295,345,289,347,399,228,335,319,138,234,185,185,172,111,81,140,153,153,126,117,127,70,207,188,110,77,98,51,95,76,51,76,50,63,73,56,51,67,64,60,50,38,All
Tracy B Roman,,,17,395,362,296,248,329,257,190,180,219,133,102,90,141,135,78,106,87,88,86,102,137,154,159,89,77,65,62,51,54,51,61,41,53,51,42,28,40,32,28,20,29,All
Lyris Younge,,,,10,371,321,245,328,254,197,155,214,119,106,84,113,136,67,94,92,92,78,83,133,163,166,72,60,60,54,72,52,39,38,32,45,40,37,29,42,34,37,20,21,All
Ken Powell,,,,,10,300,228,341,210,197,192,207,107,81,89,124,161,93,79,90,71,85,68,152,149,153,88,70,58,71,53,43,31,36,32,33,61,49,24,29,27,40,31,24,All
Daine Grey Jr,,,,,,8,264,249,270,193,135,268,126,124,108,140,106,104,101,106,80,98,94,80,182,167,94,94,57,89,73,57,36,59,38,56,60,52,27,41,36,46,28,22,All
Mia Roberts Perez,,,,,,,2,189,278,291,81,184,131,133,137,87,54,117,100,85,105,61,102,45,172,172,78,51,74,35,57,52,58,68,41,70,49,39,43,54,40,42,29,20,All
Scott Diclaudio,,,,,,,,13,185,172,145,186,48,43,71,90,133,78,47,57,35,51,39,123,134,140,60,56,35,76,33,32,19,22,27,19,33,35,25,19,24,25,25,18,All
Stephanie M Sawyer,,,,,,,,,4,201,86,178,135,174,47,90,42,34,131,90,82,63,99,46,181,170,78,40,78,35,62,55,63,66,26,58,37,32,39,53,52,36,33,30,All
Michael Fanning,,,,,,,,,,0,55,153,64,69,144,41,63,112,57,50,72,69,38,28,156,163,48,31,38,24,33,27,43,24,38,17,36,27,44,33,23,38,19,18,All
Leon Goodman,,,,,,,,,,,5,56,89,90,75,113,150,87,72,103,55,71,71,130,28,19,88,83,51,75,45,41,25,24,37,39,55,38,26,31,34,43,31,25,All
Abbe Fletman,,,,,,,,,,,,1,54,51,73,96,49,73,45,46,49,41,45,43,151,145,38,58,29,56,31,20,29,41,33,39,21,30,25,13,20,19,13,12,All
Frances Fattah,,,,,,,,,,,,,6,136,45,88,60,34,128,97,85,95,111,56,30,33,70,57,79,27,46,54,51,55,28,46,59,32,28,38,43,35,38,26,All
Deborah Watson Stokes,,,,,,,,,,,,,,2,45,78,48,31,117,86,89,75,106,42,39,23,70,42,62,42,51,55,63,63,29,60,47,25,35,55,47,55,36,23,All
Rainy Papademetriou,,,,,,,,,,,,,,,2,92,86,176,29,45,68,61,35,50,24,28,39,59,35,77,24,41,53,30,64,36,24,38,44,14,18,17,10,17,All
Jennifer Schultz,,,,,,,,,,,,,,,,7,73,85,86,66,61,65,86,82,27,19,75,88,71,88,41,38,54,58,33,58,46,36,25,31,25,27,30,19,All
Jon Marshall,,,,,,,,,,,,,,,,,11,68,42,55,54,82,40,105,14,11,43,42,37,58,23,25,38,18,51,21,27,34,37,21,19,21,20,11,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,3,25,38,22,37,21,55,13,17,48,56,28,81,28,16,18,15,23,20,30,30,15,11,21,15,11,12,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,2,76,74,72,99,44,22,21,54,34,71,20,34,43,55,51,17,44,33,21,25,35,38,25,33,18,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,2,61,65,68,50,27,23,86,49,56,51,62,55,19,30,38,50,53,41,15,22,45,27,28,18,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,1,78,74,32,23,28,37,31,51,22,36,55,70,43,57,49,30,31,55,28,31,17,29,16,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,3,74,44,23,17,67,53,47,31,42,33,48,29,54,25,55,34,43,29,23,30,33,24,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,2,46,18,18,57,42,75,29,51,40,53,67,32,45,45,33,29,34,28,22,29,16,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,4,11,13,47,54,30,52,24,24,18,21,22,22,33,27,13,18,12,17,14,23,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,0,150,26,17,10,17,24,16,7,19,24,19,26,10,15,19,7,31,10,7,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,16,11,10,20,16,13,13,15,15,9,20,14,10,4,17,12,17,All
