col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 1st District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Tracy B Roman,Abbe Fletman,Chris Mallios,Scott Diclaudio,Ken Powell,Kai Scott,Mia Roberts Perez,Daine Grey Jr,Michael Fanning,Stephanie M Sawyer,Lyris Younge,Vincent N Melchiorre,Jennifer Schultz,Jon Marshall,Rainy Papademetriou,Stella Tsai,Betsy Wahl,James F Berardinelli,Anthony Kyriakakis,Vincent Furlong,Lynne M Summers,Leon Goodman,Chris Mccabe,Lucretia Clemons,Brian T Ortelere,Edward William Louden Jr,Deborah Watson Stokes,Marissa Brumbach,Jodi Lobel,Thomas Martin,Wayne M D Bennett,Rania Major,Vince Giusini,William J Ciancaglini,Leon A King Ii,Frances Fattah,Joshua Hill,Sandjai Weaver,Shanese Johnson,Sherman Toppin,Tangie M Boston,Starr Marshall Cash,Franklin A Bennett Iii,All
Mark F Squilla,259,507,436,394,405,413,368,361,352,322,323,326,288,238,209,167,169,150,145,126,127,126,131,114,107,103,111,104,103,91,93,87,87,82,81,78,78,68,68,63,50,47,45,41,All
Tracy B Roman,,6,280,255,323,317,240,247,274,213,242,279,254,150,121,63,77,73,66,38,64,77,80,33,46,52,72,59,58,48,44,34,55,35,27,35,42,25,38,37,25,27,22,15,All
Abbe Fletman,,,6,311,245,265,333,282,301,212,251,226,207,123,73,117,115,82,68,76,44,45,46,54,62,57,35,45,52,46,32,44,34,36,26,26,34,30,23,25,16,18,10,18,All
Chris Mallios,,,,1,195,213,304,271,227,277,239,182,265,56,101,81,84,49,40,62,17,13,17,56,37,32,14,29,21,27,25,23,10,26,17,21,16,22,15,13,11,7,12,9,All
Scott Diclaudio,,,,,12,308,212,184,248,200,181,257,194,81,104,52,31,22,71,43,54,29,70,35,16,56,73,17,18,17,37,36,20,38,29,27,26,26,16,15,18,10,10,19,All
Ken Powell,,,,,,4,230,211,255,211,200,266,194,87,114,64,40,39,66,40,55,35,78,35,29,49,71,24,22,14,43,30,17,25,25,35,23,28,16,13,19,16,12,17,All
Kai Scott,,,,,,,1,286,252,213,250,210,211,77,50,88,91,66,30,68,23,32,21,53,54,39,17,30,34,32,25,35,29,23,14,33,26,30,18,22,10,18,17,8,All
Mia Roberts Perez,,,,,,,,2,240,203,261,189,201,110,44,87,111,90,34,68,27,56,22,53,74,35,22,63,63,43,26,31,46,23,21,28,36,30,31,35,20,15,20,7,All
Daine Grey Jr,,,,,,,,,2,190,218,218,198,97,81,83,59,37,60,34,43,26,45,33,22,62,49,33,23,20,26,24,18,13,11,22,22,19,20,17,12,12,13,13,All
Michael Fanning,,,,,,,,,,8,207,167,225,30,106,35,29,21,30,39,30,18,10,46,27,14,13,14,19,14,26,15,10,22,20,14,9,12,6,7,6,8,9,15,All
Stephanie M Sawyer,,,,,,,,,,,0,172,206,89,42,57,80,83,29,41,30,59,21,42,55,14,13,67,56,39,29,22,33,15,24,14,29,20,31,26,11,25,20,13,All
Lyris Younge,,,,,,,,,,,,0,164,70,70,43,33,27,36,33,30,31,57,26,25,28,57,21,25,21,28,22,17,24,14,23,27,13,13,19,11,13,10,4,All
Vincent N Melchiorre,,,,,,,,,,,,,0,34,60,33,29,27,27,34,23,9,11,26,11,8,14,20,19,13,16,14,10,27,27,13,7,17,12,10,5,7,9,8,All
Jennifer Schultz,,,,,,,,,,,,,,10,66,93,105,90,76,50,64,99,58,39,59,63,54,70,77,61,40,38,56,38,33,36,40,30,44,36,27,27,22,20,All
Jon Marshall,,,,,,,,,,,,,,,2,34,24,7,56,19,43,31,70,22,17,39,65,10,9,19,29,20,13,27,19,22,14,17,16,10,17,8,13,15,All
Rainy Papademetriou,,,,,,,,,,,,,,,,2,97,53,58,65,42,26,29,39,51,66,39,33,32,26,23,23,28,28,11,31,24,26,22,18,12,8,13,7,All
Stella Tsai,,,,,,,,,,,,,,,,,2,82,37,62,24,58,20,45,65,41,17,59,61,50,18,22,42,24,21,33,35,31,33,26,13,13,17,8,All
Betsy Wahl,,,,,,,,,,,,,,,,,,0,28,39,23,56,19,31,48,18,10,64,64,44,18,25,40,23,16,18,26,19,21,23,6,19,14,7,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,3,42,58,28,50,30,27,56,46,23,13,22,36,30,10,32,29,27,17,27,22,10,17,7,10,16,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,1,32,26,22,45,38,32,22,29,28,30,20,28,21,34,25,26,22,21,20,8,14,9,9,9,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,2,36,38,31,15,37,32,20,13,15,23,23,17,28,30,29,13,21,13,11,15,14,11,13,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,1,26,22,39,17,21,57,50,37,29,18,39,18,21,20,33,19,22,31,15,22,24,14,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,1,13,20,38,58,15,16,16,27,28,18,17,14,23,17,21,21,11,17,17,8,13,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,1,30,16,14,23,19,19,25,20,6,21,31,17,13,20,7,9,11,10,15,14,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,0,17,12,34,43,34,24,17,28,16,14,25,21,15,26,28,10,10,13,10,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,8,5,11,17,23,18,18,8,22,15,16,10,7,16,4,5,11,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,10,10,26,22,18,22,11,19,18,19,15,9,15,3,6,7,All
