col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 1st District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Rainy Papademetriou,Abbe Fletman,Kai Scott,Chris Mallios,Stella Tsai,Mia Roberts Perez,Anthony Kyriakakis,Jennifer Schultz,Tracy B Roman,Betsy Wahl,Stephanie M Sawyer,Marissa Brumbach,Ken Powell,Daine Grey Jr,Scott Diclaudio,Brian T Ortelere,Deborah Watson Stokes,James F Berardinelli,Lucretia Clemons,Lynne M Summers,Vince Giusini,Jodi Lobel,Vincent N Melchiorre,Chris Mccabe,Leon Goodman,Lyris Younge,Rania Major,Thomas Martin,Michael Fanning,Leon A King Ii,Vincent Furlong,Wayne M D Bennett,William J Ciancaglini,Jon Marshall,Frances Fattah,Joshua Hill,Edward William Louden Jr,Shanese Johnson,Sandjai Weaver,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,Franklin A Bennett Iii,All
Mark F Squilla,438,957,879,754,671,711,667,616,611,606,511,512,483,482,444,495,429,446,428,395,398,380,338,338,323,313,306,305,244,227,208,221,203,225,202,216,204,206,170,145,113,81,85,79,All
Rainy Papademetriou,,22,679,591,553,553,469,473,324,253,325,303,246,288,295,206,392,206,284,260,167,152,178,207,219,141,135,141,189,112,147,115,101,63,89,98,112,95,70,67,46,27,30,30,All
Abbe Fletman,,,5,796,708,537,488,387,314,186,342,348,233,289,310,137,369,206,216,274,120,127,206,213,240,130,119,103,157,122,127,68,112,39,53,75,110,58,48,42,33,20,24,18,All
Kai Scott,,,,4,647,451,470,341,224,143,314,336,183,249,286,107,313,188,164,254,88,105,164,208,215,88,113,75,137,144,124,38,88,30,29,70,111,19,46,46,33,21,26,14,All
Chris Mallios,,,,,11,449,399,353,182,106,274,279,152,241,220,109,245,174,183,142,47,103,146,142,161,77,60,41,78,130,115,29,71,31,25,59,84,25,27,19,21,17,10,16,All
Stella Tsai,,,,,,4,513,389,352,230,394,338,264,189,216,109,247,265,179,244,204,111,229,88,140,98,83,152,57,68,117,62,91,43,44,115,83,44,83,84,38,29,40,19,All
Mia Roberts Perez,,,,,,,7,315,318,234,349,389,241,226,281,131,199,246,150,230,199,99,186,121,117,88,126,170,56,112,118,51,82,50,41,113,87,38,97,70,42,33,45,27,All
Anthony Kyriakakis,,,,,,,,17,217,156,239,219,160,212,175,150,235,163,210,118,119,137,138,93,130,98,59,83,66,79,114,78,90,73,50,60,88,53,36,52,40,26,15,24,All
Jennifer Schultz,,,,,,,,,4,302,308,258,230,149,171,155,149,241,150,187,268,91,208,63,78,150,117,179,60,60,85,111,89,57,89,95,81,100,86,68,45,35,42,25,All
Tracy B Roman,,,,,,,,,,16,184,211,204,209,186,282,115,208,162,131,225,119,129,93,49,145,206,162,74,101,70,103,71,66,135,92,66,124,93,65,45,26,37,24,All
Betsy Wahl,,,,,,,,,,,13,246,249,119,124,85,141,243,92,188,167,77,203,87,108,56,63,121,50,65,83,47,56,35,26,71,67,25,75,55,21,31,37,14,All
Stephanie M Sawyer,,,,,,,,,,,,1,237,179,239,101,143,267,120,155,191,90,151,105,98,72,113,132,49,90,56,41,65,41,37,88,52,29,78,48,30,48,52,21,All
Marissa Brumbach,,,,,,,,,,,,,13,79,91,88,71,208,91,178,171,148,156,104,76,82,68,128,64,81,41,46,65,50,28,51,34,37,67,55,24,34,32,13,All
Ken Powell,,,,,,,,,,,,,,3,247,228,199,75,191,65,64,91,55,112,82,145,153,46,72,123,84,78,69,46,130,43,57,120,32,31,39,17,7,20,All
Daine Grey Jr,,,,,,,,,,,,,,,7,163,184,124,182,88,91,88,76,87,81,117,149,79,71,99,90,78,72,37,68,71,63,68,53,43,39,21,19,17,All
Scott Diclaudio,,,,,,,,,,,,,,,,9,137,95,205,58,101,126,50,110,65,146,172,70,74,102,54,107,69,114,141,47,57,144,37,35,47,18,25,40,All
Brian T Ortelere,,,,,,,,,,,,,,,,,6,77,189,168,47,80,76,146,186,90,53,51,133,55,81,60,62,44,63,48,40,60,20,25,25,7,14,23,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,4,90,155,197,74,176,52,84,101,74,123,43,51,64,54,65,37,35,84,52,35,80,53,34,48,52,23,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,3,61,67,161,74,93,76,101,80,35,82,67,73,102,80,96,75,51,64,93,26,28,35,9,14,24,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,1,156,55,136,121,144,61,59,109,115,47,58,26,57,23,21,70,48,24,73,51,23,30,33,14,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,2,74,130,40,47,83,87,161,52,40,48,73,61,56,45,92,45,42,88,62,38,33,42,24,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,14,48,121,65,77,55,52,76,67,55,80,73,112,42,29,46,50,40,38,23,18,13,20,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,7,45,73,62,34,106,31,31,35,30,37,29,21,47,43,20,55,44,23,26,31,22,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,1,136,34,53,28,137,122,22,48,40,74,32,25,40,25,24,19,14,18,8,14,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,3,56,34,32,120,54,35,41,51,40,30,36,48,21,25,16,19,21,10,23,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,3,104,56,43,37,59,72,68,45,112,33,59,100,33,33,39,15,9,22,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,3,70,53,80,35,48,34,25,99,46,26,101,43,31,35,19,24,6,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,29,38,51,44,32,34,72,28,36,75,71,37,25,38,18,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,47,42,48,24,37,29,44,35,29,24,35,11,7,15,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,34,53,42,27,23,27,27,19,14,14,9,14,28,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,57,13,25,55,37,28,35,34,32,12,13,13,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,53,58,49,35,35,80,15,28,27,16,17,16,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,41,40,50,45,22,20,27,14,17,30,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,22,20,39,15,13,10,17,11,21,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,28,100,21,24,24,12,5,16,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,22,61,36,18,19,26,15,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,29,22,27,8,10,20,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,18,22,13,8,20,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,24,19,23,13,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,17,19,13,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,10,10,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,9,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
