col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Sherrie Cohen,Allan Domb,Paul Steinke,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Jenne Ayers,Frank Rizzo,W Wilson Goode Jr,Thomas Wyatt,Ed Neilson,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Tracy B Roman,Mia Roberts Perez,Abbe Fletman,Scott Diclaudio,Kai Scott,Ken Powell,Jennifer Schultz,Stephanie M Sawyer,Daine Grey Jr,Chris Mallios,Stella Tsai,Rainy Papademetriou,Lyris Younge,Betsy Wahl,Michael Fanning,Lynne M Summers,Deborah Watson Stokes,Vincent N Melchiorre,Leon Goodman,James F Berardinelli,Anthony Kyriakakis,Brian T Ortelere,Marissa Brumbach,Jon Marshall,Vincent Furlong,Jodi Lobel,Lucretia Clemons,Frances Fattah,Rania Major,Leon A King Ii,Edward William Louden Jr,Chris Mccabe,Vince Giusini,Joshua Hill,Thomas Martin,Sandjai Weaver,Wayne M D Bennett,Shanese Johnson,William J Ciancaglini,Sherman Toppin,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,All
Helen Gym,39,299,136,248,156,128,89,154,77,114,127,53,126,108,79,33,159,225,220,83,209,90,171,166,129,148,201,169,82,168,59,116,118,66,57,71,96,64,107,40,45,103,109,72,87,68,26,67,51,63,39,54,45,47,30,28,23,27,30,All
Sherrie Cohen,,3,106,165,190,180,86,125,81,143,99,105,92,94,52,32,201,245,226,142,210,151,153,188,164,171,169,127,114,139,98,100,115,112,63,59,86,64,92,58,42,73,83,66,77,66,37,50,52,50,38,49,27,47,31,27,21,33,22,All
Allan Domb,,,38,149,91,104,107,78,113,52,95,54,52,52,44,37,127,89,99,122,79,89,105,80,85,80,69,90,67,66,68,52,56,67,64,92,70,86,44,51,76,54,51,46,49,54,43,46,52,49,26,39,42,24,42,26,27,12,11,All
Paul Steinke,,,,9,77,99,91,60,70,45,140,45,90,41,36,31,89,118,138,84,130,74,102,96,69,109,106,89,57,97,55,57,59,61,39,73,82,79,57,34,50,69,72,36,41,53,29,55,50,49,32,32,35,19,33,24,21,12,10,All
Blondell Reynolds Brown,,,,,1,188,101,77,73,148,55,120,71,47,53,30,151,161,160,133,160,146,85,143,144,116,89,82,119,87,91,84,76,83,54,47,61,42,50,47,46,54,53,67,55,64,32,29,39,40,52,41,33,44,22,26,24,16,32,All
William K Greenlee,,,,,,9,78,47,85,135,50,135,59,23,45,22,120,151,136,123,139,118,72,116,113,121,75,73,100,64,111,56,48,97,37,43,57,46,41,36,46,48,36,39,44,35,26,34,36,35,34,28,30,23,27,19,25,11,22,All
Derek S Green,,,,,,,14,89,67,47,88,49,56,49,43,71,122,90,93,126,83,113,99,68,85,62,67,75,88,64,46,58,44,41,87,69,58,71,42,88,61,37,52,54,45,48,78,38,41,45,55,33,45,28,30,29,22,14,20,All
Jenne Ayers,,,,,,,,4,59,36,56,19,35,117,70,51,152,121,71,94,81,80,132,84,71,32,106,78,76,105,22,95,85,27,85,51,43,48,72,70,51,58,67,58,64,42,64,34,47,45,38,46,30,46,13,24,20,24,21,All
