col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,District Council 3rd District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Jannie L Blackwell,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,All
Jannie L Blackwell,"4,168","7,006","5,478","5,041","2,736","1,444","1,513","1,403","1,015",All
Sharon Williams Losier,,518,"3,975","3,871","1,370",334,872,762,542,All
Joffie C Pittman,,,378,"2,898","1,876","1,363",411,393,269,All
Christine Hope,,,,316,746,473,904,688,587,All
Matthew Perks,,,,,178,"1,126",272,355,221,All
Daniel R Sulman,,,,,,40,163,196,90,All
Christian Dicicco,,,,,,,138,301,200,All
Gary S Silver,,,,,,,,86,256,All
Franklin A Bennett Iii,,,,,,,,,34,All
Total,"15,731","8,623","7,283","6,324","3,734","2,225","1,928","1,831","1,243",All
