col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,Register Of Wills - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Ronald R Donatucci,Rainy Papademetriou,Abbe Fletman,Stella Tsai,Mia Roberts Perez,Chris Mallios,Kai Scott,Ken Powell,Anthony Kyriakakis,Jennifer Schultz,Scott Diclaudio,Daine Grey Jr,Lucretia Clemons,Marissa Brumbach,Tracy B Roman,James F Berardinelli,Vince Giusini,Betsy Wahl,Chris Mccabe,Stephanie M Sawyer,Deborah Watson Stokes,Brian T Ortelere,Vincent N Melchiorre,Lynne M Summers,Vincent Furlong,Michael Fanning,Jodi Lobel,William J Ciancaglini,Leon A King Ii,Lyris Younge,Edward William Louden Jr,Leon Goodman,Thomas Martin,Frances Fattah,Rania Major,Wayne M D Bennett,Joshua Hill,Jon Marshall,Sandjai Weaver,Shanese Johnson,Starr Marshall Cash,Franklin A Bennett Iii,Tangie M Boston,Sherman Toppin,1
Ronald R Donatucci,22,45,41,43,44,34,35,36,30,32,38,33,31,34,36,30,29,29,25,26,24,23,26,23,21,17,14,20,12,16,17,15,15,11,13,12,9,9,7,7,7,6,5,1,1
Rainy Papademetriou,,0,36,27,25,28,28,16,20,12,10,19,15,10,13,18,13,10,15,11,10,22,13,8,10,7,5,3,11,6,6,9,10,9,6,6,6,3,3,4,2,2,2,1,1
Abbe Fletman,,,1,27,26,35,38,16,17,14,6,20,18,10,11,12,9,11,16,14,8,19,13,5,5,9,9,2,12,4,3,5,9,6,3,5,3,0,0,2,0,1,2,0,1
Stella Tsai,,,,0,34,23,21,15,19,18,9,16,24,15,17,14,8,17,11,21,19,14,7,10,3,6,16,5,6,7,5,4,3,7,6,6,6,1,3,4,3,0,3,0,1
Mia Roberts Perez,,,,,0,22,23,17,19,17,9,21,22,17,18,13,8,18,12,19,17,9,6,12,4,8,13,6,9,7,3,3,3,7,8,5,6,2,3,4,3,2,3,0,1
Chris Mallios,,,,,,0,29,17,18,5,7,17,10,9,6,11,10,13,14,11,7,11,14,3,4,12,5,3,10,2,1,3,5,5,1,5,4,1,1,1,3,1,3,0,1
Kai Scott,,,,,,,0,15,13,6,6,18,15,8,4,12,6,8,17,12,7,17,14,2,5,12,6,3,11,1,4,4,10,7,0,5,2,0,0,0,0,1,2,0,1
Ken Powell,,,,,,,,0,17,9,18,20,4,8,16,14,8,7,7,8,8,7,8,6,10,14,2,8,7,10,9,9,2,5,2,3,3,6,3,0,3,1,0,0,1
Anthony Kyriakakis,,,,,,,,,1,5,10,18,5,7,9,14,12,10,9,10,6,13,4,6,8,9,6,5,11,4,1,2,2,5,2,9,5,1,3,1,1,2,2,1,1
Jennifer Schultz,,,,,,,,,,1,6,9,17,13,19,9,4,14,6,14,15,6,3,12,7,3,13,3,4,6,5,9,2,4,7,6,4,5,3,4,3,2,2,0,1
Scott Diclaudio,,,,,,,,,,,1,11,4,7,18,13,13,6,8,3,6,6,9,6,10,8,1,15,1,11,11,7,3,2,3,3,1,5,2,1,1,1,0,0,1
Daine Grey Jr,,,,,,,,,,,,0,6,8,11,12,6,8,6,10,5,10,4,3,8,6,2,4,13,6,4,7,2,5,5,7,3,3,2,2,2,1,0,1,1
Lucretia Clemons,,,,,,,,,,,,,0,12,16,5,4,15,11,15,14,10,8,10,3,2,11,2,3,3,4,2,7,6,6,4,5,1,2,4,3,1,3,0,1
Marissa Brumbach,,,,,,,,,,,,,,0,13,4,6,21,5,14,14,3,7,11,4,7,8,3,4,4,2,5,3,4,8,4,2,2,2,3,3,1,2,0,1
Tracy B Roman,,,,,,,,,,,,,,,0,6,8,13,4,10,14,4,5,13,6,3,8,5,4,13,7,8,2,6,9,3,5,7,4,5,5,2,3,0,1
James F Berardinelli,,,,,,,,,,,,,,,,0,18,6,11,5,4,13,7,5,11,7,3,9,4,2,7,4,4,4,1,8,5,1,2,0,0,3,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,3,6,9,3,3,7,8,5,10,3,1,7,5,4,7,2,4,1,2,8,6,2,3,2,1,2,1,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,0,9,10,13,4,5,11,3,6,8,4,5,5,3,1,3,5,6,7,2,2,3,5,5,1,4,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,0,6,9,13,11,1,5,6,5,7,5,5,5,3,9,2,2,7,3,2,3,2,3,4,3,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,0,15,8,4,9,0,4,8,3,3,3,1,1,1,4,5,3,3,0,2,4,4,2,5,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,0,5,4,9,2,1,7,3,2,5,3,5,1,3,3,3,4,2,2,0,4,1,4,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,0,10,2,7,2,4,2,2,1,4,5,9,2,0,5,4,0,2,1,0,1,1,1,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,0,4,6,9,3,8,1,1,4,3,10,2,1,0,2,0,0,0,2,1,2,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,5,4,1,4,4,1,3,4,7,1,2,3,2,3,3,1,2,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,5,4,3,8,6,4,3,0,5,2,3,1,0,1,2,1,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,6,1,1,1,1,5,1,2,1,0,0,0,1,3,1,0,1
