col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Allan Domb,Derek S Green,Sherrie Cohen,Ed Neilson,Frank Rizzo,Blondell Reynolds Brown,Isaiah Thomas,William K Greenlee,Jenne Ayers,Helen Gym,Paul Steinke,Thomas Wyatt,W Wilson Goode Jr,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,Tracy B Roman,Jennifer Schultz,Ken Powell,Leon Goodman,Abbe Fletman,Daine Grey Jr,Lyris Younge,Scott Diclaudio,Kai Scott,Jon Marshall,Mia Roberts Perez,James F Berardinelli,Lynne M Summers,Michael Fanning,Chris Mallios,Anthony Kyriakakis,Vincent Furlong,Rainy Papademetriou,Stephanie M Sawyer,Thomas Martin,Lucretia Clemons,Brian T Ortelere,Edward William Louden Jr,Deborah Watson Stokes,Vincent N Melchiorre,Betsy Wahl,Stella Tsai,Marissa Brumbach,Jodi Lobel,Wayne M D Bennett,Leon A King Ii,Vince Giusini,Frances Fattah,Joshua Hill,Chris Mccabe,Sherman Toppin,Shanese Johnson,Rania Major,Sandjai Weaver,William J Ciancaglini,Franklin A Bennett Iii,Tangie M Boston,Starr Marshall Cash,All
Allan Domb,31,107,148,93,118,65,70,91,52,70,124,76,38,50,33,33,104,129,86,92,123,83,72,82,78,74,72,94,84,65,62,85,79,85,71,71,67,72,54,49,70,59,57,60,70,47,33,38,36,47,41,31,26,28,32,31,23,22,9,All
Derek S Green,,15,112,78,51,101,97,90,85,42,61,86,56,32,73,23,154,103,147,117,86,105,122,125,98,118,71,68,64,73,65,69,64,60,52,65,76,58,82,37,58,45,44,45,42,61,47,50,42,47,26,50,38,39,37,23,32,19,17,All
Sherrie Cohen,,,14,98,95,97,89,92,69,101,93,73,61,60,32,28,136,136,95,105,129,105,90,83,104,69,91,72,94,70,89,79,68,52,89,66,64,47,46,84,73,86,82,65,61,53,49,48,45,48,42,38,45,41,43,36,19,33,20,All
Ed Neilson,,,,21,55,55,69,90,22,62,54,34,45,20,10,16,73,53,65,43,65,65,68,46,72,49,54,46,32,93,73,70,46,47,58,65,54,34,23,34,76,37,39,42,53,30,23,32,23,23,41,23,20,20,23,26,10,14,14,All
Frank Rizzo,,,,,11,41,35,53,33,40,69,49,41,30,24,21,63,79,57,68,45,38,40,55,47,43,50,62,56,40,30,45,55,36,36,45,34,34,31,42,41,48,31,31,32,39,26,32,28,34,39,20,9,12,17,40,22,19,8,All
Blondell Reynolds Brown,,,,,,3,71,80,43,63,26,40,83,36,25,18,100,80,63,75,48,93,80,64,80,58,71,44,62,39,41,41,47,39,68,51,43,48,48,58,32,37,39,32,22,45,40,34,30,32,29,38,33,32,33,19,19,20,21,All
Isaiah Thomas,,,,,,,11,64,21,36,33,43,70,30,19,5,72,58,64,56,49,71,74,43,82,54,63,36,48,67,53,51,36,46,59,63,58,32,24,47,43,39,26,45,38,23,33,18,42,22,27,35,33,16,31,13,12,20,17,All
William K Greenlee,,,,,,,,3,23,40,42,32,60,13,11,17,66,48,69,43,64,65,76,53,77,50,56,46,34,67,64,65,38,47,45,53,46,36,31,42,53,30,28,34,36,35,26,28,22,29,32,23,17,19,19,21,12,8,21,All
Jenne Ayers,,,,,,,,,5,43,27,39,20,51,52,18,94,82,70,73,39,57,60,59,32,51,41,34,55,13,20,23,29,38,29,28,29,35,52,34,14,37,43,22,16,31,31,23,31,23,15,24,30,29,14,11,12,15,10,All
Helen Gym,,,,,,,,,,13,60,44,40,29,6,26,74,71,42,47,70,57,47,46,52,22,64,37,51,31,39,53,27,40,54,35,37,35,25,45,31,53,58,48,37,27,31,24,23,25,21,22,29,24,21,24,10,18,8,All
