col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Scott Diclaudio,Ken Powell,Tracy B Roman,Michael Fanning,Jennifer Schultz,Abbe Fletman,Daine Grey Jr,Vincent Furlong,Lyris Younge,Chris Mallios,Mia Roberts Perez,Kai Scott,Stephanie M Sawyer,Vincent N Melchiorre,Jon Marshall,James F Berardinelli,Lynne M Summers,Anthony Kyriakakis,Chris Mccabe,Betsy Wahl,Marissa Brumbach,Leon Goodman,Thomas Martin,Stella Tsai,Edward William Louden Jr,Rainy Papademetriou,Vince Giusini,William J Ciancaglini,Brian T Ortelere,Wayne M D Bennett,Deborah Watson Stokes,Jodi Lobel,Rania Major,Franklin A Bennett Iii,Lucretia Clemons,Joshua Hill,Frances Fattah,Sherman Toppin,Leon A King Ii,Sandjai Weaver,Shanese Johnson,Starr Marshall Cash,Tangie M Boston,All
Bobby Henon,147,225,215,214,171,155,142,141,134,153,132,131,133,135,134,131,117,113,98,94,93,84,83,88,77,85,69,75,74,56,71,60,48,53,52,54,43,45,46,39,39,33,31,27,All
Scott Diclaudio,,5,143,152,93,69,89,93,65,115,70,71,81,72,86,65,70,41,47,29,28,26,48,37,20,46,33,40,32,29,36,18,15,25,25,13,21,13,17,19,18,10,6,15,All
Ken Powell,,,2,134,101,50,97,99,58,122,84,66,78,76,85,61,43,31,33,40,30,28,44,34,28,52,39,26,24,28,21,10,13,18,21,16,19,10,21,19,9,10,10,6,All
Tracy B Roman,,,,3,76,77,95,101,58,118,66,70,83,76,71,56,52,46,30,23,35,34,44,30,26,46,37,28,29,23,31,21,12,18,17,15,14,19,13,9,20,16,9,12,All
Michael Fanning,,,,,12,23,59,68,44,67,93,69,73,81,96,27,35,24,28,40,20,21,19,27,15,19,12,27,24,19,31,14,13,18,19,14,13,8,12,15,5,2,7,11,All
Jennifer Schultz,,,,,,4,58,45,72,37,30,46,39,46,31,58,65,57,45,41,56,48,37,35,42,33,41,32,26,37,31,29,28,29,26,31,17,21,21,20,23,22,13,8,All
Abbe Fletman,,,,,,,0,107,32,88,76,70,89,66,63,34,41,23,37,24,32,22,29,25,34,24,41,22,14,29,11,14,16,21,5,19,10,13,20,21,19,10,7,4,All
Daine Grey Jr,,,,,,,,1,41,90,63,58,72,69,59,35,36,24,23,16,27,19,30,24,24,31,35,21,14,27,15,19,13,13,10,14,17,13,18,14,12,7,4,3,All
Vincent Furlong,,,,,,,,,10,28,26,37,26,29,35,53,65,47,44,41,32,34,36,47,27,38,33,37,39,28,32,15,13,17,26,18,24,12,19,14,7,14,9,8,All
Lyris Younge,,,,,,,,,,1,64,62,81,66,58,39,20,20,21,17,23,20,25,17,14,34,24,16,12,14,21,11,12,16,7,16,11,13,11,14,8,8,5,7,All
Chris Mallios,,,,,,,,,,,1,69,83,70,72,22,24,14,31,30,29,15,14,18,28,15,23,15,12,17,14,14,15,7,12,12,9,10,9,13,5,8,9,5,All
Mia Roberts Perez,,,,,,,,,,,,2,80,84,61,18,26,34,37,29,48,34,14,19,38,10,23,21,20,16,21,29,19,24,11,33,13,16,16,12,15,11,11,6,All
Kai Scott,,,,,,,,,,,,,0,78,67,23,26,23,41,29,36,25,19,21,36,14,26,18,9,16,26,18,26,16,16,20,13,15,19,20,15,9,12,10,All
Stephanie M Sawyer,,,,,,,,,,,,,,1,68,32,23,30,26,30,35,34,16,17,38,12,13,9,23,10,14,31,15,19,9,24,9,15,12,15,8,12,12,7,All
Vincent N Melchiorre,,,,,,,,,,,,,,,2,22,33,21,28,41,23,18,15,22,21,17,19,25,37,14,17,20,15,8,18,9,8,12,10,5,8,4,9,7,All
Jon Marshall,,,,,,,,,,,,,,,,3,44,38,28,31,18,19,45,29,20,39,28,17,23,19,22,11,13,14,14,16,16,9,16,19,13,11,7,6,All
James F Berardinelli,,,,,,,,,,,,,,,,,1,39,49,34,29,26,41,37,24,35,43,39,33,39,27,15,14,17,16,13,19,13,20,15,12,9,8,10,All
Lynne M Summers,,,,,,,,,,,,,,,,,,1,34,31,42,36,23,36,23,23,12,31,31,11,29,30,21,22,24,20,17,18,16,15,13,16,20,14,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,0,30,42,22,24,19,36,19,34,40,26,24,26,16,22,14,19,19,22,13,16,16,13,10,6,8,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,0,27,28,15,23,22,17,16,25,30,19,21,18,17,11,16,15,16,12,8,14,7,8,15,6,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,0,37,10,22,39,14,26,26,19,14,15,29,25,19,7,28,18,16,9,13,12,14,12,7,All
