col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Allan Domb,Ed Neilson,Sherrie Cohen,Blondell Reynolds Brown,Frank Rizzo,Derek S Green,Jenne Ayers,Paul Steinke,William K Greenlee,Isaiah Thomas,Helen Gym,Thomas Wyatt,Wilson Alexander,Marnie Aument Loughrey,W Wilson Goode Jr,Carla M Cain,Tracy B Roman,Scott Diclaudio,Abbe Fletman,Lyris Younge,Jennifer Schultz,Ken Powell,Michael Fanning,Leon Goodman,Daine Grey Jr,Stephanie M Sawyer,Chris Mallios,Mia Roberts Perez,Kai Scott,Rainy Papademetriou,Vincent N Melchiorre,James F Berardinelli,Sherman Toppin,Stella Tsai,Frances Fattah,Lynne M Summers,Deborah Watson Stokes,Jon Marshall,Joshua Hill,Marissa Brumbach,Shanese Johnson,Vince Giusini,Vincent Furlong,Betsy Wahl,Brian T Ortelere,Edward William Louden Jr,Jodi Lobel,Wayne M D Bennett,Anthony Kyriakakis,Lucretia Clemons,Thomas Martin,William J Ciancaglini,Chris Mccabe,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,Leon A King Ii,Rania Major,Sandjai Weaver,1
Allan Domb,3,11,12,8,7,3,4,7,10,3,5,2,1,2,1,0,9,10,11,8,6,7,7,7,6,5,6,5,5,4,4,2,2,3,1,2,0,1,2,1,1,2,1,1,2,1,2,3,1,1,0,1,0,0,0,0,0,0,0,1
Ed Neilson,,2,9,6,2,2,1,5,8,6,1,1,0,1,1,1,8,8,9,8,2,6,8,2,5,6,6,5,6,3,5,1,1,2,0,1,1,1,1,0,0,3,2,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1
Sherrie Cohen,,,0,5,6,3,3,8,8,2,2,2,2,1,0,1,10,6,10,7,4,7,7,5,3,6,7,5,3,2,4,3,1,2,1,1,2,3,1,1,2,0,2,2,1,2,1,1,0,0,1,1,0,1,1,1,0,0,0,1
Blondell Reynolds Brown,,,,0,4,3,6,3,6,2,1,1,1,2,2,1,5,4,5,7,2,6,6,3,4,5,4,4,5,2,4,0,4,1,2,1,1,0,2,2,1,2,1,1,0,0,0,1,1,1,1,2,0,1,1,1,0,0,0,1
Frank Rizzo,,,,,0,3,2,5,1,2,3,2,1,0,3,1,5,5,5,5,4,2,4,3,0,2,3,3,0,2,1,3,3,1,3,2,1,0,1,2,1,2,1,2,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1
Derek S Green,,,,,,0,4,3,0,2,3,3,4,2,2,1,5,6,2,5,4,3,4,3,4,3,2,3,2,3,2,3,3,2,3,4,2,3,3,4,2,0,1,3,2,2,2,1,0,1,2,1,0,1,1,1,0,0,0,1
Jenne Ayers,,,,,,,0,1,1,3,1,2,3,2,2,2,5,3,1,5,5,5,1,5,3,3,0,1,1,1,0,2,4,2,3,1,2,2,1,2,2,0,2,0,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1
Paul Steinke,,,,,,,,0,4,2,2,3,0,1,0,0,5,2,6,3,3,1,5,3,2,3,4,4,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,0,0,1,2,1,0,1,1,0,1,1,1,0,0,0,1
