col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,David Wecht,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Scott Diclaudio,Tracy B Roman,Ken Powell,Daine Grey Jr,Lyris Younge,Kai Scott,Mia Roberts Perez,Abbe Fletman,Chris Mallios,Stephanie M Sawyer,Michael Fanning,Vincent N Melchiorre,Leon Goodman,Stella Tsai,Anthony Kyriakakis,Rainy Papademetriou,Jennifer Schultz,Frances Fattah,Leon A King Ii,Lynne M Summers,Betsy Wahl,Brian T Ortelere,Edward William Louden Jr,Jon Marshall,Lucretia Clemons,James F Berardinelli,Marissa Brumbach,Shanese Johnson,Starr Marshall Cash,Deborah Watson Stokes,Jodi Lobel,Sherman Toppin,Thomas Martin,Wayne M D Bennett,Chris Mccabe,Rania Major,Sandjai Weaver,Vincent Furlong,Joshua Hill,Tangie M Boston,Vince Giusini,Franklin A Bennett Iii,William J Ciancaglini,1
David Wecht,0,32,8,11,2,0,41,37,40,32,36,33,30,31,28,28,29,27,9,5,4,3,4,3,7,2,3,3,4,5,1,2,1,1,2,2,2,2,2,1,2,1,0,2,0,0,1,0,0,1
Kevin M Dougherty,,6,11,8,3,2,30,29,30,34,27,28,29,31,28,25,24,24,6,9,8,9,4,3,6,5,2,4,3,5,4,5,3,2,4,2,2,2,3,1,2,1,2,3,0,0,1,0,0,1
Anne E Lazarus,,,0,5,3,1,6,7,6,8,3,9,6,9,8,6,3,4,3,7,9,6,5,5,4,4,4,4,2,1,3,3,3,4,2,1,2,1,0,3,3,1,2,1,1,1,0,0,0,1
Christine Donohue,,,,1,3,1,9,9,7,6,5,5,7,6,4,3,2,2,5,6,4,2,6,4,3,5,6,1,4,2,5,2,2,3,2,3,3,2,2,2,1,2,2,1,1,0,1,0,0,1
Dwayne D Woodruff,,,,,0,0,5,5,3,5,1,2,5,1,2,0,2,2,2,4,3,2,3,3,1,3,3,1,1,2,4,1,3,3,1,1,1,2,2,2,0,0,1,0,1,0,0,0,0,1
John Henry Foradora,,,,,,0,3,3,1,3,2,1,1,2,0,0,0,1,2,1,1,2,2,1,1,1,0,2,2,1,0,1,0,1,1,0,0,1,1,1,1,0,2,1,0,0,0,0,0,1
Scott Diclaudio,,,,,,,0,42,41,37,39,33,34,30,28,27,28,27,8,5,3,5,6,3,7,5,2,5,7,7,4,3,1,3,1,1,3,4,2,2,0,0,2,2,1,0,1,0,0,1
Tracy B Roman,,,,,,,,1,39,36,39,31,32,29,28,26,28,27,9,5,4,4,7,4,5,4,5,4,7,5,5,4,2,3,4,1,2,3,2,4,1,2,1,3,1,0,1,0,0,1
