col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jewell Williams,Lyris Younge,Frances Fattah,Kai Scott,Tracy B Roman,Ken Powell,Stephanie M Sawyer,Thomas Martin,Stella Tsai,Daine Grey Jr,Rainy Papademetriou,Deborah Watson Stokes,Vincent N Melchiorre,Leon Goodman,Scott Diclaudio,Mia Roberts Perez,Joshua Hill,Michael Fanning,Jennifer Schultz,Lynne M Summers,Abbe Fletman,Wayne M D Bennett,Leon A King Ii,Jon Marshall,Shanese Johnson,Vincent Furlong,Edward William Louden Jr,Betsy Wahl,Lucretia Clemons,Chris Mallios,Sherman Toppin,Sandjai Weaver,James F Berardinelli,Rania Major,Marissa Brumbach,Vince Giusini,Anthony Kyriakakis,Brian T Ortelere,Jodi Lobel,Starr Marshall Cash,Chris Mccabe,Tangie M Boston,Franklin A Bennett Iii,William J Ciancaglini,All
Jewell Williams,393,"1,701","1,512","1,386","1,378","1,374","1,142",905,854,799,802,808,772,778,703,655,698,685,588,623,541,553,544,532,484,479,453,409,442,331,337,325,284,312,282,256,250,219,231,226,216,219,182,134,All
Lyris Younge,,41,973,"1,014",970,"1,021",825,597,573,547,554,405,641,373,470,445,495,521,264,326,376,334,273,314,247,234,289,218,217,236,220,147,119,141,115,113,107,105,103,115,123,102,74,62,All
Frances Fattah,,,56,998,776,776,852,675,668,441,562,459,672,306,271,407,566,524,268,341,281,316,300,168,292,221,150,197,218,193,178,166,85,164,136,86,85,68,85,124,115,137,97,66,All
Kai Scott,,,,20,715,785,891,585,676,493,544,419,711,253,290,485,552,577,221,263,402,335,274,119,250,164,90,235,255,301,183,160,81,134,121,108,116,57,118,108,128,111,73,59,All
Tracy B Roman,,,,,37,855,648,598,577,341,544,310,525,392,360,243,493,491,288,269,227,165,209,276,218,206,296,171,163,100,107,136,141,157,120,101,76,111,86,85,47,81,75,45,All
Ken Powell,,,,,,20,674,574,488,457,496,237,598,416,450,341,479,474,238,220,314,298,216,327,162,204,288,136,152,223,113,116,141,99,68,84,98,122,77,65,80,54,77,44,All
Stephanie M Sawyer,,,,,,,2,516,566,454,462,369,629,211,250,397,450,515,195,276,296,272,208,96,215,137,92,201,193,240,118,127,73,107,128,86,74,45,86,102,85,128,61,40,All
Thomas Martin,,,,,,,,3,529,174,526,203,480,209,107,111,530,487,157,200,87,164,138,148,149,159,111,80,120,49,100,80,79,90,83,79,64,55,62,57,55,54,65,39,All
Stella Tsai,,,,,,,,,3,168,545,246,517,124,79,213,497,454,176,145,149,109,125,57,120,72,55,162,158,71,80,100,65,93,95,61,62,51,85,53,61,73,32,25,All
Daine Grey Jr,,,,,,,,,,10,194,262,249,281,344,394,104,142,227,226,383,303,218,161,161,196,163,138,131,244,134,111,147,115,81,99,88,136,79,87,83,82,54,36,All
Rainy Papademetriou,,,,,,,,,,,27,121,473,139,110,121,423,448,148,117,149,80,86,121,82,113,95,87,102,50,79,68,111,62,77,56,97,110,57,35,32,31,35,30,All
Deborah Watson Stokes,,,,,,,,,,,,26,113,260,97,261,149,101,221,308,148,172,249,103,248,166,112,195,221,99,132,143,71,141,139,78,74,39,114,110,128,147,67,44,All
Vincent N Melchiorre,,,,,,,,,,,,,0,76,213,255,442,527,63,79,256,158,53,44,51,58,45,70,67,202,53,49,41,42,48,55,47,30,61,20,53,16,29,40,All
Leon Goodman,,,,,,,,,,,,,,20,273,142,150,80,226,235,144,199,259,319,157,206,240,91,119,69,112,116,158,109,78,99,73,103,81,71,59,79,66,45,All
Scott Diclaudio,,,,,,,,,,,,,,,18,250,54,108,160,124,265,214,94,243,77,117,228,67,57,197,76,63,130,81,37,76,72,104,39,40,35,33,41,39,All
Mia Roberts Perez,,,,,,,,,,,,,,,,5,99,124,181,179,317,238,157,74,135,109,70,166,179,262,121,99,63,123,118,62,115,47,97,85,98,76,31,44,All
Joshua Hill,,,,,,,,,,,,,,,,,1,451,109,120,64,96,117,96,89,89,64,64,80,40,59,53,54,59,56,34,47,28,38,36,46,35,40,29,All
Michael Fanning,,,,,,,,,,,,,,,,,,1,68,84,107,60,62,68,62,72,45,51,71,98,56,53,37,43,65,35,51,33,43,39,44,23,37,34,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,11,233,190,140,137,144,138,209,147,157,132,80,90,100,165,126,128,86,98,139,92,81,63,69,60,45,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,5,130,160,191,126,229,177,109,151,169,55,122,107,68,140,135,71,66,43,83,98,58,95,81,56,All
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,5,206,106,89,88,118,83,132,118,262,78,46,110,62,82,63,95,113,87,38,75,37,27,25,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,4,197,95,109,122,90,81,95,176,76,84,95,69,55,92,67,54,36,53,58,64,73,33,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,5,119,164,141,96,87,143,72,114,103,81,89,58,74,68,45,49,62,59,65,62,44,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,20,78,141,233,55,81,31,65,59,102,62,61,56,60,95,50,44,38,36,44,24,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,17,112,70,118,145,39,79,91,43,99,95,48,43,34,61,83,50,87,53,36,All
