col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,All
,Rainy Papademetriou,Abbe Fletman,Kai Scott,Stella Tsai,Chris Mallios,Mia Roberts Perez,Anthony Kyriakakis,Jennifer Schultz,Tracy B Roman,Betsy Wahl,Stephanie M Sawyer,Ken Powell,Brian T Ortelere,Daine Grey Jr,Marissa Brumbach,Scott Diclaudio,Deborah Watson Stokes,James F Berardinelli,Lynne M Summers,Lucretia Clemons,Vincent N Melchiorre,Jodi Lobel,Vince Giusini,Chris Mccabe,Leon Goodman,Lyris Younge,Thomas Martin,Rania Major,Leon A King Ii,Frances Fattah,Michael Fanning,Joshua Hill,Vincent Furlong,Wayne M D Bennett,Jon Marshall,William J Ciancaglini,Edward William Louden Jr,Shanese Johnson,Sandjai Weaver,Sherman Toppin,Tangie M Boston,Franklin A Bennett Iii,Starr Marshall Cash,Carol A Jenkins,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,All
Rainy Papademetriou,57,809,713,699,661,609,576,386,281,405,368,344,506,372,276,223,256,325,211,310,276,239,176,280,165,149,235,157,169,141,123,170,130,113,99,71,112,82,76,58,34,33,32,717,359,427,282,144,143,All
Abbe Fletman,,8,939,650,840,599,471,372,218,418,416,351,443,388,265,158,254,253,147,321,265,240,149,274,150,136,175,113,153,88,139,129,83,128,67,45,66,59,52,50,27,22,22,709,278,430,290,95,112,All
Kai Scott,,,4,554,769,583,422,280,170,384,401,314,381,363,214,126,247,192,111,306,253,195,120,249,114,135,164,87,158,94,163,140,51,108,35,37,30,60,62,52,34,18,29,604,249,370,229,118,100,All
Stella Tsai,,,,6,544,648,474,414,261,482,407,232,325,276,299,121,322,206,252,295,138,291,128,189,115,89,86,172,143,157,78,130,75,112,51,52,53,93,102,48,45,26,35,618,234,395,255,94,106,All
Chris Mallios,,,,,18,489,432,220,121,335,336,292,305,284,173,124,215,212,62,176,181,168,120,187,92,69,86,45,142,73,148,100,37,86,27,40,33,31,24,30,12,22,19,562,211,341,187,73,96,All
Mia Roberts Perez,,,,,,10,399,377,278,429,471,289,279,353,277,152,306,175,264,284,182,247,114,164,109,146,93,188,143,161,136,143,66,99,50,59,45,116,88,63,52,33,44,561,263,392,255,121,91,All
Anthony Kyriakakis,,,,,,,36,249,174,287,262,253,286,224,176,166,197,241,137,149,125,168,154,152,121,65,77,92,141,76,87,111,92,100,59,82,65,48,62,50,17,29,28,496,238,293,164,80,96,All
Jennifer Schultz,,,,,,,,5,341,371,297,183,181,209,270,178,287,173,314,222,77,240,104,96,190,131,85,202,106,117,68,97,134,105,111,62,115,103,83,60,49,34,42,431,265,291,291,67,79,All
