col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Lyris Younge,Tracy B Roman,Ken Powell,Scott Diclaudio,Mia Roberts Perez,Kai Scott,Daine Grey Jr,Abbe Fletman,Chris Mallios,Michael Fanning,Stephanie M Sawyer,Vincent N Melchiorre,Jon Marshall,Leon Goodman,Lucretia Clemons,Rainy Papademetriou,Edward William Louden Jr,Lynne M Summers,James F Berardinelli,Jennifer Schultz,Shanese Johnson,Sherman Toppin,Deborah Watson Stokes,Sandjai Weaver,Tangie M Boston,Thomas Martin,Vince Giusini,Anthony Kyriakakis,Frances Fattah,Leon A King Ii,Marissa Brumbach,Vincent Furlong,Rania Major,Stella Tsai,Wayne M D Bennett,Betsy Wahl,Franklin A Bennett Iii,William J Ciancaglini,Brian T Ortelere,Chris Mccabe,Jodi Lobel,Starr Marshall Cash,Joshua Hill,Blondell Reynolds Brown,William K Greenlee,W Wilson Goode Jr,Ed Neilson,Sherrie Cohen,Derek S Green,Isaiah Thomas,Jenne Ayers,Allan Domb,Wilson Alexander,Thomas Wyatt,Helen Gym,Paul Steinke,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,1
Lyris Younge,0,34,35,33,29,32,31,23,25,25,24,24,5,6,6,4,6,7,2,7,4,6,5,5,5,4,4,5,4,3,2,3,2,3,6,4,1,4,4,2,2,3,1,20,21,18,17,15,12,8,10,8,6,5,5,5,2,4,2,1
Tracy B Roman,,2,32,33,26,25,24,19,22,21,20,23,1,3,3,3,2,2,4,4,4,2,3,2,3,1,1,0,0,4,1,0,3,3,2,2,1,3,2,1,0,1,0,17,16,14,13,17,7,3,7,7,4,1,3,3,3,2,0,1
Ken Powell,,,1,32,28,25,27,21,21,23,20,25,3,4,4,2,6,2,4,6,1,4,3,1,2,3,2,2,2,3,1,5,3,1,4,1,2,3,2,1,1,1,1,17,15,14,14,13,8,4,6,5,7,4,3,3,1,3,1,1
Scott Diclaudio,,,,0,27,26,25,21,23,21,19,23,3,4,1,6,3,1,5,3,0,1,3,2,2,1,2,1,1,2,1,2,2,1,1,1,3,1,2,1,0,0,1,16,14,11,12,16,12,3,6,4,6,6,4,5,1,1,0,1
Mia Roberts Perez,,,,,1,29,27,21,23,23,21,24,2,3,4,6,4,3,3,3,2,3,3,3,5,1,2,2,2,3,1,2,4,2,4,1,3,3,1,2,0,3,2,20,16,17,17,18,6,6,6,4,6,4,7,4,2,3,2,1
Kai Scott,,,,,,0,27,23,27,24,24,24,3,5,4,5,2,5,3,5,4,4,7,6,4,2,3,3,5,4,2,1,3,5,2,2,4,3,1,3,1,2,3,23,18,19,16,21,8,6,7,3,4,5,6,5,2,3,1,1
Daine Grey Jr,,,,,,,0,24,21,21,18,22,3,4,2,4,5,3,4,7,2,4,5,3,3,1,5,2,3,3,2,4,1,4,5,2,1,4,3,1,1,2,1,15,13,13,14,14,6,6,9,4,6,6,4,5,2,5,2,1
Abbe Fletman,,,,,,,,0,20,17,15,19,5,2,0,1,2,0,3,4,1,2,2,3,4,2,1,4,1,0,1,1,1,2,4,2,2,2,2,2,0,1,2,13,11,10,11,13,6,1,5,3,5,5,3,2,1,2,1,1
