col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Mayor - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Nelson Diaz,Ken Powell,Lyris Younge,Tracy B Roman,Scott Diclaudio,Daine Grey Jr,Kai Scott,Abbe Fletman,Mia Roberts Perez,Stephanie M Sawyer,Leon Goodman,Frances Fattah,Jon Marshall,Michael Fanning,Chris Mallios,Deborah Watson Stokes,Jennifer Schultz,Vincent N Melchiorre,Thomas Martin,Rainy Papademetriou,Edward William Louden Jr,Leon A King Ii,Lynne M Summers,Vincent Furlong,Lucretia Clemons,Wayne M D Bennett,Shanese Johnson,Brian T Ortelere,Rania Major,James F Berardinelli,Stella Tsai,Anthony Kyriakakis,Betsy Wahl,Sherman Toppin,Sandjai Weaver,Joshua Hill,Marissa Brumbach,Chris Mccabe,Vince Giusini,Tangie M Boston,Starr Marshall Cash,Jodi Lobel,Franklin A Bennett Iii,William J Ciancaglini,All
Jim Kenney,310,0,0,0,0,0,274,278,230,228,263,240,217,193,197,112,114,117,155,166,101,117,131,104,118,67,84,76,90,69,69,58,76,55,66,56,55,57,58,37,48,38,38,39,40,31,35,29,24,All
Anthony Hardy Williams,,313,0,0,0,0,245,211,220,190,154,126,112,103,104,156,144,134,86,59,97,82,65,84,68,111,86,66,65,60,62,70,47,44,47,39,37,40,43,51,48,37,32,28,34,29,31,22,19,All
Lynne M Abraham,,,32,0,0,0,30,29,32,23,22,16,14,17,19,18,18,20,14,9,18,16,9,14,12,13,9,16,12,16,11,10,5,14,7,10,10,13,5,7,3,9,5,13,6,7,7,5,3,All
Doug Oliver,,,,25,0,0,17,24,19,14,26,21,12,22,20,23,24,7,8,8,23,22,8,9,10,10,19,16,10,15,8,12,5,12,7,18,8,7,3,10,5,10,7,1,4,9,4,2,2,All
T Milton Street Sr,,,,,16,0,17,15,19,17,11,4,15,6,3,22,9,10,3,4,1,3,4,5,4,14,8,2,5,4,3,5,8,6,7,4,3,2,5,7,2,3,2,5,1,3,1,2,0,All
Nelson Diaz,,,,,,11,11,12,9,7,10,15,9,13,11,8,10,5,9,8,14,6,2,11,7,3,13,6,1,4,9,2,2,5,1,7,10,5,4,5,4,4,4,3,3,5,5,3,1,All
Ken Powell,,,,,,,2,368,330,344,293,234,242,210,185,185,128,157,194,179,86,84,177,135,102,131,91,71,85,49,73,60,69,63,58,42,40,40,42,54,53,25,28,30,29,25,10,27,16,All
Lyris Younge,,,,,,,,5,329,331,298,268,238,240,217,126,115,134,196,190,108,91,175,97,96,125,84,68,63,71,53,63,42,59,49,45,45,48,52,47,31,37,49,38,28,31,25,16,16,All
Tracy B Roman,,,,,,,,,6,303,239,181,194,169,183,150,111,123,144,128,65,101,132,77,59,132,84,60,69,61,53,67,64,57,56,47,36,39,43,46,47,37,18,29,33,27,21,21,19,All
Scott Diclaudio,,,,,,,,,,6,242,181,208,179,143,123,58,126,185,165,38,72,172,86,94,122,51,40,47,33,49,28,64,37,59,30,32,20,28,31,29,16,14,32,12,11,12,22,16,All
Daine Grey Jr,,,,,,,,,,,1,242,291,219,210,112,102,74,186,189,92,98,161,101,131,69,93,62,87,60,57,59,69,50,66,52,39,41,52,47,50,34,42,31,32,34,23,24,13,All
