col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Vincent N Melchiorre,Vince Giusini,Marissa Brumbach,Scott Diclaudio,James F Berardinelli,Ken Powell,William J Ciancaglini,Tracy B Roman,Michael Fanning,Abbe Fletman,Chris Mallios,Rainy Papademetriou,Jennifer Schultz,Thomas Martin,Lyris Younge,Vincent Furlong,Chris Mccabe,Stella Tsai,Kai Scott,Mia Roberts Perez,Brian T Ortelere,Lynne M Summers,Anthony Kyriakakis,Daine Grey Jr,Stephanie M Sawyer,Betsy Wahl,Jodi Lobel,Edward William Louden Jr,Deborah Watson Stokes,Jon Marshall,Leon Goodman,Lucretia Clemons,Wayne M D Bennett,Joshua Hill,Rania Major,Frances Fattah,Franklin A Bennett Iii,Leon A King Ii,Shanese Johnson,Sandjai Weaver,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,Allan Domb,Ed Neilson,Frank Rizzo,William K Greenlee,Blondell Reynolds Brown,Helen Gym,Derek S Green,Paul Steinke,Thomas Wyatt,Sherrie Cohen,Jenne Ayers,Marnie Aument Loughrey,Carla M Cain,W Wilson Goode Jr,Isaiah Thomas,Wilson Alexander,All
Vincent N Melchiorre,66,916,767,398,310,278,289,260,303,185,242,180,108,196,172,132,189,91,106,84,79,87,89,52,67,65,66,54,57,49,50,39,42,45,32,31,40,23,27,28,9,20,12,724,816,464,666,376,187,238,177,179,157,85,106,53,61,59,25,All
Vince Giusini,,84,761,425,361,256,320,228,222,161,173,155,127,173,141,165,164,101,82,82,97,95,97,55,70,64,82,71,68,59,67,40,65,53,38,34,57,33,30,29,12,23,14,765,559,519,384,360,212,217,205,179,154,90,107,62,80,69,33,All
Marissa Brumbach,,,59,273,205,208,202,198,200,152,154,126,111,128,116,108,142,97,71,85,51,94,68,42,83,86,80,53,66,38,44,61,44,33,44,24,31,19,32,32,14,19,15,609,506,368,343,327,182,175,165,144,157,85,105,58,54,62,18,All
Scott Diclaudio,,,,13,285,270,219,291,163,183,151,144,113,168,212,126,153,66,78,64,96,67,65,57,53,32,55,87,48,82,80,27,42,40,29,25,39,24,21,22,14,16,16,369,237,294,249,199,113,245,117,125,123,105,62,62,49,38,54,All
James F Berardinelli,,,,,7,111,231,124,68,106,81,141,130,69,60,144,85,82,63,70,137,75,92,87,55,38,57,64,56,59,67,30,41,41,25,32,37,28,16,17,17,11,10,303,118,300,141,98,116,114,130,145,113,77,50,67,52,45,38,All
Ken Powell,,,,,,6,79,230,183,189,164,147,69,167,200,67,122,44,96,57,61,40,41,66,48,35,24,76,23,65,71,16,34,31,20,14,22,20,14,13,12,6,4,238,219,118,214,168,73,196,88,84,78,61,32,29,31,26,44,All
William J Ciancaglini,,,,,,,5,94,67,49,60,66,80,54,35,103,70,63,30,50,62,60,62,32,50,34,38,42,41,35,37,17,35,35,22,20,36,14,13,13,10,14,11,260,115,281,119,75,80,85,92,93,87,55,45,41,36,29,27,All
Tracy B Roman,,,,,,,,4,136,173,131,111,103,149,216,78,117,75,71,50,59,70,41,55,55,47,46,74,44,73,60,39,32,30,37,27,20,16,22,23,14,5,17,240,186,148,195,169,88,196,77,91,101,99,40,59,31,31,42,All
Michael Fanning,,,,,,,,,2,125,174,119,26,135,120,54,119,24,76,45,28,33,29,28,29,23,25,25,28,23,21,16,25,17,10,15,18,11,13,9,2,7,8,184,239,106,216,125,59,137,54,59,60,25,28,8,24,25,12,All
Abbe Fletman,,,,,,,,,,3,184,160,105,137,151,59,119,98,151,87,75,35,56,92,70,63,38,32,38,24,32,34,21,31,23,16,12,22,17,15,11,10,8,205,137,81,166,161,121,148,106,98,111,62,26,44,42,36,17,All
Chris Mallios,,,,,,,,,,,0,121,49,121,114,35,124,68,128,78,40,21,52,43,55,51,39,13,36,11,27,26,13,17,12,13,7,23,8,8,4,7,6,174,171,82,198,150,102,122,87,70,95,30,16,7,39,32,10,All
Rainy Papademetriou,,,,,,,,,,,,0,79,80,86,64,70,88,113,72,98,38,81,78,47,49,39,35,35,36,34,39,19,18,21,19,14,24,14,11,8,10,6,159,122,103,126,106,102,111,90,88,105,44,36,46,33,37,21,All
Jennifer Schultz,,,,,,,,,,,,,1,51,49,96,42,94,55,79,79,93,45,84,73,68,51,54,61,40,51,47,33,43,39,22,20,21,32,25,19,14,10,155,52,102,63,73,112,83,97,94,114,94,32,87,32,28,31,All
Thomas Martin,,,,,,,,,,,,,,3,146,43,103,23,72,29,26,32,21,23,21,18,18,24,15,33,35,18,24,24,15,14,19,14,11,13,14,6,5,160,154,82,157,128,50,149,46,56,50,32,22,20,20,27,19,All
Lyris Younge,,,,,,,,,,,,,,,1,35,95,23,65,31,30,30,19,27,16,20,12,56,13,48,35,14,10,11,14,19,9,10,10,11,11,4,6,149,141,58,148,142,50,164,39,43,46,48,15,20,22,23,24,All
Vincent Furlong,,,,,,,,,,,,,,,,4,44,34,27,32,59,49,47,60,37,22,27,56,34,35,42,15,28,32,26,26,23,19,16,14,11,13,6,165,66,148,75,50,58,59,67,73,68,56,30,53,26,31,31,All
Chris Mccabe,,,,,,,,,,,,,,,,,2,36,60,36,33,29,44,29,38,23,21,15,26,10,23,14,13,17,11,16,11,7,8,10,5,6,6,167,127,94,133,117,65,113,58,56,71,35,29,16,36,18,11,All
Stella Tsai,,,,,,,,,,,,,,,,,,0,84,107,50,51,70,56,81,84,54,18,53,14,28,60,18,27,40,31,13,25,30,25,7,8,11,102,32,74,69,66,116,50,102,66,112,60,30,48,35,35,11,All
Kai Scott,,,,,,,,,,,,,,,,,,,1,79,47,30,60,53,61,55,29,15,27,15,23,35,17,29,14,17,12,22,15,13,10,10,7,99,65,47,86,93,104,82,89,65,85,41,18,21,43,39,11,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,1,39,59,53,52,77,68,44,13,43,16,24,51,25,26,32,27,9,17,25,16,14,10,7,80,37,60,64,68,104,48,78,53,100,52,29,33,37,33,5,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,3,17,47,77,34,26,15,33,18,27,28,14,26,18,13,11,16,18,5,4,11,7,6,108,36,76,47,43,65,53,70,73,56,30,19,34,29,30,18,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,0,28,37,47,43,46,31,50,26,27,43,19,27,30,25,21,12,35,17,13,15,16,88,31,82,53,49,59,61,55,40,77,63,42,48,19,20,15,All
