col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
,Abbe Fletman,Chris Mallios,Kai Scott,Rainy Papademetriou,Stella Tsai,Brian T Ortelere,Ken Powell,Mia Roberts Perez,Anthony Kyriakakis,James F Berardinelli,Betsy Wahl,Vincent N Melchiorre,Jennifer Schultz,Jodi Lobel,Marissa Brumbach,Michael Fanning,Stephanie M Sawyer,Chris Mccabe,Lucretia Clemons,Tracy B Roman,Daine Grey Jr,Deborah Watson Stokes,Leon Goodman,Lynne M Summers,Leon A King Ii,Joshua Hill,Lyris Younge,Rania Major,Thomas Martin,Frances Fattah,Vince Giusini,Scott Diclaudio,Vincent Furlong,Jon Marshall,Wayne M D Bennett,Sandjai Weaver,Shanese Johnson,William J Ciancaglini,Edward William Louden Jr,Franklin A Bennett Iii,Sherman Toppin,Tangie M Boston,Starr Marshall Cash,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Anthony Clark,Will Mega,Omar Sabir,1
Abbe Fletman,2,112,106,94,79,86,77,66,71,55,40,48,33,32,21,41,28,31,23,15,22,15,13,10,9,8,4,6,15,2,8,6,7,3,4,5,4,2,1,3,0,1,0,104,79,16,9,11,5,1
Chris Mallios,,4,94,84,78,73,75,64,66,57,31,38,34,28,27,40,27,21,20,7,20,13,8,6,11,5,7,3,6,5,7,6,9,4,5,2,4,3,0,5,0,1,0,102,68,14,14,12,8,1
Kai Scott,,,0,88,79,78,66,62,67,49,36,43,33,31,24,35,29,27,30,7,22,17,10,11,10,6,7,9,14,4,6,3,6,4,4,8,7,4,1,3,3,1,0,88,68,15,10,11,12,1
Rainy Papademetriou,,,,2,79,88,71,61,70,49,35,41,31,28,19,40,22,28,22,14,17,12,7,9,11,9,6,8,15,4,4,7,4,5,4,5,5,3,2,4,1,0,0,95,66,9,10,9,8,1
Stella Tsai,,,,,2,70,65,63,63,47,36,32,37,29,24,35,26,21,15,10,20,12,10,11,11,5,7,11,5,8,2,4,6,3,3,5,3,2,1,2,2,1,1,88,61,11,10,9,7,1
Brian T Ortelere,,,,,,1,73,47,71,48,24,43,27,22,12,35,16,26,21,9,19,6,7,7,9,3,7,5,14,3,3,5,5,6,1,4,4,1,0,2,1,0,0,82,63,4,3,11,5,1
Ken Powell,,,,,,,1,49,63,50,24,34,23,19,8,32,17,18,9,8,18,6,8,4,6,4,7,2,7,2,3,8,4,7,3,2,2,2,3,2,0,0,0,74,55,9,10,7,3,1
Mia Roberts Perez,,,,,,,,0,48,43,24,29,16,15,22,36,26,10,11,11,18,15,7,9,4,8,8,6,5,8,3,3,5,4,3,3,4,4,2,2,2,0,0,70,53,7,9,3,8,1
