col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Blondell Reynolds Brown,Derek S Green,Sherrie Cohen,Helen Gym,Isaiah Thomas,William K Greenlee,W Wilson Goode Jr,Paul Steinke,Allan Domb,Thomas Wyatt,Jenne Ayers,Carla M Cain,Ed Neilson,Wilson Alexander,Frank Rizzo,Marnie Aument Loughrey,Kai Scott,Ken Powell,Abbe Fletman,Mia Roberts Perez,Stephanie M Sawyer,Tracy B Roman,Daine Grey Jr,Rainy Papademetriou,Lyris Younge,Scott Diclaudio,Stella Tsai,Chris Mallios,Jennifer Schultz,Jodi Lobel,Leon Goodman,Wayne M D Bennett,Betsy Wahl,Deborah Watson Stokes,Shanese Johnson,Thomas Martin,Lucretia Clemons,Lynne M Summers,Anthony Kyriakakis,Marissa Brumbach,Leon A King Ii,Michael Fanning,James F Berardinelli,Chris Mccabe,Jon Marshall,Vincent Furlong,William J Ciancaglini,Vincent N Melchiorre,Joshua Hill,Rania Major,Brian T Ortelere,Sherman Toppin,Frances Fattah,Sandjai Weaver,Vince Giusini,Edward William Louden Jr,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,1
Blondell Reynolds Brown,0,10,26,14,18,23,20,4,7,6,7,9,13,4,4,1,25,16,17,21,26,18,22,9,18,13,12,12,8,8,8,10,10,12,13,9,12,12,8,7,10,9,4,7,3,8,3,8,9,7,3,6,8,4,3,2,1,2,1,1
Derek S Green,,4,10,9,15,6,7,7,9,15,9,5,5,11,3,4,14,16,10,10,10,16,10,6,11,10,7,3,8,7,11,6,7,7,11,11,7,9,6,3,7,4,4,3,9,5,4,0,7,1,4,5,4,5,1,5,2,2,3,1
Sherrie Cohen,,,1,20,13,19,16,9,4,8,12,7,10,2,3,3,26,16,19,20,21,13,18,13,12,12,17,12,11,8,8,10,12,9,9,5,6,9,8,6,7,5,7,8,5,5,4,8,6,8,6,4,4,4,1,2,3,2,0,1
Helen Gym,,,,0,14,9,10,16,6,12,10,9,3,3,1,3,20,12,19,17,16,8,12,20,5,6,17,18,13,9,6,5,11,10,3,2,7,5,6,9,5,3,7,7,2,3,1,4,2,6,4,2,1,3,3,2,3,2,0,1
Isaiah Thomas,,,,,2,12,12,9,13,8,7,5,7,4,4,5,22,14,13,13,15,11,14,10,15,6,8,6,10,13,8,9,11,12,12,9,15,9,5,10,10,6,2,5,4,5,2,4,5,6,3,5,5,3,2,4,3,2,1,1
William K Greenlee,,,,,,0,16,3,8,3,3,3,12,3,2,0,21,16,13,11,14,10,16,9,11,11,9,10,9,6,8,7,7,6,6,6,8,6,10,7,7,10,4,8,5,5,2,8,6,4,5,2,3,3,1,0,1,1,1,1
W Wilson Goode Jr,,,,,,,1,3,6,3,4,3,8,2,3,0,16,14,8,13,15,9,14,6,11,8,6,7,5,3,7,6,4,7,8,6,6,11,5,6,7,4,5,4,3,5,3,4,5,3,2,3,6,2,3,3,1,1,2,1
Paul Steinke,,,,,,,,1,6,11,2,2,3,1,2,4,14,9,13,7,6,3,5,12,4,2,10,10,5,10,4,7,5,6,2,5,4,2,7,5,2,4,6,5,2,2,3,3,0,3,5,2,1,1,4,1,1,1,0,1
