col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
,Vincent N Melchiorre,Vince Giusini,Marissa Brumbach,Scott Diclaudio,William J Ciancaglini,James F Berardinelli,Michael Fanning,Vincent Furlong,Ken Powell,Tracy B Roman,Chris Mallios,Chris Mccabe,Thomas Martin,Jodi Lobel,Abbe Fletman,Lyris Younge,Jennifer Schultz,Anthony Kyriakakis,Betsy Wahl,Lynne M Summers,Brian T Ortelere,Leon Goodman,Mia Roberts Perez,Stella Tsai,Franklin A Bennett Iii,Rainy Papademetriou,Wayne M D Bennett,Daine Grey Jr,Jon Marshall,Deborah Watson Stokes,Edward William Louden Jr,Kai Scott,Rania Major,Shanese Johnson,Joshua Hill,Sandjai Weaver,Starr Marshall Cash,Stephanie M Sawyer,Tangie M Boston,Frances Fattah,Leon A King Ii,Lucretia Clemons,Sherman Toppin,Tracey L Gordon,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Will Mega,Omar Sabir,1
Vincent N Melchiorre,21,86,60,21,19,17,14,11,13,13,10,11,12,7,7,8,6,7,5,6,2,2,4,4,3,2,2,2,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,30,21,16,8,3,2,1
Vince Giusini,,12,62,22,18,14,13,11,12,11,8,10,9,8,6,7,4,5,4,3,3,3,1,4,4,2,3,1,1,1,1,1,2,1,0,1,0,1,1,0,0,0,0,30,22,18,7,2,1,1
Marissa Brumbach,,,6,17,11,6,11,4,11,13,9,9,7,8,6,7,1,3,3,3,1,2,2,4,2,1,2,0,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,28,13,12,6,1,1,1
Scott Diclaudio,,,,0,10,10,10,6,12,11,7,10,8,4,6,9,5,3,2,4,3,4,2,1,4,1,2,1,2,1,1,1,2,1,1,0,0,0,1,0,0,0,0,2,16,13,5,3,1,1
William J Ciancaglini,,,,,0,10,6,9,2,3,2,2,2,3,2,1,5,6,3,5,2,0,2,5,3,1,3,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,2,7,8,7,2,0,1
James F Berardinelli,,,,,,0,4,9,3,3,2,3,1,4,2,1,6,4,1,2,3,4,3,1,2,3,2,2,2,2,1,0,2,1,1,0,0,1,1,0,0,0,0,3,7,4,4,3,1,1
Michael Fanning,,,,,,,0,2,8,7,9,8,6,2,5,6,1,2,1,2,0,1,2,2,1,1,3,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,11,9,2,0,0,1
Vincent Furlong,,,,,,,,1,2,3,1,2,1,1,0,1,7,4,2,3,4,1,1,3,3,3,2,1,1,0,1,0,2,0,1,1,0,1,1,0,0,0,0,2,5,5,5,3,0,1
Ken Powell,,,,,,,,,0,10,7,6,7,1,5,9,1,1,0,1,1,2,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,7,1,0,1,1
Tracy B Roman,,,,,,,,,,0,7,6,7,2,4,8,2,1,1,2,1,2,1,1,0,2,1,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,9,8,3,1,1,1
Chris Mallios,,,,,,,,,,,0,6,6,2,4,6,1,2,1,1,0,1,2,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,9,8,2,0,0,1
Chris Mccabe,,,,,,,,,,,,0,6,1,4,5,1,0,0,0,2,1,1,0,1,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,9,6,0,1,0,1
Thomas Martin,,,,,,,,,,,,,0,0,4,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,9,7,0,1,0,1
Jodi Lobel,,,,,,,,,,,,,,0,1,0,0,2,1,1,0,4,3,2,1,0,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,4,3,0,1,1
Abbe Fletman,,,,,,,,,,,,,,,0,4,1,0,0,2,0,1,2,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,5,6,0,0,0,1
Lyris Younge,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,0,3,2,4,4,1,2,1,2,3,1,2,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,2,3,3,4,2,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,0,3,3,1,1,1,3,2,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,3,4,0,1,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,0,3,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,0,1,0,3,1,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3,4,1,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,2,1,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,1,2,1,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,3,3,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1
