col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Tracy B Roman,Jennifer Schultz,Ken Powell,Leon Goodman,Abbe Fletman,Daine Grey Jr,Lyris Younge,Scott Diclaudio,Kai Scott,Jon Marshall,Mia Roberts Perez,James F Berardinelli,Lynne M Summers,Michael Fanning,Chris Mallios,Anthony Kyriakakis,Vincent Furlong,Rainy Papademetriou,Stephanie M Sawyer,Thomas Martin,Lucretia Clemons,Brian T Ortelere,Edward William Louden Jr,Deborah Watson Stokes,Vincent N Melchiorre,Betsy Wahl,Stella Tsai,Marissa Brumbach,Jodi Lobel,Wayne M D Bennett,Leon A King Ii,Vince Giusini,Frances Fattah,Joshua Hill,Chris Mccabe,Sherman Toppin,Shanese Johnson,Rania Major,Sandjai Weaver,William J Ciancaglini,Franklin A Bennett Iii,Tangie M Boston,Starr Marshall Cash,All
Kevin M Dougherty,147,370,256,243,51,60,222,228,197,180,183,191,179,170,185,143,156,161,137,154,142,142,145,137,131,133,123,119,103,121,123,107,100,102,99,98,89,79,80,81,81,73,63,66,68,64,48,44,32,All
Anne E Lazarus,,9,182,172,40,27,161,175,113,128,143,122,104,102,135,78,123,94,113,91,96,108,96,72,105,81,89,63,61,93,80,103,103,85,77,75,66,59,57,69,57,55,52,59,45,50,35,37,26,All
David Wecht,,,18,108,26,20,129,113,126,116,120,110,117,117,96,104,81,84,63,73,77,87,63,78,64,54,60,78,86,41,71,54,50,46,52,56,44,45,30,46,46,41,14,28,23,30,24,17,16,All
Christine Donohue,,,,11,24,32,157,119,106,112,71,99,98,98,84,91,95,74,95,63,64,60,66,73,80,66,64,54,76,78,45,71,75,62,46,48,51,41,54,48,40,44,49,41,44,39,26,24,25,All
John Henry Foradora,,,,,2,15,33,45,23,31,38,38,19,25,23,25,24,37,25,10,19,23,27,31,22,19,14,27,12,15,15,16,22,13,12,17,15,21,14,11,7,11,16,7,11,12,6,12,9,All
Dwayne D Woodruff,,,,,,2,35,31,29,28,22,29,27,20,30,23,23,16,28,16,14,22,20,10,23,30,19,15,16,22,13,11,15,13,13,22,28,14,19,12,13,23,24,8,13,11,3,6,8,All
Tracy B Roman,,,,,,,10,128,128,116,90,114,126,118,90,85,75,62,75,57,49,60,43,53,72,51,65,61,93,54,54,52,60,46,32,45,49,26,46,38,20,46,47,45,31,23,19,23,13,All
Jennifer Schultz,,,,,,,,2,85,104,100,89,73,78,61,70,69,83,98,37,39,59,84,65,67,47,57,74,63,65,38,69,73,60,44,53,42,40,45,45,31,38,41,44,26,31,17,21,16,All
Ken Powell,,,,,,,,,3,98,77,104,121,105,80,92,61,59,49,60,49,43,50,39,47,60,45,51,73,34,60,32,27,18,16,42,43,28,29,39,30,36,27,18,24,18,22,10,10,All
Leon Goodman,,,,,,,,,,3,67,84,78,89,53,104,44,61,68,25,33,34,57,47,50,50,39,49,68,53,27,38,43,39,40,55,46,30,38,50,30,35,30,28,19,22,24,18,15,All
Abbe Fletman,,,,,,,,,,,1,93,73,60,94,36,62,65,41,61,85,60,47,60,62,49,43,63,31,37,75,46,41,39,41,31,25,33,17,28,32,17,11,10,14,16,9,9,10,All
Daine Grey Jr,,,,,,,,,,,,0,103,76,95,67,73,60,59,61,65,46,54,70,71,49,53,69,53,43,50,53,40,37,35,34,44,29,26,25,28,40,34,29,35,14,12,13,15,All
Lyris Younge,,,,,,,,,,,,,3,96,78,77,67,42,37,60,60,43,45,37,59,41,37,38,69,37,50,31,28,28,20,30,27,22,25,22,25,31,25,23,17,11,14,11,14,All
Scott Diclaudio,,,,,,,,,,,,,,2,45,87,52,60,36,43,33,38,50,49,40,30,19,59,79,30,46,17,28,13,19,43,30,35,23,31,15,23,17,18,20,27,22,12,3,All
Kai Scott,,,,,,,,,,,,,,,1,29,84,36,49,69,91,60,41,39,73,51,61,41,24,48,73,53,34,34,27,38,35,31,31,29,43,34,29,23,22,20,16,12,20,All
