col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Darrell L Clarke,Tracy B Roman,Ken Powell,Daine Grey Jr,Kai Scott,Frances Fattah,Lyris Younge,Jennifer Schultz,Stephanie M Sawyer,Abbe Fletman,Leon Goodman,Thomas Martin,Scott Diclaudio,Jon Marshall,Michael Fanning,Rainy Papademetriou,Deborah Watson Stokes,Mia Roberts Perez,Brian T Ortelere,Joshua Hill,Vincent Furlong,Chris Mallios,Edward William Louden Jr,James F Berardinelli,Shanese Johnson,Vincent N Melchiorre,Lucretia Clemons,Lynne M Summers,Stella Tsai,Leon A King Ii,Rania Major,Sherman Toppin,Tangie M Boston,Vince Giusini,Wayne M D Bennett,Anthony Kyriakakis,Franklin A Bennett Iii,Marissa Brumbach,William J Ciancaglini,Betsy Wahl,Jodi Lobel,Sandjai Weaver,Chris Mccabe,Starr Marshall Cash,1
Darrell L Clarke,10,17,17,14,12,12,11,11,9,8,10,10,8,8,6,7,7,5,6,5,5,4,4,5,4,4,4,4,3,3,2,3,3,2,3,2,2,2,2,1,1,1,0,0,1
Tracy B Roman,,1,12,10,5,6,8,8,7,8,9,5,9,5,5,5,3,4,4,3,2,4,4,5,3,3,2,3,2,1,2,1,1,0,2,0,1,1,2,0,0,0,0,0,1
Ken Powell,,,0,10,8,4,10,7,7,7,6,6,9,6,5,3,3,5,3,4,2,3,3,2,1,3,2,1,1,3,1,2,2,1,2,1,0,0,1,0,1,0,0,0,1
Daine Grey Jr,,,,0,8,4,9,8,8,10,4,3,7,3,6,3,2,6,3,2,3,3,4,3,3,4,2,1,2,1,1,1,1,2,1,2,1,1,0,1,0,0,0,0,1
Kai Scott,,,,,2,8,7,3,9,5,1,5,4,1,6,2,3,6,0,2,1,3,0,0,0,5,2,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1
Frances Fattah,,,,,,1,5,5,6,3,4,8,1,0,4,4,4,4,1,5,2,2,2,1,2,3,2,1,1,2,3,2,2,1,1,0,2,0,1,1,1,0,0,0,1
Lyris Younge,,,,,,,0,3,7,5,4,3,7,3,5,1,1,6,2,3,2,2,3,1,1,3,2,0,0,2,0,2,1,2,1,1,1,0,0,1,0,0,0,0,1
Jennifer Schultz,,,,,,,,0,3,5,4,5,2,3,2,4,2,1,3,4,2,2,4,3,3,0,1,2,2,1,2,0,0,1,1,1,1,0,1,1,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,0,6,2,4,4,0,5,2,4,5,1,2,2,4,0,2,1,4,2,1,1,2,2,0,2,0,0,0,0,1,0,0,1,0,0,0,1
Abbe Fletman,,,,,,,,,,0,1,2,6,1,5,2,2,5,2,0,2,4,1,2,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,0,4,4,5,0,4,2,1,3,3,2,0,4,4,2,0,3,1,2,1,1,2,2,0,1,0,1,1,1,0,0,0,0,0,1
Thomas Martin,,,,,,,,,,,,0,0,2,3,4,5,2,2,5,3,3,1,1,2,2,2,1,2,3,3,3,2,1,3,1,1,0,2,0,1,0,0,0,1
Scott Diclaudio,,,,,,,,,,,,,0,4,4,2,0,4,2,0,0,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,0,0,3,0,0,4,0,2,0,3,3,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Michael Fanning,,,,,,,,,,,,,,,0,1,2,6,0,2,1,4,1,0,2,5,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,0,3,0,4,2,2,1,3,4,1,1,0,1,2,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,0,2,1,3,2,3,0,2,2,1,2,3,2,1,2,1,3,0,1,0,0,1,1,0,1,1,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,0,0,2,1,3,1,0,1,4,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,0,0,2,1,2,4,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,3,0,2,1,1,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,1
