col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Blondell Reynolds Brown,Helen Gym,Derek S Green,Isaiah Thomas,Allan Domb,Sherrie Cohen,Paul Steinke,William K Greenlee,Jenne Ayers,W Wilson Goode Jr,Thomas Wyatt,Carla M Cain,Wilson Alexander,Ed Neilson,Frank Rizzo,Marnie Aument Loughrey,Ken Powell,Mia Roberts Perez,Deborah Watson Stokes,Scott Diclaudio,Tracy B Roman,Daine Grey Jr,Kai Scott,Lyris Younge,Abbe Fletman,Jennifer Schultz,Leon Goodman,Betsy Wahl,Frances Fattah,Rainy Papademetriou,Anthony Kyriakakis,Edward William Louden Jr,Jodi Lobel,Jon Marshall,Lynne M Summers,Rania Major,Shanese Johnson,Stella Tsai,Lucretia Clemons,Marissa Brumbach,Sandjai Weaver,Sherman Toppin,Brian T Ortelere,Leon A King Ii,Stephanie M Sawyer,Tangie M Boston,Chris Mallios,Starr Marshall Cash,Vincent N Melchiorre,Thomas Martin,Vincent Furlong,James F Berardinelli,Michael Fanning,Wayne M D Bennett,Chris Mccabe,Joshua Hill,Vince Giusini,William J Ciancaglini,Franklin A Bennett Iii,1
Blondell Reynolds Brown,0,10,8,11,6,9,5,7,4,7,6,5,4,5,0,0,7,10,9,6,8,6,8,9,4,6,5,5,6,7,7,4,5,6,3,5,5,5,7,6,4,4,2,3,4,1,0,3,3,3,0,1,2,1,1,2,1,0,0,1
Helen Gym,,1,4,7,5,13,11,3,2,5,8,2,3,4,0,1,8,9,7,5,7,8,7,7,6,9,2,5,4,6,4,2,5,2,5,5,3,5,2,5,4,1,4,4,4,3,4,3,3,2,1,1,0,0,1,1,1,0,0,1
Derek S Green,,,1,7,3,6,3,5,6,4,5,6,4,0,0,0,6,5,4,3,4,4,5,3,3,2,7,2,5,2,2,4,2,5,3,0,4,3,3,1,2,3,1,2,2,1,2,1,1,2,2,0,1,2,0,1,0,0,0,1
Isaiah Thomas,,,,0,4,6,4,4,5,5,2,5,4,3,0,0,5,6,5,3,5,8,5,6,5,3,2,3,3,2,2,1,3,3,3,4,3,3,5,1,3,2,1,2,4,4,1,2,2,0,0,0,0,2,1,0,0,0,0,1
Allan Domb,,,,,0,4,5,8,3,4,2,2,2,4,1,2,6,4,4,4,2,3,4,2,5,4,3,1,3,5,5,0,6,4,2,4,2,2,2,3,1,0,3,2,1,1,2,3,2,2,3,1,3,1,1,0,1,1,1,1
Sherrie Cohen,,,,,,0,6,3,1,3,4,3,2,1,0,0,4,7,6,1,5,8,4,4,5,9,2,5,4,6,5,2,3,2,2,4,4,5,3,5,3,1,3,2,4,3,3,2,1,3,1,1,1,0,0,2,0,0,0,1
Paul Steinke,,,,,,,0,3,1,4,5,1,1,3,1,2,2,3,4,4,3,4,5,4,6,5,2,2,0,3,2,2,3,1,2,3,2,4,2,1,0,1,2,0,2,2,3,0,3,1,1,2,1,1,1,1,1,1,1,1
William K Greenlee,,,,,,,,0,0,3,2,3,2,4,2,2,5,4,3,4,3,4,5,3,4,3,3,2,4,4,5,0,5,3,2,3,2,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,3,1,0,0,1,1,1,1
Jenne Ayers,,,,,,,,,0,3,2,3,4,1,1,0,6,4,3,3,5,1,2,4,1,2,5,1,3,2,1,3,0,4,1,1,3,0,1,1,1,3,2,1,0,0,1,2,1,1,1,0,0,2,0,1,1,1,0,1
W Wilson Goode Jr,,,,,,,,,,0,2,2,1,2,0,0,4,3,5,2,4,1,3,4,3,3,2,3,2,2,3,3,3,1,4,2,2,3,3,4,1,4,2,2,2,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1
Thomas Wyatt,,,,,,,,,,,0,2,0,2,0,0,3,3,3,3,5,1,3,3,1,2,3,2,3,3,2,2,1,4,2,1,2,2,0,2,1,2,2,1,1,0,1,2,1,1,1,1,0,0,0,1,1,0,0,1
Carla M Cain,,,,,,,,,,,,0,2,0,0,0,3,4,4,1,4,5,2,1,3,3,3,2,3,1,1,2,0,3,3,1,5,1,1,1,4,2,1,2,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1
Wilson Alexander,,,,,,,,,,,,,0,1,0,0,5,4,4,1,1,2,3,4,0,3,3,1,3,0,1,1,0,1,2,2,0,1,1,0,4,1,0,3,1,1,2,2,0,1,2,0,0,1,0,0,0,0,0,1
Ed Neilson,,,,,,,,,,,,,,0,1,1,3,4,1,6,4,3,3,3,3,2,2,2,1,4,4,1,3,2,2,4,0,3,1,2,1,0,1,1,1,2,1,1,2,1,1,1,2,1,0,0,2,1,1,1
Frank Rizzo,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,1
