col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
,Mia Roberts Perez,Abbe Fletman,Kai Scott,Rainy Papademetriou,Chris Mallios,Stella Tsai,Anthony Kyriakakis,Jennifer Schultz,Betsy Wahl,Ken Powell,Jodi Lobel,Stephanie M Sawyer,Joshua Hill,Daine Grey Jr,Chris Mccabe,Deborah Watson Stokes,Michael Fanning,Vincent N Melchiorre,Lucretia Clemons,Brian T Ortelere,James F Berardinelli,Lynne M Summers,Wayne M D Bennett,Frances Fattah,Leon Goodman,Tracy B Roman,Lyris Younge,Leon A King Ii,Sherman Toppin,Shanese Johnson,Marissa Brumbach,Rania Major,Thomas Martin,Tangie M Boston,Jon Marshall,Franklin A Bennett Iii,Sandjai Weaver,Vince Giusini,Edward William Louden Jr,Scott Diclaudio,Starr Marshall Cash,Vincent Furlong,William J Ciancaglini,Carol A Jenkins,Lisa M Deeley,Will Mega,Anthony Clark,Tracey L Gordon,Omar Sabir,1
Mia Roberts Perez,4,160,148,148,130,129,116,98,79,85,69,89,80,90,51,52,50,34,27,23,18,13,18,17,16,17,17,13,11,15,13,9,7,5,5,3,5,5,3,2,3,3,0,125,88,50,30,21,11,1
Abbe Fletman,,1,139,141,138,131,104,84,76,86,64,76,66,79,52,41,47,36,27,28,22,7,19,6,15,8,7,9,7,6,7,2,7,3,4,4,4,3,1,4,2,2,2,117,84,40,19,13,6,1
Kai Scott,,,0,131,119,110,98,68,61,67,48,74,53,81,41,41,44,37,21,24,18,11,17,14,13,11,16,11,9,6,5,5,10,5,3,4,5,4,2,3,3,2,0,101,69,37,22,13,13,1
Rainy Papademetriou,,,,0,111,114,111,77,67,71,50,71,53,76,39,40,38,32,20,23,16,8,12,6,9,6,6,7,4,8,6,3,7,4,3,4,4,2,2,2,2,2,1,102,67,43,14,10,6,1
Chris Mallios,,,,,0,105,87,60,67,68,49,63,48,75,43,42,38,32,15,20,22,2,15,2,13,7,9,8,6,2,4,0,6,3,1,3,2,1,1,2,3,1,1,93,62,36,16,7,8,1
Stella Tsai,,,,,,0,88,70,67,65,49,73,57,69,35,43,31,34,20,15,10,14,10,5,9,9,8,4,6,7,6,6,4,3,5,5,4,3,1,1,2,1,1,93,58,37,18,13,5,1
Anthony Kyriakakis,,,,,,,1,61,49,59,45,65,44,66,30,35,34,27,10,14,10,6,6,2,6,2,4,5,3,2,5,0,2,4,1,1,2,2,0,0,2,2,2,79,63,41,12,8,5,1
Jennifer Schultz,,,,,,,,0,32,64,44,44,49,38,42,16,39,10,15,8,8,12,7,8,12,14,5,6,3,7,10,8,2,4,7,2,3,3,2,2,1,3,1,77,63,10,14,11,4,1
Betsy Wahl,,,,,,,,,2,17,37,52,26,43,12,41,11,32,25,10,6,11,12,5,11,12,5,7,7,8,13,8,3,5,3,3,3,2,1,1,3,2,4,45,29,36,12,11,6,1
Ken Powell,,,,,,,,,,0,45,41,38,43,37,15,41,6,16,17,18,10,7,5,13,7,9,6,6,6,2,3,5,3,5,4,5,0,3,4,2,2,2,78,61,6,13,10,7,1
Jodi Lobel,,,,,,,,,,,5,31,37,32,29,22,28,8,21,12,12,14,6,11,12,10,6,5,7,10,10,8,2,4,2,4,3,1,2,2,2,3,3,62,49,14,13,10,4,1
Stephanie M Sawyer,,,,,,,,,,,,0,32,63,23,48,24,29,14,8,6,18,10,8,3,11,11,10,7,8,11,8,3,7,3,3,2,1,0,2,4,2,3,52,40,33,22,12,11,1
Joshua Hill,,,,,,,,,,,,,2,19,31,9,21,7,11,7,6,8,6,6,9,7,3,5,4,4,4,2,5,1,2,0,2,3,2,2,0,4,1,60,46,10,15,6,7,1
Daine Grey Jr,,,,,,,,,,,,,,0,18,41,26,26,10,13,10,10,10,4,8,9,11,9,6,6,4,4,4,2,3,0,0,3,3,4,3,1,0,56,38,29,14,10,8,1
Chris Mccabe,,,,,,,,,,,,,,,0,7,20,10,8,10,4,3,7,0,4,1,3,1,2,0,4,1,4,1,1,1,1,1,0,1,3,1,1,41,35,6,10,1,3,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,0,4,28,14,2,7,11,7,6,8,8,6,4,7,6,8,7,3,5,2,2,0,2,0,1,5,0,1,23,17,27,12,11,4,1
Michael Fanning,,,,,,,,,,,,,,,,,0,7,3,5,3,2,4,3,3,4,6,3,3,0,1,1,4,1,1,0,1,1,2,1,3,1,1,37,36,5,8,4,3,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,0,7,6,2,2,4,3,5,2,4,0,2,0,1,1,7,2,1,1,0,0,0,2,2,1,1,7,6,25,6,5,4,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,0,11,7,13,5,5,5,10,8,5,8,9,10,7,8,1,1,1,1,0,2,0,3,2,2,20,15,6,7,9,4,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,2,10,2,5,2,3,4,2,1,2,2,0,0,6,0,2,1,0,0,3,1,1,1,0,17,11,8,3,3,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,1,2,6,4,9,4,1,3,1,3,0,1,1,1,3,2,2,1,2,3,1,0,0,21,15,2,7,4,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,0,5,6,3,11,7,5,9,6,7,8,2,3,4,3,2,2,3,2,2,2,3,13,9,2,12,10,3,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,0,5,3,2,4,8,4,2,2,3,2,2,2,6,0,3,1,3,0,1,0,14,7,3,11,5,3,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,5,5,4,9,6,7,4,5,3,3,4,2,2,1,1,2,0,10,9,5,6,6,8,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,5,2,1,1,1,3,2,4,0,3,2,2,2,0,1,1,14,8,3,5,6,3,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,5,8,7,6,5,4,4,1,1,2,4,3,1,2,0,11,9,1,10,9,4,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,9,4,2,2,2,1,1,1,1,1,3,3,2,0,0,8,7,2,7,4,9,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,1,2,3,3,2,1,2,3,2,1,0,2,2,4,2,4,9,7,6,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,4,1,3,1,1,2,2,3,1,2,8,6,3,5,8,6,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,6,2,5,3,1,3,1,2,0,0,2,1,9,5,2,5,4,5,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,3,0,0,2,1,0,0,2,1,1,9,10,2,2,4,1,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,4,2,2,2,1,0,0,5,7,2,2,6,2,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,2,1,0,1,0,3,1,2,5,2,3,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1,2,2,5,1,1,6,2,4,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,2,1,0,1,1,4,0,2,6,4,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,0,0,0,5,2,2,2,2,1,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,3,2,2,2,3,2,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,2,1,1,5,2,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,3,0,2,3,2,1,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,1,0,3,2,2,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,5,1,1,1,2,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,2,2,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,1,2,1
Carol A Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,12,13,9,1,1
Lisa M Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,5,7,1
Will Mega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,1
Anthony Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,5,1
Tracey L Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,238,204,183,182,166,157,138,122,110,110,107,105,104,102,70,65,55,45,43,38,30,29,28,27,26,26,24,23,22,21,16,14,14,11,10,8,8,7,6,6,6,5,4,167,117,64,50,31,23,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,2
,Mia Roberts Perez,Abbe Fletman,Chris Mallios,Joshua Hill,Kai Scott,Stella Tsai,Jennifer Schultz,Ken Powell,Rainy Papademetriou,Betsy Wahl,Chris Mccabe,Jodi Lobel,Anthony Kyriakakis,Daine Grey Jr,Brian T Ortelere,Stephanie M Sawyer,Deborah Watson Stokes,Leon A King Ii,Lyris Younge,Leon Goodman,Frances Fattah,Tracy B Roman,Lucretia Clemons,James F Berardinelli,Sherman Toppin,Vincent N Melchiorre,Thomas Martin,Lynne M Summers,Michael Fanning,Marissa Brumbach,Shanese Johnson,Sandjai Weaver,Scott Diclaudio,Wayne M D Bennett,Vince Giusini,Edward William Louden Jr,Jon Marshall,Rania Major,Vincent Furlong,Franklin A Bennett Iii,Starr Marshall Cash,William J Ciancaglini,Tangie M Boston,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,2
Mia Roberts Perez,6,110,94,94,85,99,77,72,65,55,56,45,47,41,28,34,38,32,27,22,29,26,24,15,22,21,15,14,20,14,7,12,10,7,3,3,5,7,2,3,8,2,5,91,62,32,27,24,21,2
Abbe Fletman,,0,124,82,96,95,78,75,65,48,61,42,50,41,37,27,29,18,14,21,14,14,24,22,10,24,15,6,15,9,4,6,4,7,9,2,5,4,2,2,2,3,3,102,63,22,16,20,7,2
Chris Mallios,,,0,73,80,81,64,66,53,43,53,41,40,35,31,27,26,12,10,18,9,5,16,24,10,19,13,5,14,7,6,4,4,3,5,1,1,1,1,0,3,2,1,83,57,15,11,20,7,2
Joshua Hill,,,,8,54,69,61,59,36,37,52,28,28,22,15,20,19,21,13,15,11,14,14,17,13,14,9,7,12,8,7,6,5,7,5,1,3,2,3,4,5,3,2,66,45,15,15,16,8,2
Kai Scott,,,,,0,65,51,47,62,46,37,37,47,41,33,31,27,16,20,18,13,11,22,19,12,26,11,8,13,7,4,7,3,5,4,4,2,3,1,1,2,2,1,71,47,20,19,22,9,2
Stella Tsai,,,,,,2,63,54,50,46,50,38,41,32,22,23,32,20,17,10,10,8,16,12,9,18,7,7,13,15,7,3,2,4,4,0,2,5,3,1,4,3,3,73,52,9,15,20,9,2
Jennifer Schultz,,,,,,,0,63,36,30,41,35,23,27,18,19,16,14,17,21,9,13,13,12,10,7,8,8,15,15,8,5,4,5,5,3,4,4,2,1,5,1,3,74,48,12,14,8,7,2
Ken Powell,,,,,,,,1,34,20,44,27,24,26,26,15,11,14,16,16,15,14,11,15,10,8,12,4,16,8,5,5,8,6,4,5,6,4,4,5,3,1,1,59,41,21,9,8,9,2
