col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Allan Domb,Isaiah Thomas,Jenne Ayers,William K Greenlee,Wilson Alexander,Sherrie Cohen,Thomas Wyatt,Helen Gym,Ed Neilson,Carla M Cain,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,Frances Fattah,Lyris Younge,Ken Powell,Daine Grey Jr,Leon Goodman,Tracy B Roman,Jon Marshall,Kai Scott,Scott Diclaudio,Abbe Fletman,Thomas Martin,Mia Roberts Perez,Deborah Watson Stokes,Rainy Papademetriou,Stephanie M Sawyer,Edward William Louden Jr,Jennifer Schultz,Lynne M Summers,Vincent Furlong,Chris Mallios,Wayne M D Bennett,Leon A King Ii,Lucretia Clemons,Shanese Johnson,Michael Fanning,Sandjai Weaver,James F Berardinelli,Rania Major,Vincent N Melchiorre,Brian T Ortelere,Betsy Wahl,Marissa Brumbach,Anthony Kyriakakis,Sherman Toppin,Joshua Hill,Stella Tsai,Tangie M Boston,Jodi Lobel,Chris Mccabe,Vince Giusini,Starr Marshall Cash,Franklin A Bennett Iii,William J Ciancaglini,All
Blondell Reynolds Brown,42,380,505,346,282,132,311,95,162,78,145,135,60,110,46,38,516,399,336,365,304,247,237,342,139,242,232,231,213,193,201,111,128,160,121,168,131,134,110,111,102,90,66,101,103,58,93,77,65,77,74,73,62,55,60,64,67,43,35,All
Derek S Green,,30,273,305,226,198,232,190,76,123,74,59,57,39,62,30,295,397,415,305,375,243,361,235,198,198,250,168,132,212,127,177,121,117,95,133,125,106,83,93,78,77,84,80,42,70,45,55,71,63,62,44,49,53,45,43,36,46,24,All
W Wilson Goode Jr,,,11,258,246,81,247,68,136,50,97,106,35,85,31,21,335,305,267,281,230,177,187,279,105,200,185,196,176,150,166,82,90,125,99,153,96,120,89,96,85,66,47,75,88,36,71,50,43,52,47,46,52,48,48,37,50,28,24,All
Allan Domb,,,,25,194,96,195,70,58,86,77,54,57,42,51,24,279,266,246,261,217,134,221,195,89,186,196,139,107,193,87,89,107,94,97,109,75,79,80,67,69,48,75,62,38,76,53,47,60,41,45,32,35,45,30,34,23,35,22,All
Isaiah Thomas,,,,,19,73,126,50,65,56,74,69,31,54,57,15,211,197,139,169,133,123,106,167,64,92,102,111,151,77,141,61,62,90,63,52,70,100,96,77,75,54,29,62,47,21,47,48,57,56,44,42,46,47,49,30,33,20,10,All
Jenne Ayers,,,,,,16,41,136,57,51,54,15,49,36,22,27,109,179,173,112,166,183,154,71,129,62,58,59,77,59,69,121,78,65,55,25,60,53,46,47,31,39,52,45,24,43,32,32,30,33,30,37,29,19,18,37,27,23,10,All
William K Greenlee,,,,,,,0,25,75,27,27,111,14,32,17,18,198,209,195,216,158,96,173,192,68,152,165,159,73,154,86,39,45,54,36,147,52,40,58,41,82,38,34,30,46,18,36,45,52,34,29,23,21,31,32,17,28,21,19,All
Wilson Alexander,,,,,,,,10,34,59,20,6,28,11,12,13,79,144,151,89,136,138,141,51,128,49,57,31,42,41,34,121,58,42,51,12,46,50,29,33,17,27,48,33,16,46,19,13,22,33,34,20,20,21,15,18,15,18,16,All
Sherrie Cohen,,,,,,,,,1,23,54,68,43,30,22,24,88,102,92,98,71,112,41,108,66,64,41,78,73,37,96,28,67,58,38,51,60,46,38,53,51,38,24,36,51,17,41,29,22,25,31,39,32,20,23,26,20,19,9,All
Thomas Wyatt,,,,,,,,,,6,27,11,42,17,40,17,66,67,87,109,75,72,67,38,47,71,55,29,37,60,35,49,72,44,62,25,41,46,23,23,24,26,66,29,15,57,25,19,19,29,25,20,7,23,18,15,16,15,15,All
Helen Gym,,,,,,,,,,,5,38,28,36,25,17,105,77,62,82,59,92,44,93,26,43,45,56,84,38,64,29,36,54,45,21,43,41,39,51,31,32,22,38,37,20,46,39,22,17,24,25,27,15,17,21,14,10,7,All
Ed Neilson,,,,,,,,,,,,0,11,14,9,18,67,91,66,77,33,79,46,90,57,46,30,66,59,43,65,14,21,28,36,53,21,23,32,28,68,12,14,20,61,10,30,46,32,17,10,11,12,29,19,16,22,7,9,All
Carla M Cain,,,,,,,,,,,,,2,16,19,14,62,45,37,69,41,66,36,35,30,47,44,36,42,42,41,27,62,45,47,10,30,26,36,37,12,28,41,33,10,33,25,27,11,13,23,30,18,17,12,13,15,11,7,All
Frank Rizzo,,,,,,,,,,,,,,7,5,8,69,49,44,45,52,60,22,58,22,22,30,31,51,16,48,16,24,33,29,7,38,40,23,31,21,27,23,23,22,13,29,21,15,14,17,24,17,7,10,18,19,13,9,All
Paul Steinke,,,,,,,,,,,,,,,1,13,42,43,37,49,32,42,26,29,25,34,24,28,24,25,28,21,22,23,19,13,25,25,21,20,18,11,16,19,20,15,11,9,19,17,16,17,8,16,18,9,10,8,6,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,35,27,30,22,24,23,19,26,15,14,20,21,28,20,21,11,17,30,20,11,19,14,19,18,13,13,14,25,15,7,19,12,10,13,14,15,13,14,12,4,14,7,11,All
Frances Fattah,,,,,,,,,,,,,,,,,16,282,252,261,241,145,189,261,63,167,215,189,175,156,130,75,81,133,95,130,92,95,81,108,66,75,40,67,62,33,81,57,50,54,67,55,49,33,52,32,46,35,29,All
