col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
,Rainy Papademetriou,Abbe Fletman,Stella Tsai,Kai Scott,Tracy B Roman,Anthony Kyriakakis,Brian T Ortelere,Mia Roberts Perez,Ken Powell,Lucretia Clemons,Leon Goodman,Chris Mallios,Betsy Wahl,Leon A King Ii,Jodi Lobel,Jennifer Schultz,Marissa Brumbach,Chris Mccabe,James F Berardinelli,Deborah Watson Stokes,Stephanie M Sawyer,Vincent N Melchiorre,Daine Grey Jr,Joshua Hill,Lynne M Summers,Thomas Martin,Lyris Younge,Rania Major,Scott Diclaudio,Vincent Furlong,Jon Marshall,Edward William Louden Jr,Shanese Johnson,Vince Giusini,Frances Fattah,Michael Fanning,Sandjai Weaver,Wayne M D Bennett,William J Ciancaglini,Franklin A Bennett Iii,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Omar Sabir,Will Mega,1
Rainy Papademetriou,0,66,67,59,43,48,51,45,46,44,39,37,37,39,23,16,13,12,14,10,10,17,11,7,8,9,6,7,5,4,3,3,0,4,5,5,2,4,2,1,1,1,1,68,16,13,19,3,4,1
Abbe Fletman,,0,57,57,38,42,46,39,41,42,39,31,31,33,14,18,13,11,9,10,11,11,12,5,7,9,5,4,3,5,3,3,2,2,2,3,3,3,2,1,2,0,0,62,15,11,14,5,3,1
Stella Tsai,,,0,50,41,45,44,49,39,38,34,29,35,37,21,20,13,8,11,15,11,9,9,5,9,7,5,10,6,4,3,3,4,4,5,5,4,2,2,1,0,1,1,60,17,13,19,4,4,1
Kai Scott,,,,0,31,39,44,40,35,39,33,32,30,30,17,11,8,8,8,6,8,12,9,5,3,8,4,4,2,2,1,2,1,2,2,6,2,2,2,2,1,0,0,57,10,8,11,3,4,1
Tracy B Roman,,,,,0,29,30,35,31,29,29,12,23,26,14,16,12,7,4,11,13,5,6,4,12,7,7,7,7,7,5,4,5,1,5,1,3,3,1,1,3,0,1,43,15,14,12,4,5,1
Anthony Kyriakakis,,,,,,3,38,30,36,30,36,17,21,32,17,9,5,4,6,5,2,7,2,3,1,3,2,4,3,2,1,2,0,2,1,2,1,2,2,0,1,1,0,44,8,6,13,3,3,1
Brian T Ortelere,,,,,,,0,31,37,37,32,17,21,33,13,5,5,10,8,4,4,14,7,3,3,6,2,3,5,2,0,2,1,3,2,3,1,3,2,1,2,0,0,49,8,7,10,2,2,1
Mia Roberts Perez,,,,,,,,0,31,37,26,18,32,26,11,15,9,6,4,12,13,4,8,6,8,5,4,7,2,3,1,0,3,1,4,2,1,1,1,1,0,0,1,43,12,7,15,4,1,1
Ken Powell,,,,,,,,,0,31,37,19,22,32,7,6,2,3,6,3,3,7,5,2,1,2,4,0,4,5,4,4,1,2,2,0,2,0,1,0,0,0,0,41,6,8,4,3,3,1
Lucretia Clemons,,,,,,,,,,0,27,17,23,28,10,5,4,5,1,5,4,9,3,2,3,6,1,2,0,2,0,0,2,0,0,0,1,2,0,0,0,0,0,39,6,8,10,2,1,1
Leon Goodman,,,,,,,,,,,0,11,18,29,10,11,5,4,9,7,5,4,9,5,2,3,5,1,6,5,6,5,3,4,1,0,2,4,2,1,2,1,0,34,8,10,8,4,5,1
Chris Mallios,,,,,,,,,,,,1,22,12,12,7,4,5,7,5,4,11,4,2,0,3,0,0,2,4,0,1,0,2,1,5,1,1,1,0,0,0,0,31,7,8,6,2,1,1
Betsy Wahl,,,,,,,,,,,,,0,14,15,12,7,4,4,10,10,5,8,4,7,3,4,5,3,6,2,2,2,2,4,4,2,1,2,0,0,0,1,29,15,6,12,4,3,1
Leon A King Ii,,,,,,,,,,,,,,0,11,5,4,1,6,4,3,4,4,3,1,2,4,4,5,3,3,3,1,2,2,1,3,2,1,1,1,0,0,38,6,6,7,2,1,1
Jodi Lobel,,,,,,,,,,,,,,,4,11,10,2,9,8,8,6,3,3,4,2,3,6,4,2,1,2,3,3,1,2,4,0,2,2,1,1,0,19,9,6,10,2,3,1
Jennifer Schultz,,,,,,,,,,,,,,,,0,12,5,6,13,10,1,5,2,6,3,7,5,5,5,4,2,4,3,3,2,2,1,1,0,2,1,0,15,9,7,11,7,5,1
