col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,City Commissioners - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Carol A Jenkins,Will Mega,Omar Sabir,Frances Fattah,Ken Powell,Daine Grey Jr,Lyris Younge,Leon Goodman,Kai Scott,Abbe Fletman,Jon Marshall,Thomas Martin,Mia Roberts Perez,Rainy Papademetriou,Chris Mallios,Tracy B Roman,Scott Diclaudio,Stephanie M Sawyer,Sandjai Weaver,Lynne M Summers,Deborah Watson Stokes,Jennifer Schultz,Leon A King Ii,Edward William Louden Jr,Vincent Furlong,Wayne M D Bennett,Michael Fanning,Lucretia Clemons,Stella Tsai,Vincent N Melchiorre,Shanese Johnson,James F Berardinelli,Joshua Hill,Rania Major,Tangie M Boston,Vince Giusini,Betsy Wahl,Anthony Kyriakakis,Starr Marshall Cash,Brian T Ortelere,Marissa Brumbach,Sherman Toppin,Jodi Lobel,Chris Mccabe,Franklin A Bennett Iii,William J Ciancaglini,1
Anthony Clark,4,7,25,11,5,4,39,52,39,44,38,33,32,33,31,24,28,22,17,19,10,8,8,6,10,6,13,7,6,8,5,5,8,4,4,8,7,3,4,4,3,5,3,3,2,3,1,2,1,1
Tracey L Gordon,,4,0,5,5,4,11,8,13,3,9,6,7,3,4,4,2,3,6,3,9,6,9,7,5,6,2,7,5,3,5,6,1,6,3,4,2,4,4,4,2,2,2,3,0,1,0,0,0,1
Lisa M Deeley,,,0,1,0,0,19,24,22,23,18,21,21,18,18,19,17,15,5,7,7,3,3,1,5,0,1,1,2,5,0,0,5,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
Carol A Jenkins,,,,0,0,1,8,10,10,8,6,6,10,4,5,4,6,3,6,4,6,5,6,2,6,5,4,6,2,1,8,2,4,2,4,4,3,1,1,4,2,3,2,2,1,1,0,2,1,1
Will Mega,,,,,0,2,11,7,8,8,9,9,1,5,2,2,3,4,5,6,6,5,2,7,2,4,4,1,5,0,0,4,1,3,3,0,1,4,2,1,2,1,1,0,2,1,1,0,0,1
Omar Sabir,,,,,,1,5,5,5,4,5,4,3,0,3,3,0,2,4,1,2,3,2,3,2,5,1,2,2,4,2,3,2,3,1,0,3,2,1,0,0,1,1,0,3,0,2,0,0,1
Frances Fattah,,,,,,,9,36,33,34,32,31,26,26,27,21,25,21,9,8,13,7,10,8,8,6,4,7,4,4,5,5,3,8,5,4,5,4,2,4,2,4,0,3,2,1,2,1,0,1
Ken Powell,,,,,,,,0,38,45,38,30,33,33,30,23,26,24,17,20,12,8,9,4,11,7,13,9,5,9,5,3,9,4,3,5,4,3,3,3,2,4,4,2,2,2,2,1,1,1
Daine Grey Jr,,,,,,,,,0,32,34,36,35,28,24,23,27,22,13,14,13,12,7,9,11,8,6,6,11,6,5,7,7,5,7,7,3,4,6,3,4,2,4,2,1,2,2,1,1,1
Lyris Younge,,,,,,,,,,0,34,31,29,31,26,21,26,23,16,16,13,5,3,5,6,4,9,4,4,7,2,4,8,3,3,1,3,3,2,1,1,2,3,1,4,0,1,0,0,1
Leon Goodman,,,,,,,,,,,0,29,26,32,28,15,26,20,10,9,10,8,5,7,6,9,7,3,7,2,3,4,2,3,6,1,2,5,5,2,1,3,3,1,4,0,1,0,0,1
Kai Scott,,,,,,,,,,,,0,27,24,22,22,23,23,9,12,15,10,3,8,4,6,2,2,7,7,3,6,9,3,4,2,4,4,4,2,3,2,0,2,2,0,2,1,0,1
Abbe Fletman,,,,,,,,,,,,,0,24,22,19,24,20,8,10,8,5,6,3,5,4,3,3,4,5,5,1,9,1,3,4,4,1,4,1,2,1,3,1,2,1,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,0,25,13,26,17,7,9,3,3,2,1,6,2,7,2,2,2,1,0,1,1,2,0,1,0,1,0,1,0,2,0,1,0,1,0,0,1
Thomas Martin,,,,,,,,,,,,,,,0,13,22,15,3,4,4,6,6,3,5,4,5,5,3,2,3,1,0,4,0,1,4,2,2,2,2,3,1,2,3,2,1,0,0,1
