col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,City Commissioners - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Will Mega,Carol A Jenkins,Ken Powell,Tracy B Roman,Lyris Younge,Kai Scott,Daine Grey Jr,Scott Diclaudio,Deborah Watson Stokes,Mia Roberts Perez,Abbe Fletman,Stephanie M Sawyer,Leon Goodman,Vincent N Melchiorre,Frances Fattah,Chris Mallios,Jon Marshall,Michael Fanning,Rainy Papademetriou,Jennifer Schultz,Edward William Louden Jr,Leon A King Ii,Lynne M Summers,Stella Tsai,Lucretia Clemons,Vincent Furlong,Thomas Martin,James F Berardinelli,Wayne M D Bennett,Anthony Kyriakakis,Shanese Johnson,Betsy Wahl,Brian T Ortelere,Jodi Lobel,Sherman Toppin,Rania Major,Vince Giusini,Tangie M Boston,Chris Mccabe,Sandjai Weaver,Marissa Brumbach,Joshua Hill,Franklin A Bennett Iii,Starr Marshall Cash,William J Ciancaglini,All
Anthony Clark,124,228,324,133,143,97,785,764,705,521,497,652,310,431,435,394,359,357,281,345,320,335,155,196,276,151,157,133,136,155,145,138,139,96,126,95,129,102,125,106,99,80,96,78,55,87,78,55,50,All
Omar Sabir,,39,46,65,68,29,207,186,256,227,167,113,420,163,137,136,134,122,194,63,106,91,89,80,68,128,135,102,112,75,76,52,85,56,92,66,43,95,101,66,47,89,82,66,47,48,39,44,37,All
Lisa M Deeley,,,4,42,42,35,299,317,308,359,283,246,100,324,281,310,54,281,76,296,70,314,89,71,32,55,60,72,78,32,62,30,35,76,52,59,25,63,44,49,36,26,37,31,60,35,13,27,16,All
Tracey L Gordon,,,,24,52,83,133,156,139,164,195,89,157,102,126,122,133,54,131,47,86,51,93,140,65,125,101,89,69,111,73,96,90,51,80,62,95,51,62,74,65,48,48,66,44,51,33,22,22,All
Will Mega,,,,,16,16,173,174,171,91,113,148,103,49,65,57,164,26,67,28,170,50,89,78,126,72,42,46,65,47,71,71,49,63,42,26,51,48,37,32,34,47,20,45,46,25,17,11,18,All
Carol A Jenkins,,,,,,13,101,105,88,123,138,55,90,117,129,86,60,38,85,69,43,27,109,119,56,63,69,83,51,73,50,74,49,63,53,79,66,33,26,46,40,39,31,28,35,50,27,24,13,All
Ken Powell,,,,,,,20,690,655,440,456,570,215,368,365,341,326,340,164,322,273,325,128,136,222,134,124,59,69,110,92,107,104,78,86,65,110,60,63,75,62,64,47,59,28,60,52,27,27,All
Tracy B Roman,,,,,,,,11,665,426,440,594,208,366,377,356,286,311,168,303,243,319,98,181,252,125,136,94,82,106,95,102,93,56,108,71,93,45,63,107,69,73,38,68,55,58,36,35,34,All
Lyris Younge,,,,,,,,,14,490,450,578,266,395,394,350,265,355,192,283,253,293,143,142,224,108,136,119,129,98,77,86,79,67,84,69,82,115,132,70,67,56,99,66,49,46,32,37,28,All
Kai Scott,,,,,,,,,,7,474,310,287,556,478,483,137,409,222,432,90,362,150,117,55,168,138,183,136,84,86,66,121,111,113,134,41,101,123,89,73,80,113,82,53,84,51,51,37,All
Daine Grey Jr,,,,,,,,,,,7,368,218,383,457,397,197,298,150,321,154,284,172,160,132,139,102,113,73,142,86,145,109,83,83,93,145,49,74,80,68,74,61,82,36,69,45,45,38,All
Scott Diclaudio,,,,,,,,,,,,13,131,273,303,279,231,252,101,258,237,258,86,117,218,64,55,36,33,70,58,98,56,49,38,33,95,29,45,47,66,39,17,39,21,35,35,12,23,All
Deborah Watson Stokes,,,,,,,,,,,,,47,219,170,217,172,150,237,103,104,98,102,109,70,145,169,166,147,78,105,72,109,75,115,117,40,124,121,74,71,124,115,86,77,63,46,58,38,All
Mia Roberts Perez,,,,,,,,,,,,,,2,435,389,69,372,172,397,55,329,132,106,42,104,89,197,119,47,45,54,70,87,67,131,36,98,111,69,45,49,100,50,47,64,27,42,27,All
Abbe Fletman,,,,,,,,,,,,,,,0,316,75,347,130,348,84,270,155,133,68,79,61,170,102,84,47,92,64,74,46,86,101,96,91,52,55,33,87,32,30,53,21,22,19,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,4,98,334,136,358,56,316,80,92,42,98,104,119,66,65,56,52,71,66,88,102,23,47,61,57,45,70,47,64,54,48,39,44,30,All
Leon Goodman,,,,,,,,,,,,,,,,,10,56,128,45,250,52,103,140,211,124,124,57,52,104,87,107,100,44,80,45,94,51,52,56,56,51,42,68,32,59,47,31,30,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,2,93,332,34,327,74,28,19,34,53,84,70,29,27,13,27,41,31,32,15,89,70,21,36,16,66,23,19,15,16,12,20,All
Frances Fattah,,,,,,,,,,,,,,,,,,,10,58,80,77,51,98,73,138,128,121,117,95,98,44,92,65,110,79,40,75,115,79,63,58,95,77,40,58,47,47,29,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,1,39,316,94,63,36,66,36,81,39,23,31,28,35,58,37,80,21,29,37,25,31,20,46,8,16,31,18,23,16,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,14,73,124,109,189,67,52,27,73,67,100,86,54,91,45,34,89,64,42,43,37,29,22,37,54,47,33,27,23,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,1,74,27,27,51,33,25,51,28,73,28,37,54,44,18,14,53,40,35,23,38,35,28,49,16,20,28,19,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,3,151,74,57,63,108,85,84,83,125,47,127,26,86,123,91,30,32,35,15,26,20,61,43,12,13,12,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,5,100,90,97,91,71,124,62,138,64,57,77,96,131,43,47,83,58,36,34,39,56,42,28,20,19,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,13,55,59,32,39,72,57,88,53,33,38,28,78,17,35,36,40,27,24,30,18,35,23,18,16,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,4,94,87,65,70,65,57,86,63,84,53,34,36,59,60,46,76,36,66,25,62,51,41,22,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,13,71,84,78,76,42,78,41,106,68,30,71,47,80,39,44,28,46,50,48,42,39,32,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,31,41,54,53,77,59,100,33,87,75,48,40,45,65,57,47,46,14,24,14,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,42,84,31,32,81,60,58,21,114,84,51,31,33,69,32,78,36,22,26,20,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,89,72,36,51,34,81,18,35,39,42,33,28,36,18,37,34,21,22,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,67,71,67,36,30,60,57,49,44,28,30,35,63,43,35,21,22,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,59,49,24,34,124,23,31,32,50,26,16,40,18,33,22,11,13,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47,48,37,46,29,41,54,53,47,38,59,20,44,53,18,16,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,39,75,41,67,30,29,44,22,29,38,71,38,19,20,14,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,14,30,37,56,31,49,38,44,43,43,26,33,22,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,55,30,45,34,29,34,33,64,44,13,29,21,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,28,35,25,15,14,18,8,24,18,6,5,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,35,22,18,67,20,56,36,18,11,12,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,17,20,76,36,14,31,18,33,13,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,42,21,38,39,32,27,19,13,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,28,39,20,23,18,12,20,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,46,25,22,24,18,14,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,20,19,20,30,18,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,20,30,17,18,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,11,20,11,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,21,21,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,10,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,665",758,551,502,429,347,"1,108","1,076","1,062",925,852,844,837,733,717,654,583,528,523,521,516,500,413,411,397,363,349,330,314,289,285,277,267,266,259,250,243,243,243,221,201,192,191,187,175,174,121,113,94,All
,City Commissioners - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Will Mega,Carol A Jenkins,Lyris Younge,Kai Scott,Ken Powell,Tracy B Roman,Abbe Fletman,Mia Roberts Perez,Daine Grey Jr,Stephanie M Sawyer,Scott Diclaudio,Frances Fattah,Vincent N Melchiorre,Michael Fanning,Chris Mallios,Deborah Watson Stokes,Jon Marshall,Leon Goodman,Chris Mccabe,Edward William Louden Jr,Sherman Toppin,Wayne M D Bennett,Jennifer Schultz,Jodi Lobel,Lucretia Clemons,Lynne M Summers,Rainy Papademetriou,Leon A King Ii,Sandjai Weaver,Stella Tsai,Anthony Kyriakakis,Franklin A Bennett Iii,James F Berardinelli,Rania Major,Shanese Johnson,Vincent Furlong,Marissa Brumbach,Betsy Wahl,Joshua Hill,Starr Marshall Cash,Thomas Martin,Vince Giusini,Brian T Ortelere,William J Ciancaglini,Tangie M Boston,1
Anthony Clark,8,11,11,8,3,3,27,18,21,19,16,12,14,11,14,13,14,10,9,8,10,13,8,9,10,8,7,10,10,5,7,4,5,6,2,3,5,3,4,6,1,1,3,2,1,2,4,3,1,1
Omar Sabir,,3,4,2,1,1,13,14,3,5,10,10,6,8,2,8,7,5,5,10,1,1,11,2,9,5,3,6,6,2,2,3,2,4,1,1,0,1,3,2,2,2,2,3,1,2,0,1,0,1
Lisa M Deeley,,,1,0,3,1,15,15,7,11,9,15,5,9,6,2,7,10,12,6,2,4,5,2,2,2,4,3,4,3,4,2,2,3,5,1,2,3,2,2,5,5,1,2,1,3,0,1,1,1
Tracey L Gordon,,,,2,2,0,8,5,7,6,4,3,7,4,6,3,2,1,3,0,7,7,0,4,3,5,5,2,1,6,3,6,2,1,1,3,4,3,1,2,1,0,2,1,2,1,2,0,0,1
Will Mega,,,,,1,0,6,3,5,5,3,2,2,2,6,3,0,1,1,2,4,5,1,6,1,3,4,2,2,2,3,3,2,1,3,4,2,1,1,1,2,1,1,0,3,1,0,0,0,1
