col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Abbe Fletman,Tracy B Roman,Kai Scott,Mia Roberts Perez,Scott Diclaudio,Jennifer Schultz,Ken Powell,Stephanie M Sawyer,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Stella Tsai,Betsy Wahl,Lyris Younge,Michael Fanning,Deborah Watson Stokes,Lynne M Summers,Vincent N Melchiorre,Anthony Kyriakakis,Marissa Brumbach,Vincent Furlong,James F Berardinelli,Jodi Lobel,Leon Goodman,Brian T Ortelere,Lucretia Clemons,Jon Marshall,Chris Mccabe,Vince Giusini,Frances Fattah,Edward William Louden Jr,Rania Major,Leon A King Ii,Joshua Hill,Thomas Martin,Wayne M D Bennett,Sandjai Weaver,Shanese Johnson,William J Ciancaglini,Sherman Toppin,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,All
Darrell L Clarke,182,229,258,203,220,222,192,203,190,176,182,154,164,152,153,137,129,125,131,104,114,106,92,95,112,90,99,107,89,80,84,76,82,76,74,62,56,59,54,50,42,38,35,33,All
Abbe Fletman,,3,122,173,135,90,90,99,116,152,136,97,92,78,92,68,55,43,79,61,56,28,52,50,31,56,58,22,32,29,28,17,34,26,34,17,29,17,22,14,11,10,9,6,All
Tracy B Roman,,,5,88,115,153,107,129,118,65,109,61,80,70,123,69,61,82,75,32,67,42,37,41,58,40,43,53,27,39,48,57,55,27,27,30,21,30,23,20,21,14,15,18,All
Kai Scott,,,,1,141,78,72,93,115,161,104,85,82,68,84,74,43,34,81,59,31,25,41,50,30,41,53,22,31,24,22,15,26,37,34,21,26,19,15,11,16,14,11,11,All
Mia Roberts Perez,,,,,4,79,96,87,132,105,107,81,115,97,78,73,72,63,80,51,63,22,34,53,31,29,59,21,25,29,38,15,45,30,29,18,19,28,22,11,12,7,14,13,All
Scott Diclaudio,,,,,,7,50,132,78,80,88,37,28,29,112,77,24,31,75,35,20,48,57,18,50,36,14,51,28,34,27,45,24,27,26,29,17,15,9,28,14,21,7,10,All
Jennifer Schultz,,,,,,,5,51,80,44,72,86,106,101,49,30,76,97,33,53,85,53,55,54,43,46,62,38,32,43,38,29,48,29,34,24,22,32,27,16,16,18,14,19,All
Ken Powell,,,,,,,,5,86,81,106,42,36,32,113,79,30,27,76,34,21,34,31,26,56,25,23,61,26,24,24,44,14,32,25,28,17,17,15,17,13,15,4,12,All
Stephanie M Sawyer,,,,,,,,,3,90,114,52,91,91,69,72,81,60,86,42,61,15,21,49,19,25,45,21,35,25,33,10,38,28,24,17,13,24,22,17,9,12,17,18,All
Chris Mallios,,,,,,,,,,2,86,69,56,52,65,74,32,14,80,53,17,21,38,35,19,36,22,14,35,18,14,8,8,26,24,11,18,9,9,12,10,12,9,4,All
Daine Grey Jr,,,,,,,,,,,2,74,67,60,84,67,46,37,70,32,40,31,39,40,32,38,26,28,29,22,23,24,25,20,22,20,17,17,20,9,13,8,10,10,All
Rainy Papademetriou,,,,,,,,,,,,11,80,57,34,19,34,31,28,56,36,34,51,34,33,52,34,31,22,23,24,28,33,25,31,12,19,18,20,13,15,8,8,9,All
Stella Tsai,,,,,,,,,,,,,2,106,27,25,76,65,26,56,73,18,33,54,20,34,59,19,32,23,44,10,48,29,28,16,13,26,27,9,11,7,17,14,All
Betsy Wahl,,,,,,,,,,,,,,5,28,20,85,68,32,39,82,20,17,57,20,27,45,17,29,21,33,9,42,25,31,16,12,20,28,14,5,6,15,17,All
Lyris Younge,,,,,,,,,,,,,,,1,58,16,21,63,20,20,23,22,19,34,17,21,46,10,16,12,37,20,14,6,14,17,11,12,5,9,4,6,4,All
Michael Fanning,,,,,,,,,,,,,,,,12,19,16,69,20,16,30,22,14,9,11,16,14,28,23,8,10,13,9,10,17,16,11,7,16,7,18,5,9,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,0,67,31,26,64,27,15,53,22,22,47,17,29,25,38,8,41,23,22,13,9,22,29,13,9,10,22,22,All
Lynne M Summers,,,,,,,,,,,,,,,,,,1,18,20,59,24,16,41,26,17,52,23,24,21,45,16,47,20,26,19,8,23,28,14,13,20,13,20,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,1,28,21,22,23,19,22,14,10,17,23,28,7,9,5,16,19,15,14,7,8,19,12,9,6,5,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,3,25,21,42,25,18,37,31,16,25,28,17,11,10,28,23,11,20,13,6,16,11,11,3,3,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,4,20,18,48,17,21,55,15,25,25,26,10,40,13,13,7,13,23,25,10,8,7,18,15,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,3,40,15,31,31,14,31,19,33,18,26,12,18,20,13,21,15,12,22,10,16,8,7,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,1,17,30,52,17,26,19,29,9,22,10,18,21,13,26,10,7,16,11,10,3,6,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,1,15,18,47,11,16,12,17,6,37,19,19,11,11,18,19,9,6,10,12,12,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,1,26,19,39,17,19,16,33,15,22,24,22,22,15,11,13,8,7,8,7,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,22,22,17,15,17,14,18,14,11,17,8,6,11,8,12,4,5,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,16,10,21,7,37,23,23,12,14,19,19,8,10,10,10,6,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,21,17,36,11,20,18,22,11,13,12,9,13,8,6,7,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,17,19,10,17,20,18,7,6,12,20,6,15,10,8,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,22,11,19,18,22,23,16,13,16,9,13,6,7,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,27,23,16,15,6,19,16,12,10,9,12,14,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,11,13,15,13,9,4,9,8,7,4,3,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,9,9,11,22,21,8,8,9,13,16,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,15,10,11,14,15,9,8,3,All
