col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Blondell Reynolds Brown,Isaiah Thomas,Derek S Green,W Wilson Goode Jr,Sherrie Cohen,Allan Domb,Jenne Ayers,Helen Gym,William K Greenlee,Ed Neilson,Thomas Wyatt,Wilson Alexander,Paul Steinke,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Ken Powell,Tracy B Roman,Kai Scott,Daine Grey Jr,Lyris Younge,Scott Diclaudio,Leon Goodman,Stephanie M Sawyer,Mia Roberts Perez,Rainy Papademetriou,Frances Fattah,Lynne M Summers,Brian T Ortelere,Abbe Fletman,Jennifer Schultz,Wayne M D Bennett,Stella Tsai,Jon Marshall,Deborah Watson Stokes,Edward William Louden Jr,Chris Mallios,Thomas Martin,Vincent N Melchiorre,Chris Mccabe,Leon A King Ii,Michael Fanning,Shanese Johnson,James F Berardinelli,Joshua Hill,Betsy Wahl,Rania Major,Jodi Lobel,Vincent Furlong,Lucretia Clemons,Anthony Kyriakakis,Sherman Toppin,Vince Giusini,Marissa Brumbach,Sandjai Weaver,William J Ciancaglini,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,All
Blondell Reynolds Brown,50,657,371,853,640,391,241,323,627,313,157,109,176,172,118,73,462,494,571,489,445,335,362,489,473,368,425,408,318,302,241,237,295,170,304,171,253,284,345,252,239,242,246,157,243,169,182,206,146,183,128,141,129,124,137,72,88,95,87,All
Isaiah Thomas,,74,412,743,551,330,343,446,382,186,179,103,164,127,86,38,288,316,546,454,345,198,327,520,481,399,414,416,325,259,201,351,324,153,291,132,211,238,205,327,220,153,217,118,225,194,191,200,129,155,122,137,93,109,118,80,71,85,86,All
Derek S Green,,,92,276,181,342,358,214,209,155,246,313,146,109,108,63,483,498,305,333,422,423,492,239,197,231,251,289,217,172,278,250,117,350,189,321,89,192,90,111,215,109,184,167,122,142,155,92,151,135,100,143,113,106,94,63,82,58,67,All
W Wilson Goode Jr,,,,47,627,299,284,312,545,277,103,75,80,172,78,35,400,404,552,505,382,289,298,522,509,363,453,343,326,290,179,291,303,139,271,141,267,270,313,305,186,224,203,105,208,127,161,175,116,144,98,110,88,96,106,68,76,89,84,All
Sherrie Cohen,,,,,5,178,335,438,422,201,145,64,208,121,116,59,306,368,481,422,273,244,231,436,516,404,339,348,335,373,207,257,366,117,204,104,309,197,291,312,149,168,165,118,207,172,137,218,86,142,122,74,104,109,124,68,59,66,61,All
Allan Domb,,,,,,72,218,229,264,205,206,123,165,136,110,63,319,344,296,335,292,268,313,240,151,286,190,207,239,165,238,200,113,200,151,157,87,179,145,107,172,125,111,183,93,145,126,75,155,108,106,115,107,89,80,70,65,41,45,All
Jenne Ayers,,,,,,,35,298,93,40,148,214,95,68,148,74,343,390,292,355,306,292,349,312,278,282,259,193,269,237,255,231,210,274,169,255,152,121,79,165,120,49,138,138,85,134,125,76,110,117,84,80,76,100,96,45,49,56,45,All
Helen Gym,,,,,,,,28,128,135,157,77,247,70,90,58,172,208,428,297,174,115,175,338,349,306,233,221,209,275,168,254,280,77,164,67,233,93,94,199,158,69,115,92,101,183,131,110,66,129,128,96,77,112,76,54,40,48,47,All
William K Greenlee,,,,,,,,,3,298,69,54,82,98,35,44,320,328,337,318,298,260,174,302,334,283,212,260,239,194,125,131,200,119,130,94,186,224,293,198,135,224,119,88,177,96,100,166,81,104,102,91,76,84,78,50,58,65,44,All
Ed Neilson,,,,,,,,,,21,38,49,45,61,22,27,265,240,270,250,260,201,124,239,166,152,84,136,100,118,63,98,55,67,76,41,134,107,163,66,97,204,55,45,44,84,75,37,30,46,61,72,40,48,27,27,23,26,22,All
Thomas Wyatt,,,,,,,,,,,5,116,218,59,79,36,205,186,157,201,144,166,195,103,121,164,103,106,158,166,188,108,98,141,68,130,103,103,63,60,99,55,63,150,74,80,62,63,122,69,88,56,70,45,38,41,40,28,22,All
Wilson Alexander,,,,,,,,,,,,10,49,44,42,28,240,261,87,147,203,214,242,78,64,108,91,114,114,82,126,77,42,192,53,197,42,68,33,31,72,40,63,102,53,33,54,34,79,38,40,44,54,28,28,33,24,23,19,All
Paul Steinke,,,,,,,,,,,,,7,62,47,42,130,108,165,128,80,115,105,91,138,150,66,92,108,150,104,75,138,73,60,64,127,76,58,65,89,46,55,94,80,84,57,87,71,76,113,51,78,51,51,40,24,13,14,All
Frank Rizzo,,,,,,,,,,,,,,7,46,27,132,123,107,98,75,96,124,103,85,58,111,105,46,65,103,68,69,60,102,58,42,70,58,62,80,62,67,70,61,57,52,40,76,51,53,44,71,53,43,53,33,17,32,All
Carla M Cain,,,,,,,,,,,,,,,2,54,95,161,88,127,87,77,86,92,104,109,85,104,77,89,159,50,84,72,96,65,32,53,26,37,48,24,80,78,39,75,68,41,83,72,36,41,47,66,41,30,26,38,27,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,1,64,80,47,58,43,45,60,47,49,45,50,64,49,40,72,44,62,45,43,37,24,45,25,25,36,22,60,38,25,35,50,27,32,37,29,33,43,37,36,20,23,22,12,All
Ken Powell,,,,,,,,,,,,,,,,,41,692,380,468,646,636,442,327,271,252,179,190,242,271,238,153,102,372,148,351,213,209,250,81,147,277,134,196,91,101,95,79,159,86,103,89,105,66,71,58,65,42,35,All
Tracy B Roman,,,,,,,,,,,,,,,,,,25,404,475,687,646,437,392,302,278,224,283,232,280,310,153,151,327,204,361,180,197,247,64,161,248,192,172,82,148,147,88,149,121,86,103,99,108,101,46,52,72,60,All
Kai Scott,,,,,,,,,,,,,,,,,,,13,598,444,286,258,651,543,357,346,249,267,424,156,337,296,95,268,85,399,162,281,239,200,271,182,100,125,198,154,97,87,136,124,133,99,100,113,50,60,84,77,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,7,463,376,308,574,449,446,278,203,389,438,228,340,228,189,203,181,317,172,237,212,200,253,125,200,95,136,149,66,155,84,104,114,99,62,92,47,55,61,56,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,14,585,376,380,281,224,166,194,189,240,187,148,81,294,173,296,195,144,237,86,141,248,121,116,56,118,110,61,96,76,59,123,75,59,69,42,39,53,47,All
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,24,355,235,226,223,113,128,233,228,185,116,71,328,78,317,168,137,241,66,99,221,72,177,66,67,67,41,103,56,78,71,93,57,54,64,57,25,22,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,37,213,144,210,210,224,185,134,231,218,104,365,196,316,69,167,77,88,214,71,160,193,113,115,152,77,157,98,88,115,90,60,82,62,66,51,62,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,3,483,298,300,267,240,328,163,316,268,67,280,69,322,135,252,222,175,249,173,73,84,197,177,91,80,105,91,98,60,109,89,50,41,83,75,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,1,392,328,292,328,362,171,253,406,65,190,55,360,147,298,343,108,198,135,95,206,160,140,207,68,147,112,88,71,118,84,44,41,72,37,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,3,260,232,506,296,214,214,358,165,100,125,184,215,237,294,102,93,66,190,187,122,89,199,105,95,153,58,64,78,65,42,25,31,31,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,4,307,240,175,140,244,270,97,209,86,152,220,149,233,168,70,214,73,166,110,129,119,102,119,62,83,69,69,98,61,74,60,59,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,185,94,205,177,232,105,213,101,61,222,185,187,179,89,195,67,216,170,185,217,112,135,82,99,94,128,93,50,62,61,63,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,257,195,218,285,153,46,146,162,195,200,293,69,75,46,190,174,49,62,153,106,51,80,55,68,31,36,25,32,11,14,All
