col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,City Commissioners - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa M Deeley,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,Michael Fanning,Tracy B Roman,Scott Diclaudio,Ken Powell,Vincent N Melchiorre,Jennifer Schultz,Vincent Furlong,James F Berardinelli,Abbe Fletman,Rainy Papademetriou,Chris Mccabe,Marissa Brumbach,Lynne M Summers,Thomas Martin,Daine Grey Jr,Leon Goodman,Kai Scott,Stephanie M Sawyer,Mia Roberts Perez,Betsy Wahl,Chris Mallios,Lyris Younge,Anthony Kyriakakis,Vince Giusini,Edward William Louden Jr,Jon Marshall,Brian T Ortelere,Deborah Watson Stokes,William J Ciancaglini,Stella Tsai,Jodi Lobel,Wayne M D Bennett,Lucretia Clemons,Joshua Hill,Rania Major,Frances Fattah,Franklin A Bennett Iii,Sherman Toppin,Leon A King Ii,Sandjai Weaver,Starr Marshall Cash,Shanese Johnson,Tangie M Boston,All
Lisa M Deeley,50,121,87,65,57,14,371,188,170,177,237,140,122,121,145,132,141,142,113,124,94,77,128,118,105,110,108,74,98,93,61,61,59,88,82,68,75,51,64,51,37,36,32,35,23,37,37,21,20,All
Anthony Clark,,30,57,46,11,32,111,132,156,141,69,105,97,118,63,72,63,44,74,85,66,96,59,50,59,46,40,70,75,67,94,89,61,39,58,25,27,57,35,37,35,31,36,31,33,23,18,24,19,All
Carol A Jenkins,,,5,42,5,12,56,89,64,54,45,105,64,65,69,58,39,52,73,43,65,52,44,54,60,51,36,33,42,42,37,44,47,44,31,38,34,30,31,25,28,27,19,18,22,22,17,23,11,All
Tracey L Gordon,,,,3,8,8,51,81,56,53,35,89,66,65,59,45,33,46,61,34,59,37,30,50,37,36,25,38,34,35,42,29,46,41,20,35,34,32,26,23,26,24,19,19,18,23,10,13,11,All
Omar Sabir,,,,,4,5,44,45,42,42,40,17,12,18,36,30,39,43,14,40,31,14,41,21,24,6,25,32,15,15,7,10,12,21,7,8,13,12,7,10,9,12,6,12,9,3,10,6,4,All
Will Mega,,,,,,3,11,40,50,38,16,32,23,28,19,24,13,8,12,17,24,38,14,13,13,7,12,29,14,19,32,32,26,12,9,9,10,18,7,6,12,7,9,11,6,8,10,6,6,All
Michael Fanning,,,,,,,12,114,127,132,226,78,84,71,81,72,107,92,64,87,54,40,78,80,71,67,83,59,70,62,45,40,43,51,62,28,37,40,37,30,23,18,32,20,15,18,24,13,17,All
Tracy B Roman,,,,,,,,5,189,172,101,127,79,79,123,111,70,100,99,92,97,90,84,71,71,58,49,93,55,59,86,72,62,49,30,48,39,40,32,27,39,37,29,28,24,28,18,24,18,All
Scott Diclaudio,,,,,,,,,7,184,109,96,89,107,114,107,84,70,64,98,75,96,85,46,58,40,53,87,61,64,99,83,69,32,50,20,22,40,29,24,29,19,30,25,23,24,19,15,15,All
Ken Powell,,,,,,,,,,6,108,91,89,86,108,109,80,84,51,104,76,90,96,50,58,43,59,87,62,55,74,87,53,40,32,24,18,38,26,38,22,13,29,29,24,15,15,10,13,All
Vincent N Melchiorre,,,,,,,,,,,2,52,56,64,76,78,98,87,47,76,38,31,72,54,57,50,66,43,56,55,23,21,28,39,56,27,32,16,32,27,13,19,16,12,17,17,18,10,8,All
Jennifer Schultz,,,,,,,,,,,,6,79,106,80,68,51,73,99,56,80,83,54,70,60,60,33,60,57,51,63,67,72,65,39,51,47,50,36,27,37,31,29,26,19,30,23,26,16,All
Vincent Furlong,,,,,,,,,,,,,10,89,54,60,57,45,55,63,60,51,36,37,32,45,38,49,56,61,59,56,50,38,48,15,26,40,22,29,18,12,27,16,15,18,18,7,10,All
James F Berardinelli,,,,,,,,,,,,,,5,63,84,66,44,51,57,68,63,43,40,40,33,46,42,57,66,70,62,78,45,56,24,35,38,20,34,21,18,27,22,25,17,15,10,9,All
Abbe Fletman,,,,,,,,,,,,,,,3,106,62,75,51,81,76,50,96,64,50,43,54,51,40,33,38,35,42,35,22,37,41,29,21,18,24,18,9,16,19,15,14,11,5,All
Rainy Papademetriou,,,,,,,,,,,,,,,,2,65,75,38,69,65,57,84,34,42,33,39,50,51,53,49,48,56,20,24,32,26,18,29,15,16,9,12,19,17,17,11,9,6,All
Chris Mccabe,,,,,,,,,,,,,,,,,3,74,55,67,35,35,74,50,46,44,49,25,52,42,29,25,27,42,51,12,27,21,25,29,12,10,22,10,15,13,20,12,15,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,2,59,66,42,26,74,67,67,75,40,36,51,40,16,19,22,60,25,50,52,29,46,18,21,27,15,15,11,19,23,18,16,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,0,51,46,42,40,66,55,54,26,32,37,40,36,34,31,58,31,37,40,36,42,27,36,40,31,22,21,17,19,28,15,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,0,44,41,71,39,34,28,31,33,32,45,38,39,18,31,34,18,23,38,24,31,20,18,26,21,12,16,11,10,9,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,2,60,47,55,45,34,41,73,46,30,56,50,62,35,19,32,27,31,22,19,20,22,12,23,23,20,12,22,5,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,5,29,29,31,23,25,64,36,30,67,79,46,28,21,13,25,28,16,29,21,17,20,20,24,18,17,13,6,All
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,1,53,70,52,55,52,51,38,16,22,25,43,12,24,23,27,42,17,25,16,14,21,14,19,11,17,10,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,1,72,55,49,43,36,21,27,21,23,66,34,46,42,31,36,16,21,25,12,16,12,19,29,20,13,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,1,63,50,54,51,40,20,19,23,51,21,47,28,21,43,17,30,27,12,19,15,21,19,18,14,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,35,49,39,19,13,22,55,31,48,39,26,45,12,20,18,22,11,10,14,15,14,12,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,40,34,17,16,27,37,32,18,33,19,19,22,9,11,11,10,11,10,17,7,7,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,34,61,55,37,32,17,22,18,14,34,11,18,12,12,20,14,15,16,17,6,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,31,30,37,34,25,30,30,30,36,19,12,15,21,19,21,15,8,8,7,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,26,33,20,39,28,24,36,25,24,16,9,18,15,17,27,7,10,9,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,44,18,31,9,10,23,12,18,16,12,19,21,17,15,5,6,2,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,19,19,10,11,28,16,26,14,9,22,23,14,17,11,13,9,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,20,21,22,32,12,12,16,12,15,15,17,10,10,7,7,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,34,44,21,36,23,20,25,18,23,15,17,26,17,19,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,28,22,8,20,8,14,13,8,12,13,15,9,11,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,11,34,11,24,20,4,13,13,22,12,23,9,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,20,16,13,13,9,10,7,14,15,11,13,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,18,18,15,29,17,14,14,9,8,9,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,19,15,13,13,10,19,19,18,12,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,18,18,15,4,6,6,6,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,15,12,8,19,10,14,11,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,14,13,10,10,15,8,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,10,13,3,1,9,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,12,13,10,3,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,6,8,2,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,10,4,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,8,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,711,403,242,211,102,89,487,353,340,335,322,292,257,253,239,224,214,212,200,199,198,193,192,185,183,173,172,171,166,166,163,155,150,144,126,117,114,111,107,85,80,75,75,69,68,65,59,57,39,All
,City Commissioners - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Lisa M Deeley,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,Michael Fanning,Jennifer Schultz,Tracy B Roman,Vincent N Melchiorre,Mia Roberts Perez,Stephanie M Sawyer,James F Berardinelli,Marissa Brumbach,Daine Grey Jr,Lynne M Summers,Lyris Younge,Stella Tsai,Vince Giusini,Vincent Furlong,Abbe Fletman,Leon Goodman,Anthony Kyriakakis,Betsy Wahl,Brian T Ortelere,Chris Mccabe,Deborah Watson Stokes,Scott Diclaudio,Frances Fattah,Ken Powell,Lucretia Clemons,Rainy Papademetriou,Kai Scott,Rania Major,Thomas Martin,Chris Mallios,Edward William Louden Jr,Jodi Lobel,Shanese Johnson,Starr Marshall Cash,Sherman Toppin,Wayne M D Bennett,Franklin A Bennett Iii,Sandjai Weaver,William J Ciancaglini,Jon Marshall,Joshua Hill,Leon A King Ii,Tangie M Boston,1
Lisa M Deeley,1,5,5,4,3,2,22,12,10,14,8,7,7,11,6,5,9,9,9,7,7,6,8,5,3,6,5,4,6,7,5,6,4,4,4,5,3,4,1,5,2,2,1,3,3,1,1,1,0,1
Anthony Clark,,4,6,3,0,0,6,5,6,3,6,5,4,4,6,4,2,3,6,5,2,3,6,4,4,3,2,5,2,5,4,2,4,4,3,1,6,0,3,1,1,4,2,1,1,1,1,0,1,1
Carol A Jenkins,,,0,5,1,0,3,7,6,3,5,6,2,4,4,3,4,5,3,3,7,5,5,6,5,2,3,4,3,1,1,4,3,2,3,1,3,3,2,0,1,2,2,1,1,1,1,1,0,1
Tracey L Gordon,,,,0,0,0,3,5,6,1,3,5,3,5,5,4,4,5,4,7,4,0,2,3,4,2,2,1,2,2,2,2,0,1,4,0,1,3,1,0,1,1,0,2,1,0,1,1,0,1
Will Mega,,,,,0,0,0,2,1,1,2,2,2,2,1,0,1,3,1,0,0,1,1,0,1,0,2,0,2,1,0,1,0,1,0,1,0,1,0,2,1,1,0,0,0,1,0,0,0,1
Omar Sabir,,,,,,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Michael Fanning,,,,,,,0,5,5,12,4,5,3,5,4,4,5,4,6,4,3,3,4,3,3,4,3,0,2,3,5,3,2,2,2,2,2,2,0,3,2,1,1,2,2,0,0,0,0,1
Jennifer Schultz,,,,,,,,0,10,3,8,9,4,8,3,7,6,9,6,3,5,4,4,5,3,2,6,2,5,3,2,2,2,6,4,0,3,3,2,4,1,2,1,2,1,1,0,0,1,1
Tracy B Roman,,,,,,,,,1,4,7,7,1,7,5,8,5,7,4,3,6,4,5,4,3,2,2,4,7,2,2,3,2,4,4,2,2,3,2,1,1,2,2,2,0,0,0,1,1,1
Vincent N Melchiorre,,,,,,,,,,0,4,1,4,2,2,2,4,3,5,2,3,3,5,3,3,4,1,1,3,3,2,4,2,2,2,2,1,2,1,1,1,0,1,1,3,0,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,0,6,3,5,4,2,7,7,6,1,3,3,6,5,2,3,4,2,5,2,2,4,4,5,3,5,2,2,2,2,1,2,1,2,0,0,1,0,1,1
Stephanie M Sawyer,,,,,,,,,,,,0,3,9,7,5,6,7,3,3,5,1,3,5,3,1,9,1,3,2,6,2,1,3,3,1,3,3,2,5,3,3,2,2,0,1,0,2,0,1
James F Berardinelli,,,,,,,,,,,,,2,2,2,0,1,3,5,4,0,3,3,0,2,4,4,3,2,2,2,2,0,0,3,3,2,4,0,2,1,2,1,1,1,2,3,1,0,1
Marissa Brumbach,,,,,,,,,,,,,,0,6,4,4,9,4,4,5,2,5,6,2,0,5,2,4,4,4,3,3,2,1,2,3,3,2,3,1,2,0,2,0,1,0,1,0,1
Daine Grey Jr,,,,,,,,,,,,,,,0,3,5,4,1,4,4,2,3,3,3,2,4,1,4,1,3,1,2,3,0,2,2,2,3,3,3,1,1,1,0,0,0,1,1,1
Lynne M Summers,,,,,,,,,,,,,,,,0,3,3,2,3,4,0,2,3,3,2,2,0,4,1,3,1,1,4,3,0,0,1,1,0,2,1,3,0,1,0,0,2,1,1
Lyris Younge,,,,,,,,,,,,,,,,,0,4,4,3,5,4,4,6,2,3,4,1,3,3,4,1,2,3,2,2,1,1,1,3,3,1,2,1,2,0,0,2,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,0,5,3,4,2,5,6,3,2,5,2,5,2,3,3,3,3,2,2,2,3,3,2,1,1,0,2,1,1,0,0,1,1
Vince Giusini,,,,,,,,,,,,,,,,,,,0,6,0,1,6,3,3,2,1,2,2,3,4,4,2,0,4,2,4,1,0,1,0,2,0,2,1,0,1,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,2,1,3,2,3,5,0,3,2,4,3,2,1,0,3,0,3,1,0,1,1,2,1,2,2,1,2,2,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,0,2,5,5,4,2,3,3,3,3,2,2,2,4,1,1,2,3,1,1,3,0,2,2,1,0,0,2,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,4,3,1,0,0,1,2,1,3,1,2,1,2,0,1,1,0,2,1,2,1,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,0,5,4,1,2,4,4,4,2,4,3,1,1,2,5,1,1,0,1,1,1,0,0,0,1,1,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,2,3,2,3,1,1,1,2,2,3,0,2,1,2,0,0,0,0,1,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,2,1,1,3,2,1,0,1,2,3,1,0,3,1,2,0,1,0,0,1,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,4,2,1,3,2,3,1,1,0,1,2,1,1,1,1,3,1,2,1,1,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,4,1,1,1,1,2,2,3,2,4,3,1,1,0,0,1,1,1,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,2,0,3,1,4,0,1,0,0,1,1,0,0,1,2,1,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,4,0,1,0,2,1,1,1,0,2,1,0,1,1,2,1,1
Ken Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,1,2,0,2,0,0,2,1,2,0,0,1,2,1,1,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,3,1,2,1,1,3,2,1,1,2,1,0,0,1,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,0,2,1,1,1,0,0,1,0,0,0,1,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,2,1,1,2,2,1,0,0,0,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,2,1,1,1,0,1,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,1,1,0,0,0,0,0,1,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,2,0,1,0,0,1,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,0,1,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,1,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,1,1,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,1,0,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,44,26,19,15,4,3,28,20,19,17,15,15,14,14,13,13,13,13,13,13,12,12,11,11,10,10,10,10,9,9,9,9,8,8,8,7,7,7,6,6,5,5,4,4,4,3,3,3,1,1
,City Commissioners - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Lisa M Deeley,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,Michael Fanning,Tracy B Roman,Ken Powell,Vincent N Melchiorre,Jennifer Schultz,Scott Diclaudio,Vincent Furlong,Marissa Brumbach,Abbe Fletman,Leon Goodman,James F Berardinelli,Thomas Martin,Chris Mccabe,Rainy Papademetriou,Lynne M Summers,William J Ciancaglini,Daine Grey Jr,Jon Marshall,Anthony Kyriakakis,Deborah Watson Stokes,Edward William Louden Jr,Betsy Wahl,Brian T Ortelere,Chris Mallios,Stephanie M Sawyer,Wayne M D Bennett,Jodi Lobel,Kai Scott,Lyris Younge,Mia Roberts Perez,Frances Fattah,Franklin A Bennett Iii,Joshua Hill,Rania Major,Sherman Toppin,Starr Marshall Cash,Vince Giusini,Stella Tsai,Leon A King Ii,Sandjai Weaver,Lucretia Clemons,Shanese Johnson,Tangie M Boston,2
Lisa M Deeley,4,7,8,5,1,6,33,14,15,23,13,13,12,15,9,8,9,8,9,8,11,11,7,5,8,7,4,10,5,7,9,3,9,6,3,3,3,3,6,3,4,4,2,4,2,1,2,1,1,2
Anthony Clark,,3,3,3,7,2,7,12,14,4,9,11,7,3,5,11,8,9,5,5,6,6,4,12,5,4,8,1,7,1,2,8,1,2,5,4,6,5,5,4,3,2,3,0,3,1,0,1,0,2
Carol A Jenkins,,,0,4,2,1,5,11,5,2,10,5,8,5,4,6,4,5,1,1,5,5,6,3,3,5,3,6,1,3,3,3,4,2,3,5,2,3,1,2,2,3,1,3,0,1,3,2,0,2
Tracey L Gordon,,,,0,1,0,3,4,1,4,8,4,7,3,6,3,7,4,2,2,5,4,5,1,4,3,0,2,3,2,3,4,2,1,1,2,2,1,2,2,2,0,3,2,0,1,1,1,0,2
Will Mega,,,,,0,0,2,7,7,1,8,7,6,1,4,7,5,4,1,5,1,0,2,6,1,0,5,0,4,0,0,3,0,2,3,1,2,1,1,1,1,2,2,0,0,1,0,0,0,2
Omar Sabir,,,,,,0,5,5,5,4,1,4,0,4,5,1,1,5,3,2,1,2,3,1,0,3,0,1,0,2,4,2,1,4,4,2,1,1,0,0,0,1,0,0,1,1,0,0,1,2
Michael Fanning,,,,,,,1,10,11,21,9,13,9,10,9,6,9,9,9,5,6,9,4,4,6,6,5,6,4,8,8,5,7,5,4,3,1,4,3,2,1,4,3,1,1,1,0,0,1,2
Tracy B Roman,,,,,,,,1,15,8,11,17,9,7,13,11,5,12,5,10,9,5,9,7,5,3,6,4,6,3,3,6,3,8,8,5,5,3,3,4,4,2,2,2,2,0,2,2,0,2
Ken Powell,,,,,,,,,1,10,8,16,8,8,10,13,11,11,5,11,3,4,4,13,3,4,8,2,5,4,5,4,1,8,7,4,2,4,6,3,4,3,2,0,2,2,0,1,0,2
Vincent N Melchiorre,,,,,,,,,,0,7,7,7,11,7,4,6,8,9,7,5,5,3,2,3,4,2,2,3,5,5,1,3,6,2,1,2,0,2,1,1,2,3,1,0,2,0,0,1,2
Jennifer Schultz,,,,,,,,,,,0,8,13,10,8,9,12,5,5,6,8,7,6,7,7,8,7,6,6,2,4,8,6,4,4,5,2,4,3,3,3,4,3,2,0,2,2,1,0,2
