col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Scott Diclaudio,Ken Powell,Edward William Louden Jr,Lynne M Summers,Tracy B Roman,Deborah Watson Stokes,Kai Scott,Frances Fattah,Mia Roberts Perez,Daine Grey Jr,Leon A King Ii,Lyris Younge,Michael Fanning,Leon Goodman,Brian T Ortelere,Jennifer Schultz,Joshua Hill,Shanese Johnson,Thomas Martin,Vincent N Melchiorre,Sherman Toppin,Stephanie M Sawyer,Vincent Furlong,Abbe Fletman,Jon Marshall,Betsy Wahl,Lucretia Clemons,Rania Major,Wayne M D Bennett,James F Berardinelli,Rainy Papademetriou,Stella Tsai,William J Ciancaglini,Anthony Kyriakakis,Chris Mallios,Jodi Lobel,Marissa Brumbach,Vince Giusini,Sandjai Weaver,Starr Marshall Cash,Tangie M Boston,Chris Mccabe,Franklin A Bennett Iii,1
Kevin M Dougherty,6,13,11,14,2,0,13,12,10,10,11,12,9,7,8,7,7,8,11,4,5,6,5,8,6,6,5,8,5,6,5,5,5,4,4,3,2,2,2,2,3,3,4,3,2,2,3,0,1,1
Anne E Lazarus,,2,11,10,3,0,8,6,5,9,5,8,6,7,5,3,7,5,2,3,4,6,4,6,2,5,4,4,3,2,1,3,1,3,2,1,2,5,3,2,2,3,3,2,3,3,1,1,0,1
Christine Donohue,,,2,10,1,0,6,3,9,9,7,7,8,8,6,5,5,8,2,6,3,7,6,4,4,4,6,2,3,0,2,4,3,5,4,2,2,4,2,1,1,3,3,1,2,2,2,1,1,1
David Wecht,,,,0,1,0,9,9,7,8,9,4,6,8,5,7,8,6,5,8,7,4,4,5,3,5,4,2,5,3,3,2,4,4,4,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1
Dwayne D Woodruff,,,,,0,0,1,1,0,1,1,1,0,0,0,2,1,0,0,0,1,2,0,1,1,0,1,1,1,2,1,0,0,0,2,1,0,2,1,1,0,0,1,2,1,1,0,0,0,1
John Henry Foradora,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Scott Diclaudio,,,,,,,0,6,3,6,5,3,4,2,4,5,2,2,5,4,4,4,1,4,1,5,1,6,0,4,2,2,3,2,2,3,1,3,3,1,2,1,2,2,3,3,2,0,1,1
Ken Powell,,,,,,,,0,5,5,9,4,3,4,5,5,4,3,4,4,2,1,4,4,1,5,2,5,5,4,5,2,0,0,1,2,1,1,1,2,2,0,1,1,1,1,0,0,0,1
Edward William Louden Jr,,,,,,,,,0,3,6,5,5,5,4,3,3,5,1,2,1,3,5,2,5,1,2,2,5,1,3,2,3,2,2,2,1,0,1,1,1,0,1,1,0,0,2,0,0,1
Lynne M Summers,,,,,,,,,,0,7,6,6,8,5,7,5,5,7,4,4,6,4,5,3,8,4,4,3,3,1,3,3,4,2,0,1,3,2,0,2,2,2,0,1,1,2,1,1,1
Tracy B Roman,,,,,,,,,,,0,7,7,4,5,6,4,5,5,3,3,5,4,3,4,5,3,5,5,4,1,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,0,6,6,4,4,5,4,2,0,1,4,5,4,3,2,3,5,4,2,0,4,2,2,2,0,0,2,1,1,1,2,3,0,1,1,2,0,0,1
Kai Scott,,,,,,,,,,,,,2,5,3,3,4,7,4,2,2,2,2,4,2,3,2,3,2,2,0,2,3,5,2,0,1,1,0,1,0,1,3,1,1,1,1,0,1,1
