col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,All
,Abbe Fletman,Kai Scott,Rainy Papademetriou,Chris Mallios,Betsy Wahl,Stella Tsai,Mia Roberts Perez,Ken Powell,Brian T Ortelere,Tracy B Roman,Jennifer Schultz,Stephanie M Sawyer,Daine Grey Jr,Anthony Kyriakakis,Chris Mccabe,Scott Diclaudio,Lucretia Clemons,Jodi Lobel,Vincent N Melchiorre,Deborah Watson Stokes,James F Berardinelli,Lyris Younge,Leon Goodman,Marissa Brumbach,Michael Fanning,Lynne M Summers,Thomas Martin,Leon A King Ii,Jon Marshall,Rania Major,Frances Fattah,Vincent Furlong,Joshua Hill,Wayne M D Bennett,Vince Giusini,Edward William Louden Jr,Shanese Johnson,Sherman Toppin,Sandjai Weaver,William J Ciancaglini,Franklin A Bennett Iii,Tangie M Boston,Starr Marshall Cash,Carol A Jenkins,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Will Mega,Omar Sabir,All
Abbe Fletman,15,830,608,698,514,507,484,391,399,260,314,350,375,315,290,221,278,264,316,189,197,196,148,144,212,115,165,142,57,87,64,68,98,82,70,49,52,47,40,29,22,13,12,569,326,424,226,85,57,All
Kai Scott,,6,497,668,407,427,463,336,335,214,233,335,330,290,250,188,255,205,320,178,154,189,127,119,214,86,159,124,37,70,73,42,99,87,64,36,47,42,50,21,22,13,16,468,285,359,172,88,72,All
Rainy Papademetriou,,,34,394,415,457,318,238,374,134,252,200,207,329,256,113,268,232,210,160,194,99,131,158,123,93,180,112,87,88,51,71,83,57,59,60,35,36,33,39,18,13,16,478,203,303,156,107,52,All
Chris Mallios,,,,13,336,361,374,306,237,143,173,264,262,251,174,158,157,197,239,135,145,128,90,76,201,34,78,109,20,26,35,31,69,51,48,11,15,17,21,21,10,4,12,381,217,285,126,60,41,All
Betsy Wahl,,,,,15,421,324,181,197,157,324,260,164,245,200,83,223,263,137,236,121,63,104,209,101,168,76,98,45,115,81,48,70,51,62,36,75,41,52,40,20,25,26,439,176,263,176,68,47,All
Stella Tsai,,,,,,11,360,207,237,145,303,240,185,270,179,84,211,230,121,213,155,74,104,161,83,141,74,123,46,122,79,57,79,59,61,31,68,33,52,32,19,23,22,418,170,279,158,73,44,All
Mia Roberts Perez,,,,,,,6,257,157,237,225,339,280,181,109,180,187,172,207,193,113,170,97,162,187,147,63,71,43,95,83,44,74,53,48,35,65,54,52,22,15,23,19,340,229,320,142,56,50,All
Ken Powell,,,,,,,,5,205,293,172,204,287,165,124,304,73,117,181,75,143,250,170,49,175,76,89,107,132,47,58,64,49,67,57,112,34,53,34,32,32,13,20,253,353,237,113,65,31,All
Brian T Ortelere,,,,,,,,,20,110,170,111,151,198,247,105,173,115,152,76,149,62,93,54,62,56,134,85,46,52,43,59,53,63,49,46,26,33,27,22,26,12,4,327,172,152,107,61,38,All
Tracy B Roman,,,,,,,,,,12,193,232,226,69,65,316,99,80,151,111,90,270,136,108,139,159,58,48,103,95,90,60,42,48,47,109,67,42,56,37,20,24,23,194,333,236,141,53,31,All
Jennifer Schultz,,,,,,,,,,,3,187,141,157,125,110,168,195,45,183,114,84,133,174,48,182,52,98,82,121,77,70,66,64,55,61,73,49,61,26,24,27,27,290,189,214,171,51,34,All
Stephanie M Sawyer,,,,,,,,,,,,1,245,110,97,168,150,135,192,196,83,158,61,155,164,147,47,42,22,85,74,32,46,44,30,26,65,32,39,30,16,30,26,234,204,293,108,53,43,All
Daine Grey Jr,,,,,,,,,,,,,1,117,73,216,72,76,169,105,128,195,104,57,163,88,73,60,62,52,65,66,53,70,53,53,51,52,41,21,24,9,16,197,256,235,104,54,53,All
Anthony Kyriakakis,,,,,,,,,,,,,,14,132,75,145,166,77,98,134,50,96,92,73,50,82,99,66,36,36,53,44,64,63,39,22,36,30,38,14,9,9,273,133,175,80,90,27,All
Chris Mccabe,,,,,,,,,,,,,,,20,63,143,110,153,97,77,35,63,52,62,61,128,67,30,39,44,41,42,47,32,30,23,24,23,35,15,11,15,225,147,141,100,40,38,All
Scott Diclaudio,,,,,,,,,,,,,,,,6,46,50,162,53,131,246,134,53,151,77,59,52,120,54,57,78,58,80,72,104,30,45,33,51,38,18,14,119,352,193,104,64,33,All
Lucretia Clemons,,,,,,,,,,,,,,,,,2,147,125,132,67,48,64,170,63,112,152,58,52,78,63,22,39,44,47,17,69,30,43,19,18,26,18,231,104,184,106,65,33,All
Jodi Lobel,,,,,,,,,,,,,,,,,,9,57,130,86,32,78,157,58,95,67,70,53,60,42,29,41,34,31,27,47,31,37,30,14,13,12,231,99,162,96,58,28,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,3,58,67,135,43,39,177,38,114,30,18,33,22,40,40,28,44,18,22,16,13,42,19,8,14,158,200,173,70,47,25,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,7,95,47,94,157,50,142,41,53,30,87,87,40,44,39,27,26,73,38,54,29,22,33,39,180,117,165,112,41,46,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,4,47,103,69,50,54,58,57,70,33,39,80,63,72,81,58,25,31,29,50,24,9,15,173,151,145,95,35,21,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,5,100,40,123,56,35,40,81,49,46,41,23,28,42,87,34,21,25,12,9,13,7,96,251,169,62,47,28,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,4,55,49,78,71,69,118,42,49,65,69,62,53,103,36,38,38,29,30,15,16,135,191,86,104,55,28,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,0,61,142,60,39,55,99,58,29,29,36,27,24,59,25,40,21,15,25,27,199,95,173,93,37,17,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,1,32,59,34,40,21,20,27,42,31,32,14,16,19,10,23,24,13,9,100,179,180,54,32,22,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,37,47,102,92,52,45,53,38,44,75,44,36,29,26,25,30,168,135,150,109,29,32,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,72,29,38,50,51,42,42,29,31,37,17,20,22,6,11,118,114,100,64,49,31,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,28,26,57,30,42,48,27,29,22,33,24,17,17,8,13,136,94,68,42,33,29,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,26,55,35,31,35,87,23,23,21,15,22,8,12,59,141,65,68,61,16,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,59,28,28,32,20,23,56,19,47,10,25,21,19,123,76,95,81,24,20,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,29,32,22,23,59,28,36,18,20,20,17,101,103,69,64,24,44,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,49,43,48,27,22,24,32,28,7,12,76,110,56,70,33,17,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,42,31,24,20,34,13,20,21,10,11,74,89,49,61,21,20,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,34,15,34,20,19,30,11,8,67,101,64,56,24,28,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,16,21,21,42,16,7,8,67,83,60,44,29,11,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,26,16,20,15,5,7,63,121,32,52,39,14,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,37,17,12,13,23,79,61,57,56,20,25,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,17,14,6,9,51,67,40,39,22,21,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,7,12,10,60,56,45,44,18,22,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,5,14,48,53,37,30,21,17,All
