col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Ed Neilson,Allan Domb,Frank Rizzo,William K Greenlee,Derek S Green,Paul Steinke,Sherrie Cohen,Helen Gym,Thomas Wyatt,Jenne Ayers,W Wilson Goode Jr,Blondell Reynolds Brown,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,Wilson Alexander,Michael Fanning,Tracy B Roman,Scott Diclaudio,Ken Powell,Vincent Furlong,Jennifer Schultz,Thomas Martin,Vincent N Melchiorre,Daine Grey Jr,Abbe Fletman,Lyris Younge,James F Berardinelli,Stephanie M Sawyer,Kai Scott,Mia Roberts Perez,Chris Mallios,Lynne M Summers,Vince Giusini,Leon Goodman,Jon Marshall,Betsy Wahl,Rainy Papademetriou,Brian T Ortelere,Chris Mccabe,Marissa Brumbach,Anthony Kyriakakis,Edward William Louden Jr,William J Ciancaglini,Deborah Watson Stokes,Stella Tsai,Wayne M D Bennett,Jodi Lobel,Lucretia Clemons,Joshua Hill,Leon A King Ii,Frances Fattah,Rania Major,Sherman Toppin,Franklin A Bennett Iii,Sandjai Weaver,Shanese Johnson,Starr Marshall Cash,Tangie M Boston,All
Ed Neilson,229,894,700,805,390,457,471,387,312,195,361,295,156,185,131,92,"1,047",610,615,639,555,415,556,543,436,422,389,344,391,386,388,383,286,299,235,258,288,278,240,289,281,280,216,224,183,171,156,167,148,124,106,106,90,96,98,86,74,90,38,All
Allan Domb,,75,460,487,267,402,389,258,316,185,206,129,142,98,99,85,543,496,499,445,398,363,250,385,357,380,298,314,280,262,241,268,212,196,195,208,193,205,242,187,176,164,187,176,134,133,126,116,82,90,77,77,77,70,78,65,58,62,48,All
Frank Rizzo,,,36,287,175,238,212,143,177,149,104,127,121,66,87,65,323,304,314,254,349,275,206,209,164,150,142,266,154,118,138,131,189,202,162,153,129,115,133,181,141,158,158,181,116,95,119,116,82,74,64,78,60,61,82,59,53,54,27,All
William K Greenlee,,,,4,261,194,340,164,121,69,301,224,53,125,59,31,501,334,371,429,244,194,192,364,285,290,288,170,232,280,250,274,135,164,122,145,145,170,133,165,155,168,111,118,88,74,69,73,86,84,55,55,55,55,44,40,44,44,19,All
Derek S Green,,,,,15,194,119,123,212,162,127,160,84,129,53,135,261,305,324,361,176,197,198,163,179,181,237,171,118,166,133,144,133,147,185,209,127,162,159,124,149,140,152,76,93,84,99,57,95,70,77,65,58,65,58,56,55,46,31,All
Paul Steinke,,,,,,6,180,211,298,85,52,75,76,112,66,49,245,233,224,218,236,212,141,173,164,191,125,170,165,139,126,136,139,145,127,98,146,112,122,123,104,144,103,115,90,109,100,88,63,66,63,45,53,60,48,51,39,44,24,All
Sherrie Cohen,,,,,,,2,177,99,134,207,122,125,55,71,42,323,336,278,286,159,220,114,252,266,273,214,128,266,238,228,203,172,108,99,81,141,101,84,95,109,101,67,81,98,127,84,91,66,66,45,56,58,40,40,46,56,53,30,All
Helen Gym,,,,,,,,21,130,120,79,92,107,70,86,29,212,233,161,174,156,204,144,124,125,163,84,116,171,128,139,125,155,85,84,86,145,128,106,88,149,104,56,78,97,148,75,80,81,53,43,66,59,36,26,44,61,47,22,All
Thomas Wyatt,,,,,,,,,9,104,44,61,93,89,43,82,178,218,193,210,209,195,122,131,159,162,131,182,112,113,96,100,91,106,122,123,112,119,136,89,68,121,119,101,62,101,102,67,54,76,58,48,43,54,52,39,36,33,18,All
Jenne Ayers,,,,,,,,,,8,33,59,137,27,80,111,110,248,188,159,126,206,102,56,121,112,111,121,103,68,89,61,144,85,115,121,98,88,98,60,104,63,104,57,101,96,67,72,60,43,36,59,58,43,29,43,59,45,26,All
W Wilson Goode Jr,,,,,,,,,,,1,160,21,103,18,20,246,203,193,249,88,89,62,201,190,159,229,63,169,208,196,150,67,77,60,44,91,69,42,86,84,76,48,47,59,37,41,31,61,32,43,55,37,28,26,25,31,26,16,All
Blondell Reynolds Brown,,,,,,,,,,,,7,55,64,49,32,164,156,156,163,124,112,112,96,147,114,128,96,121,141,127,107,95,72,95,70,61,69,67,83,74,74,57,51,69,62,73,36,51,56,58,59,41,51,31,40,48,34,23,All
Carla M Cain,,,,,,,,,,,,,3,11,84,38,69,173,108,104,131,193,84,42,111,109,69,103,88,55,97,37,144,63,74,69,95,84,91,47,88,62,55,50,76,99,62,56,57,37,28,53,41,38,18,49,48,37,22,All
Isaiah Thomas,,,,,,,,,,,,,,3,14,15,117,101,77,140,64,78,49,94,77,73,119,42,86,121,108,59,47,64,51,33,79,68,33,66,67,63,32,26,56,32,32,29,54,27,35,33,28,25,13,25,24,28,15,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,24,75,108,72,70,75,110,60,35,66,52,43,59,68,43,64,39,101,46,39,45,69,47,42,49,62,50,22,34,62,65,49,50,52,29,28,38,35,22,18,32,40,27,16,All
Wilson Alexander,,,,,,,,,,,,,,,,4,62,115,119,105,79,90,65,26,71,61,80,60,39,39,26,27,55,50,82,91,29,42,54,40,29,40,80,28,35,29,51,28,26,36,33,19,29,27,29,26,20,21,15,All
Michael Fanning,,,,,,,,,,,,,,,,,21,367,418,449,298,177,448,508,285,309,284,181,297,332,299,342,137,183,108,142,182,163,147,194,192,156,80,142,100,91,100,79,100,85,58,46,52,53,61,45,34,57,34,All
Tracy B Roman,,,,,,,,,,,,,,,,,,11,594,547,225,340,219,288,392,403,424,213,319,269,284,258,238,119,207,253,184,197,208,92,193,121,214,99,128,174,116,105,95,71,66,79,85,55,61,69,78,64,35,All
Scott Diclaudio,,,,,,,,,,,,,,,,,,,9,557,253,246,210,327,348,357,405,283,251,246,246,293,153,170,222,259,105,169,223,130,132,139,234,148,92,90,100,84,60,68,67,54,70,57,62,56,37,44,28,All
Ken Powell,,,,,,,,,,,,,,,,,,,,14,229,233,220,370,384,384,457,207,268,331,295,307,138,187,230,279,152,216,197,154,169,171,208,95,82,85,99,67,97,76,67,55,49,54,62,55,43,41,21,All
