col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Jon Marshall,,,,,,,,,1,4,0,3,5,4,1,3,5,1,3,1,2,2,3,3,4,3,2,1,2,3,2,1,5,2,0,3,2,0,2,2,0,0,0,1,0,1
Tracy B Roman,,,,,,,,,,0,5,7,4,5,4,5,3,5,9,5,4,5,5,3,5,4,3,5,3,4,1,1,2,2,0,1,1,2,1,2,0,2,0,1,1,1
Chris Mallios,,,,,,,,,,,0,8,3,4,5,2,2,4,4,4,1,5,1,7,1,4,8,5,4,2,1,1,0,2,2,1,1,3,1,0,2,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,0,4,7,5,5,3,2,3,5,3,5,4,4,4,3,6,5,2,3,2,2,1,0,2,1,1,4,3,1,1,2,0,1,1,1
Leon A King Ii,,,,,,,,,,,,,0,5,6,3,5,4,5,5,7,1,2,5,3,5,0,1,5,2,4,3,3,4,1,4,2,0,2,2,1,0,1,1,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,0,6,5,4,4,0,4,3,3,5,2,5,1,2,2,1,6,2,2,1,2,1,2,1,3,4,0,0,1,1,2,1,1
Betsy Wahl,,,,,,,,,,,,,,,0,6,0,6,0,5,6,4,3,6,2,3,0,2,3,2,1,2,0,0,1,0,0,2,1,0,1,1,0,1,1,1
Marissa Brumbach,,,,,,,,,,,,,,,,0,4,4,0,4,6,4,8,2,3,3,2,2,0,3,3,3,3,2,1,0,2,2,1,1,2,2,1,1,0,1
Leon Goodman,,,,,,,,,,,,,,,,,0,1,3,0,3,2,4,1,3,2,2,1,1,3,3,4,3,5,0,2,3,0,1,3,1,0,1,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,0,2,2,1,5,1,4,3,3,2,1,4,1,1,1,2,1,0,1,2,1,0,0,1,1,1,0,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,0,3,2,0,0,2,1,3,4,4,2,1,2,1,2,3,0,2,1,0,0,2,0,0,1,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,0,4,3,3,5,0,3,0,0,3,2,3,1,1,1,2,2,1,3,1,0,0,1,1,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,0,2,5,3,2,3,0,2,1,1,3,4,1,2,1,0,0,1,1,1,1,1,1,1,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,0,5,4,2,4,3,3,2,1,2,0,2,0,1,0,1,2,1,1,1,1,0,1,1,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,1,3,1,3,3,1,3,1,1,1,1,1,2,1,0,1,1,2,1,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,1,0,6,3,0,1,3,1,1,2,0,2,0,0,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,2,4,2,2,1,1,1,2,0,1,3,1,0,1,0,1,1,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,5,2,2,3,1,3,0,1,0,1,0,2,1,1,0,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,1,1,1,1,2,0,1,1,1,0,2,0,0,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1,0,1,1,0,0,0,1,0,1,0,1,1,2,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,2,1,2,0,0,0,1,0,0,0,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2,3,0,3,1,1,1,0,0,1,1,1,1,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,2,1,1,2,1,1,1,1,1,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,1,0,0,1,2,0,1,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,3,0,0,1,0,0,1,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,0,2,1,0,1,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,1,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,55,9,30,27,24,23,22,20,19,19,17,17,15,14,13,13,12,12,12,12,11,11,11,11,11,10,10,10,9,9,9,8,7,6,5,5,5,4,4,3,3,2,2,2,2,1
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Alice Beck Dubow,Robert Colville,Daine Grey Jr,Lyris Younge,Ken Powell,Jon Marshall,Scott Diclaudio,Tracy B Roman,Abbe Fletman,Frances Fattah,Kai Scott,Leon Goodman,Marissa Brumbach,Rainy Papademetriou,Edward William Louden Jr,Mia Roberts Perez,Vincent N Melchiorre,Chris Mccabe,Jennifer Schultz,Anthony Kyriakakis,James F Berardinelli,Lucretia Clemons,Lynne M Summers,Michael Fanning,Thomas Martin,Wayne M D Bennett,Betsy Wahl,Brian T Ortelere,Shanese Johnson,Chris Mallios,Jodi Lobel,Stephanie M Sawyer,Vince Giusini,Deborah Watson Stokes,Franklin A Bennett Iii,Joshua Hill,Leon A King Ii,Rania Major,Starr Marshall Cash,Vincent Furlong,Sandjai Weaver,Sherman Toppin,Stella Tsai,Tangie M Boston,William J Ciancaglini,2
Alice Beck Dubow,2,0,11,8,10,7,10,9,6,4,4,8,3,5,6,5,2,3,5,2,4,3,4,3,5,5,4,3,3,3,1,2,1,2,2,2,2,1,1,1,0,1,1,1,0,2
Robert Colville,,0,0,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Daine Grey Jr,,,0,10,6,4,5,7,7,6,5,3,3,4,0,4,5,4,3,1,3,1,4,3,3,3,2,2,3,3,0,1,3,1,0,1,1,1,1,2,1,1,0,0,0,2
Lyris Younge,,,,0,10,6,6,7,7,6,6,3,3,3,4,4,7,3,2,1,3,0,1,4,2,1,0,1,2,2,0,2,2,0,1,0,1,1,1,1,1,0,0,0,0,2
Ken Powell,,,,,0,5,5,6,6,4,5,3,2,2,5,4,5,3,3,1,3,0,0,4,2,2,0,2,1,2,0,2,0,0,2,0,1,0,1,1,0,1,0,0,0,2
Jon Marshall,,,,,,0,7,4,3,2,1,5,4,4,4,0,1,0,2,3,3,3,0,0,1,1,0,2,1,0,2,0,2,0,0,0,0,1,1,2,1,1,0,0,0,2
Scott Diclaudio,,,,,,,0,5,3,1,1,6,1,1,4,2,2,1,3,0,4,1,1,1,1,3,1,2,0,1,0,1,1,0,0,2,1,0,1,1,1,1,0,0,0,2
Tracy B Roman,,,,,,,,1,5,4,4,4,1,2,4,3,2,2,4,0,3,1,3,2,4,3,2,1,4,3,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,2
Abbe Fletman,,,,,,,,,0,3,5,0,4,3,1,6,4,3,3,0,2,1,2,3,1,1,2,2,1,2,1,3,1,1,0,0,0,2,0,2,0,1,1,1,0,2
Frances Fattah,,,,,,,,,,0,3,1,3,1,1,2,3,3,2,0,1,0,2,0,2,2,1,1,3,1,0,1,2,1,1,0,1,1,1,1,1,0,0,0,0,2
Kai Scott,,,,,,,,,,,0,1,2,3,0,4,5,2,0,1,0,0,1,5,2,1,0,2,2,3,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,0,0,1,4,0,0,0,1,0,2,1,2,0,2,2,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2
Marissa Brumbach,,,,,,,,,,,,,0,3,0,4,3,3,1,3,0,4,2,1,1,0,2,0,0,0,3,2,1,1,0,0,0,1,1,0,1,0,1,1,0,2
Rainy Papademetriou,,,,,,,,,,,,,,0,0,1,2,0,1,3,1,3,1,2,3,2,0,1,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,0,4,4,1,0,0,1,2,3,1,1,3,1,0,2,1,3,0,1,0,1,0,1,0,0,0,0,1,1,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,4,1,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,0,0,4,1,2,0,2,3,1,1,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,0,0,3,1,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,3,0,1,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,1,0,0,0,3,1,0,1,0,1,1,1,0,0,0,0,1,1,0,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,0,1,1,1,1,0,2,0,1,1,1,0,0,0,0,1,1,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,2,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,1,0,0,0,1,1,2,2,0,0,1,0,1,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,0,1,1,2,0,1,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,1,1,0,1,1,0,1,0,0,0,0,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,0,0,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,1,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,27,2,16,16,15,12,12,12,10,8,8,8,8,8,7,7,7,6,6,5,5,5,5,5,5,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,0,2
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Alice Beck Dubow,Robert Colville,Abbe Fletman,Kai Scott,Daine Grey Jr,Ken Powell,Lyris Younge,Mia Roberts Perez,Tracy B Roman,Chris Mallios,Rainy Papademetriou,Stephanie M Sawyer,Scott Diclaudio,Vincent N Melchiorre,Michael Fanning,Stella Tsai,Jennifer Schultz,Anthony Kyriakakis,Betsy Wahl,Frances Fattah,Lynne M Summers,Thomas Martin,Deborah Watson Stokes,Lucretia Clemons,Leon A King Ii,Leon Goodman,James F Berardinelli,Jon Marshall,Marissa Brumbach,Brian T Ortelere,Chris Mccabe,Jodi Lobel,Rania Major,Shanese Johnson,Sherman Toppin,Vince Giusini,Wayne M D Bennett,Edward William Louden Jr,Joshua Hill,Sandjai Weaver,Vincent Furlong,Starr Marshall Cash,William J Ciancaglini,Franklin A Bennett Iii,Tangie M Boston,3
Alice Beck Dubow,13,0,50,48,40,45,42,42,42,38,36,30,29,28,24,24,17,16,17,19,17,16,15,15,13,14,13,11,12,10,8,9,8,9,8,4,8,7,7,7,6,6,3,3,2,3
Robert Colville,,1,2,3,3,1,2,2,1,1,1,1,2,0,2,2,2,2,2,0,1,0,1,2,1,0,1,0,0,1,1,0,1,0,0,3,1,1,1,1,0,0,0,0,1,3
Abbe Fletman,,,0,42,37,29,30,34,28,36,29,22,13,24,22,18,9,13,11,6,7,14,8,12,8,5,10,5,7,11,8,7,5,3,4,3,3,2,4,2,2,2,1,0,1,3
Kai Scott,,,,0,35,27,32,37,27,35,28,26,12,26,24,16,9,11,12,7,8,14,11,7,8,2,6,4,7,8,7,4,4,5,2,3,2,2,3,1,2,2,1,1,2,3
Daine Grey Jr,,,,,1,32,31,30,29,25,21,22,18,23,25,10,7,7,8,5,8,15,7,4,4,4,8,6,6,7,4,2,5,4,5,6,5,4,5,5,4,3,0,2,1,3
Ken Powell,,,,,,1,37,29,33,21,20,14,23,22,20,5,4,8,4,8,4,13,4,4,6,9,7,8,4,6,3,2,3,2,3,2,2,6,3,3,3,4,2,1,1,3
Lyris Younge,,,,,,,0,30,37,21,17,17,23,26,21,5,9,3,5,7,6,11,5,5,5,9,4,6,6,2,4,2,5,4,2,4,2,6,1,1,1,2,1,0,1,3
Mia Roberts Perez,,,,,,,,0,24,29,22,22,12,27,22,12,7,9,8,8,3,12,5,8,6,4,6,3,7,5,6,2,4,4,1,3,3,1,3,2,1,4,0,0,2,3
Tracy B Roman,,,,,,,,,0,19,17,18,21,20,19,7,11,2,3,6,10,13,6,7,4,8,3,6,6,2,2,1,5,6,2,2,3,6,2,2,3,2,1,1,1,3
Chris Mallios,,,,,,,,,,0,22,19,8,24,21,13,4,13,10,3,4,8,5,6,6,5,7,2,1,10,4,6,0,1,1,2,1,1,2,0,0,0,0,0,0,3
Rainy Papademetriou,,,,,,,,,,,0,7,4,16,14,16,8,16,9,4,6,13,4,9,7,5,11,5,4,8,4,5,3,2,3,3,2,1,4,2,2,2,3,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,1,12,14,13,13,10,5,8,7,11,2,11,7,5,2,4,3,7,4,3,4,3,7,3,2,3,2,0,4,1,2,0,2,2,3
Scott Diclaudio,,,,,,,,,,,,,0,10,12,2,4,2,2,3,2,1,4,2,3,6,2,6,2,1,2,1,2,3,3,3,3,6,1,3,3,0,1,1,1,3
Vincent N Melchiorre,,,,,,,,,,,,,,0,21,3,1,4,5,4,2,10,3,3,3,3,3,1,2,2,3,2,0,2,1,2,0,0,2,0,1,2,2,0,0,3
Michael Fanning,,,,,,,,,,,,,,,0,3,3,3,7,1,1,9,1,2,0,2,1,3,4,1,3,3,0,2,2,2,2,0,3,2,1,0,1,1,1,3
Stella Tsai,,,,,,,,,,,,,,,,0,13,10,10,3,8,0,6,7,4,3,5,0,6,8,1,4,5,5,0,2,3,1,2,4,0,2,1,0,1,3
Jennifer Schultz,,,,,,,,,,,,,,,,,3,4,6,4,8,3,5,6,4,2,3,3,8,3,0,4,6,4,2,3,3,3,1,3,2,2,2,0,1,3
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,1,8,2,3,4,4,7,8,3,8,3,1,8,3,3,0,1,4,5,1,1,4,1,4,1,1,1,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,1,2,6,1,6,7,5,3,6,1,8,5,6,4,2,3,1,4,1,0,6,3,1,3,1,0,0,3
Frances Fattah,,,,,,,,,,,,,,,,,,,,0,7,5,5,5,5,5,4,5,1,1,2,3,2,2,3,2,3,4,3,3,3,3,2,2,1,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,1,3,6,7,4,4,2,4,6,1,1,3,5,6,2,2,1,3,3,4,1,2,0,1,0,3
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,0,2,3,4,1,3,5,3,1,1,1,1,0,3,2,3,3,3,0,4,2,0,2,1,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,0,6,5,2,4,2,6,2,3,4,4,5,2,2,2,2,0,5,2,1,1,2,1,3
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,5,4,6,4,5,5,5,5,3,1,2,0,3,3,2,3,2,0,1,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,1,1,4,1,3,0,1,4,6,4,2,0,2,3,0,1,1,2,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,0,2,2,2,0,1,1,1,2,5,1,1,0,0,0,0,1,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,7,3,3,1,0,2,3,2,1,3,2,2,2,2,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,1,2,4,0,2,6,3,1,3,1,1,1,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,5,5,1,0,0,0,3,3,1,3,1,0,0,3
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,1,2,0,1,2,0,1,0,0,0,0,3
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1,0,0,4,0,1,0,0,0,0,3
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,1,0,1,1,0,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,2,1,0,4,0,3,1,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,2,2,1,1,1,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,2,2,3,1,1,2,0,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2,3,1,1,0,1,0,3
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,2,1,1,2,2,3
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,2,1,3
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,0,1,0,3
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,3
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,107,5,57,56,51,51,49,47,47,42,40,36,32,31,29,27,25,22,21,21,20,20,18,18,17,16,15,15,14,13,10,10,10,10,10,10,10,9,8,8,7,6,4,3,3,3
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,4
,Mia Roberts Perez,Kai Scott,Stephanie M Sawyer,Jon Marshall,Ken Powell,Scott Diclaudio,Tracy B Roman,Lyris Younge,Daine Grey Jr,Leon Goodman,Brian T Ortelere,Michael Fanning,Vincent N Melchiorre,Abbe Fletman,Chris Mallios,Jennifer Schultz,Wayne M D Bennett,Edward William Louden Jr,James F Berardinelli,Rainy Papademetriou,Thomas Martin,Vince Giusini,Anthony Kyriakakis,Betsy Wahl,Frances Fattah,Jodi Lobel,Leon A King Ii,Joshua Hill,Lucretia Clemons,Lynne M Summers,Sherman Toppin,Chris Mccabe,Deborah Watson Stokes,Franklin A Bennett Iii,Marissa Brumbach,Rania Major,Shanese Johnson,Starr Marshall Cash,Stella Tsai,Tangie M Boston,Vincent Furlong,William J Ciancaglini,Sandjai Weaver,Alice Beck Dubow,Robert Colville,4
Mia Roberts Perez,1,26,24,7,6,5,5,6,5,2,1,4,5,3,5,1,0,0,1,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,4
Kai Scott,,1,23,7,6,6,5,6,5,0,0,4,6,3,5,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,7,0,4
Stephanie M Sawyer,,,0,7,6,7,7,7,4,1,0,4,5,3,4,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,7,0,4
Jon Marshall,,,,3,5,7,6,4,3,5,3,0,0,2,0,3,3,3,2,2,3,2,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,5,2,4
Ken Powell,,,,,1,11,11,9,8,5,3,4,6,4,4,2,1,3,4,4,3,3,1,1,1,1,2,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,13,1,4
