col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Ken Powell,Tracy B Roman,Lyris Younge,Scott Diclaudio,Daine Grey Jr,Kai Scott,Stephanie M Sawyer,Leon Goodman,Abbe Fletman,Mia Roberts Perez,Jon Marshall,Jennifer Schultz,Edward William Louden Jr,Frances Fattah,Michael Fanning,Lynne M Summers,Vincent N Melchiorre,Deborah Watson Stokes,James F Berardinelli,Leon A King Ii,Rainy Papademetriou,Vincent Furlong,Chris Mallios,Thomas Martin,Betsy Wahl,Lucretia Clemons,Brian T Ortelere,Shanese Johnson,Wayne M D Bennett,Rania Major,Sandjai Weaver,Chris Mccabe,Sherman Toppin,Stella Tsai,Vince Giusini,Marissa Brumbach,Anthony Kyriakakis,Tangie M Boston,Starr Marshall Cash,Joshua Hill,Franklin A Bennett Iii,William J Ciancaglini,Jodi Lobel,All
Darrell L Clarke,126,270,266,237,241,207,199,154,162,145,142,145,119,132,118,107,98,100,99,77,92,76,76,90,82,75,74,64,73,65,65,59,47,49,50,43,39,39,39,34,36,27,26,23,All
Ken Powell,,5,183,178,168,141,115,87,106,101,93,111,54,95,45,77,34,76,35,43,41,35,36,66,37,30,29,38,28,29,27,20,19,22,18,17,12,11,12,8,16,11,12,7,All
Tracy B Roman,,,2,179,181,130,104,89,102,101,79,95,63,93,39,77,40,69,36,37,30,40,33,70,31,32,25,36,30,28,23,18,5,9,14,18,14,14,11,8,14,16,7,7,All
Lyris Younge,,,,6,160,130,124,100,80,103,98,84,46,80,39,81,40,80,44,32,27,30,24,73,30,38,32,23,25,24,18,20,25,28,20,15,16,9,14,16,6,4,10,12,All
Scott Diclaudio,,,,,7,126,87,75,93,100,82,88,43,87,26,72,23,70,17,42,25,34,34,70,17,24,13,39,12,24,13,15,12,14,9,18,9,13,8,3,10,12,10,6,All
Daine Grey Jr,,,,,,5,122,109,65,130,95,49,75,47,52,82,45,74,48,58,44,56,56,78,31,42,31,54,28,29,27,23,28,24,25,17,22,16,14,17,15,15,12,8,All
Kai Scott,,,,,,,3,123,32,93,113,26,35,16,51,98,56,96,57,14,42,23,30,79,34,55,47,10,39,20,33,23,32,27,24,16,26,11,17,21,12,11,12,15,All
Stephanie M Sawyer,,,,,,,,1,29,73,94,13,36,19,52,82,62,81,58,12,29,24,28,71,25,47,37,8,40,14,22,22,21,20,18,14,21,11,20,23,18,7,10,8,All
Leon Goodman,,,,,,,,,2,29,19,88,58,82,44,10,34,9,27,31,43,29,35,8,26,14,18,36,18,28,22,20,10,15,15,14,8,15,11,6,15,10,9,8,All
Abbe Fletman,,,,,,,,,,0,85,27,51,28,18,68,17,73,24,40,21,43,37,68,17,23,15,34,10,15,12,10,13,12,17,15,11,9,6,4,6,6,3,7,All
Mia Roberts Perez,,,,,,,,,,,2,12,25,12,38,79,34,82,43,10,26,13,13,74,13,41,27,9,23,14,27,22,23,21,24,13,26,8,15,17,8,5,7,10,All
Jon Marshall,,,,,,,,,,,,0,50,84,26,10,13,6,9,35,20,34,31,8,24,13,18,32,11,14,10,9,4,15,12,10,7,10,6,5,8,6,9,6,All
Jennifer Schultz,,,,,,,,,,,,,2,40,38,7,48,13,28,58,34,55,57,7,23,23,33,55,26,27,20,16,16,21,22,17,18,19,14,12,12,7,7,8,All
Edward William Louden Jr,,,,,,,,,,,,,,3,21,6,21,5,19,29,22,30,28,5,21,9,15,27,15,19,11,9,8,4,5,15,5,10,4,2,8,11,4,3,All
Frances Fattah,,,,,,,,,,,,,,,6,11,44,20,37,15,38,17,27,5,27,19,30,16,38,22,30,17,19,23,26,12,18,12,14,20,16,11,11,9,All
Michael Fanning,,,,,,,,,,,,,,,,0,22,86,21,5,9,18,15,72,18,33,22,5,17,11,14,5,21,9,8,4,8,4,8,10,8,6,5,1,All
Lynne M Summers,,,,,,,,,,,,,,,,,1,23,52,19,30,23,24,7,28,44,39,8,46,25,23,16,17,16,19,18,19,14,16,16,16,12,14,13,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,1,22,5,7,19,16,65,14,34,25,3,17,8,7,5,21,6,14,5,9,2,3,5,6,5,5,5,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,0,13,39,12,19,13,19,33,37,9,33,22,25,21,24,19,22,12,16,12,19,17,14,8,9,11,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,6,23,44,35,5,19,8,10,49,9,19,8,13,7,15,9,16,5,13,8,3,10,7,8,6,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,2,16,24,10,27,15,31,15,25,30,21,23,11,16,11,20,10,22,13,8,8,9,6,8,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,1,46,3,16,21,22,43,24,6,5,6,8,6,12,11,9,8,3,9,5,4,4,3,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,1,3,19,17,18,40,17,16,14,10,14,11,7,16,5,15,4,3,11,7,5,4,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,0,7,19,6,2,4,8,4,7,9,8,9,4,4,6,2,6,5,3,4,3,All
