col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Mike Stack,Michael J Rahming,Val Arkoosh,Mark B Cohen,Elaine Tomlin,Louis Farinella,Charles Quann,Henry Albert,Linda A Fields,Melissa Robbins,W Gerard Oleksiak,Bev Hahn,Fran Nelms,Matthew J Darragh,All
Allyson Y Schwartz,148,"1,513","1,445",601,"1,423",603,"1,292","1,189","1,165",401,400,384,"1,015",303,"1,107","1,231",All
Betsy May Kilkenny,,15,"1,206",446,"1,312",383,"1,217","1,114","1,118",244,245,230,980,168,788,767,All
Mike Stack,,,33,388,"1,110",477,"1,158","1,074","1,041",312,327,322,978,254,811,723,All
Michael J Rahming,,,,64,425,"1,055",360,289,271,977,904,902,200,861,746,706,All
Val Arkoosh,,,,,10,337,"1,108","1,079","1,071",211,187,184,950,139,710,705,All
Mark B Cohen,,,,,,15,384,302,269,"1,022",950,931,212,870,680,580,All
Elaine Tomlin,,,,,,,0,"1,078","1,079",253,257,250,961,184,675,614,All
Louis Farinella,,,,,,,,2,"1,031",185,162,162,911,116,582,578,All
Charles Quann,,,,,,,,,0,172,149,153,933,103,581,560,All
Henry Albert,,,,,,,,,,3,936,917,147,875,563,472,All
Linda A Fields,,,,,,,,,,,4,952,130,910,566,458,All
Melissa Robbins,,,,,,,,,,,,3,132,905,547,454,All
W Gerard Oleksiak,,,,,,,,,,,,,0,93,514,494,All
Bev Hahn,,,,,,,,,,,,,,1,503,399,All
Fran Nelms,,,,,,,,,,,,,,,222,0,All
Matthew J Darragh,,,,,,,,,,,,,,,,179,All
Total,"2,681","1,708","1,706","1,655","1,560","1,422","1,398","1,272","1,253","1,158","1,139","1,117","1,098","1,006","1,999","1,994",All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,,1
,Allyson Y Schwartz,Mike Stack,Betsy May Kilkenny,Val Arkoosh,Elaine Tomlin,Charles Quann,Louis Farinella,Michael J Rahming,Mark B Cohen,W Gerard Oleksiak,Henry Albert,Linda A Fields,Bev Hahn,Melissa Robbins,Matthew J Darragh,Fran Nelms,1
Allyson Y Schwartz,2,29,28,28,26,22,23,5,8,20,7,5,4,5,35,15,1
Mike Stack,,0,25,24,26,22,21,2,5,19,5,4,3,5,20,10,1
Betsy May Kilkenny,,,0,26,24,23,20,4,4,19,4,2,1,3,20,10,1
Val Arkoosh,,,,0,20,22,22,5,6,19,6,4,3,4,18,11,1
Elaine Tomlin,,,,,0,20,18,1,3,19,3,2,1,3,16,8,1
Charles Quann,,,,,,0,18,1,3,19,3,1,0,2,13,9,1
Louis Farinella,,,,,,,0,3,4,16,3,2,2,2,14,7,1
Michael J Rahming,,,,,,,,2,15,2,15,13,13,10,11,5,1
Mark B Cohen,,,,,,,,,1,3,18,15,15,12,9,5,1
W Gerard Oleksiak,,,,,,,,,,0,3,2,1,3,12,8,1
Henry Albert,,,,,,,,,,,0,15,15,12,9,5,1
Linda A Fields,,,,,,,,,,,,0,14,13,7,5,1
