col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Kevin J Boyle,John Sabatina,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Amanda Mcillmurray,Kat Richter,Anne Wakabayashi,Katherine Hunter Snyder,Jennifer Lentz,Jacob Adeniran,Ryan N Boyer,Cathy Brady,Maria Quinones Sanchez,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,All
Kevin J Boyle,252,0,596,596,499,460,430,408,358,384,376,371,361,339,330,323,327,315,All
John Sabatina,,274,611,555,426,427,383,330,344,316,312,303,297,300,295,296,293,249,All
Thaddeus Kirkland,,,19,271,269,742,189,155,613,148,561,129,562,543,536,561,504,482,All
H Douglass Brown,,,,11,834,244,754,687,186,651,219,639,186,156,131,149,161,120,All
Peter Cutty,,,,,0,234,697,649,183,612,214,618,181,144,126,141,154,127,All
Blake Rutherford,,,,,,11,165,137,558,123,543,117,545,506,467,492,476,463,All
Amanda Mcillmurray,,,,,,,2,700,175,641,209,630,167,144,123,133,145,117,All
Kat Richter,,,,,,,,0,138,630,175,636,152,115,114,119,141,116,All
Anne Wakabayashi,,,,,,,,,0,145,558,123,541,519,514,551,491,470,All
Katherine Hunter Snyder,,,,,,,,,,0,169,602,137,128,117,122,146,122,All
Jennifer Lentz,,,,,,,,,,,0,155,530,522,469,500,499,467,All
Jacob Adeniran,,,,,,,,,,,,0,135,101,106,101,133,110,All
Ryan N Boyer,,,,,,,,,,,,,1,503,465,487,486,472,All
Cathy Brady,,,,,,,,,,,,,,0,476,486,473,457,All
Maria Quinones Sanchez,,,,,,,,,,,,,,,3,483,482,447,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,,1,454,447,All
Angel Cruz,,,,,,,,,,,,,,,,,1,462,All
Ted Kirsch,,,,,,,,,,,,,,,,,,0,All
Total,"1,470","1,465","1,262","1,197",964,926,844,766,728,727,711,701,681,660,654,646,638,585,All
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
